COD_ETU;Note : TLMI4604;RÃ©sultat : TLMI4604;Session : TLMI4604;AnnÃ©e : TLMI4604;Filière;Année;Module;Semestre
18009159;11.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18009169;;;;;MIP;2020;TLMI3604;S3
18009212;13.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18009732;7;NV ;2;2020;MIP;2020;TLMI3604;S3
18009804;15;V  ;1;2019;MIP;2020;TLMI3604;S3
18009949;13.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18010307;16;V  ;1;2020;MIP;2020;TLMI3604;S3
18010364;10;V  ;2;2019;MIP;2020;TLMI3604;S3
18010372;14.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010519;0;NRA;1;2020;MIP;2020;TLMI3604;S3
18010520;15.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010525;0;NRA;1;2020;MIP;2020;TLMI3604;S3
18010547;0;NRA;1;2020;MIP;2020;TLMI3604;S3
18010592;11.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18010733;17.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010738;16;V  ;1;2020;MIP;2020;TLMI3604;S3
18010743;14.8;V  ;1;2019;MIP;2020;TLMI3604;S3
18010750;17.8;V  ;1;2019;MIP;2020;TLMI3604;S3
18010752;16.8;V  ;1;2019;MIP;2020;TLMI3604;S3
18010755;11.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010761;14.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010765;13;V  ;1;2019;MIP;2020;TLMI3604;S3
18010769;12.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18010770;11.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010771;;;;;MIP;2020;TLMI3604;S3
18010778;15;V  ;1;2020;MIP;2020;TLMI3604;S3
18010779;12.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18010780;14.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010783;15;V  ;1;2019;MIP;2020;TLMI3604;S3
18010788;11.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18010805;14;V  ;1;2019;MIP;2020;TLMI3604;S3
18010880;14.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18010881;15.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18010888;0;NRA;1;2020;MIP;2020;TLMI3604;S3
18010894;13;V  ;1;2020;MIP;2020;TLMI3604;S3
18011058;12;V  ;1;2020;MIP;2020;TLMI3604;S3
18011062;10;V  ;2;2020;MIP;2020;TLMI3604;S3
18011070;13;V  ;1;2020;MIP;2020;TLMI3604;S3
18011072;11.5;V  ;1;2018;MIP;2020;TLMI3604;S3
18011546;14.8;V  ;1;2019;MIP;2020;TLMI3604;S3
18011548;13;V  ;1;2020;MIP;2020;TLMI3604;S3
18011549;13.5;V  ;1;2019;MIP;2020;TLMI3604;S3
18011567;14;V  ;1;2020;MIP;2020;TLMI3604;S3
18011568;10;V  ;2;2019;MIP;2020;TLMI3604;S3
18011569;13.2;V  ;1;2019;MIP;2020;TLMI3604;S3
18011572;15;V  ;1;2019;MIP;2020;TLMI3604;S3
18012757;14;V  ;1;2019;MIP;2020;TLMI3604;S3
19000843;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19000875;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19001254;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19001305;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19001307;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19001385;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19001721;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19002133;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19002293;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19002804;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19002811;10;V  ;2;2020;MIP;2020;TLMI3604;S3
19003213;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19003667;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19004051;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19004062;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004101;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19004113;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004130;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19004155;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004265;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004300;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004313;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004362;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004428;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19004473;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19004479;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004483;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004488;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19004494;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19004511;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19004512;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19004513;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19004514;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19004527;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004528;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004532;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19004533;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004534;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19004543;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004544;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19004545;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004741;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19004752;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004758;16.5;V  ;1;2020;MIP;2020;TLMI3604;S3
19004803;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19004838;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19004851;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19004860;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19004877;16.5;V  ;1;2020;MIP;2020;TLMI3604;S3
19004908;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19004926;16.5;V  ;1;2020;MIP;2020;TLMI3604;S3
19004935;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19005025;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19005039;8;NV ;2;2020;MIP;2020;TLMI3604;S3
19005052;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19005059;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19005062;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19005102;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19005152;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19005287;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19005372;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19005514;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19006058;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19006207;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19006776;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19007176;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19007752;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19007988;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19007990;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19008174;;;;;MIP;2020;TLMI3604;S3
19008330;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19008752;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19008870;;;;;MIP;2020;TLMI3604;S3
19008962;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19008964;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19009100;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19009105;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19009153;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19009155;18;V  ;1;2020;MIP;2020;TLMI3604;S3
19009160;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19009167;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19009169;17;V  ;1;2020;MIP;2020;TLMI3604;S3
19009291;;;;;MIP;2020;TLMI3604;S3
19009335;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19009385;;;;;MIP;2020;TLMI3604;S3
19009386;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19009395;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19009399;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19009400;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19009570;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19009584;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19009629;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19009647;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19009734;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19009735;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19009738;11.5;V  ;1;2020;MIP;2020;TLMI3604;S3
19009741;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19009789;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19009852;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19009911;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19009930;17;V  ;1;2020;MIP;2020;TLMI3604;S3
19009964;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19009972;;;;;MIP;2020;TLMI3604;S3
19010172;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19010238;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19010282;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19010283;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19010289;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19010294;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19010296;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19010297;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010509;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19010543;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19010606;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19010607;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19010676;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19010784;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19010791;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19010798;;;;;MIP;2020;TLMI3604;S3
19010801;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010803;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19010805;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010806;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19010807;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19010812;;;;;MIP;2020;TLMI3604;S3
19010809;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010810;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19010811;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19010813;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19010815;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19010817;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010823;;;;;MIP;2020;TLMI3604;S3
19010824;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19010825;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010830;;;;;MIP;2020;TLMI3604;S3
19010832;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19010833;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19010834;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19010835;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010836;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19010837;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010838;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19010909;;;;;MIP;2020;TLMI3604;S3
19010920;12;V  ;1;2020;MIP;2020;TLMI3604;S3
19010936;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010944;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010945;17;V  ;1;2020;MIP;2020;TLMI3604;S3
19010946;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19010947;8;NV ;2;2020;MIP;2020;TLMI3604;S3
19010948;13;V  ;1;2020;MIP;2020;TLMI3604;S3
19010949;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19010956;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19010970;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19010971;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19010973;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19010975;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19010977;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19011089;;;;;MIP;2020;TLMI3604;S3
19011106;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19011163;14;V  ;1;2020;MIP;2020;TLMI3604;S3
19011194;17;V  ;1;2020;MIP;2020;TLMI3604;S3
19011220;16;V  ;1;2020;MIP;2020;TLMI3604;S3
19011234;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19011236;10;V  ;1;2020;MIP;2020;TLMI3604;S3
19011480;;;;;MIP;2020;TLMI3604;S3
19011788;;;;;MIP;2020;TLMI3604;S3
19011807;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19011809;17;V  ;1;2020;MIP;2020;TLMI3604;S3
19011810;;;;;MIP;2020;TLMI3604;S3
19011926;;;;;MIP;2020;TLMI3604;S3
19012036;0;NRA;1;2020;MIP;2020;TLMI3604;S3
19012279;11;V  ;1;2020;MIP;2020;TLMI3604;S3
19012486;15;V  ;1;2020;MIP;2020;TLMI3604;S3
19012582;;;;;MIP;2020;TLMI3604;S3
20011561;0;NRA;1;2020;MIP;2020;TLMI3604;S3
16000386;0;NRA;1;2020;MIP;2021;TLMI4104;S4
16000603;10;V  ;2;2018;MIP;2021;TLMI4104;S4
16000636;10.8;V  ;1;2018;MIP;2021;TLMI4104;S4
16000831;10;V  ;2;2018;MIP;2021;TLMI4104;S4
16000866;10;V  ;2;2017;MIP;2021;TLMI4104;S4
16000970;10;V  ;2;2018;MIP;2021;TLMI4104;S4
16001082;0;NRA;1;2020;MIP;2021;TLMI4104;S4
16001153;11.2;V  ;1;2019;MIP;2021;TLMI4104;S4
16001233;2;NV ;2;2020;MIP;2021;TLMI4104;S4
16001328;6;NV ;2;2020;MIP;2021;TLMI4104;S4
16001358;10;V  ;2;2019;MIP;2021;TLMI4104;S4
16001418;14.2;V  ;1;2019;MIP;2021;TLMI4104;S4
16001529;10;V  ;2;2019;MIP;2021;TLMI4104;S4
16001661;10.8;V  ;1;2017;MIP;2021;TLMI4104;S4
16001999;10;V  ;2;2019;MIP;2021;TLMI4104;S4
16002056;0;NRA;1;2020;MIP;2021;TLMI4104;S4
16004163;11.4;V  ;1;2018;MIP;2021;TLMI4104;S4
16005397;10;V  ;2;2018;MIP;2021;TLMI4104;S4
16005554;11.2;V  ;1;2019;MIP;2021;TLMI4104;S4
17000924;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17002059;7;AC ;2;2020;MIP;2021;TLMI4104;S4
17002457;10.2;V  ;1;2019;MIP;2021;TLMI4104;S4
17004263;11.3;V  ;1;2018;MIP;2021;TLMI4104;S4
17004774;11.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17005751;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17005966;0;NRA;1;2020;MIP;2021;TLMI4104;S4
17006009;0;NRA;1;2020;MIP;2021;TLMI4104;S4
17006032;10.7;V  ;1;2018;MIP;2021;TLMI4104;S4
17006196;1;NV ;2;2020;MIP;2021;TLMI4104;S4
17006200;0;NRA;1;2020;MIP;2021;TLMI4104;S4
17006271;12.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17006307;10;V  ;2;2018;MIP;2021;TLMI4104;S4
17006316;10;VAR;2;2020;MIP;2021;TLMI4104;S4
17006327;10;V  ;2;2019;MIP;2021;TLMI4104;S4
17006339;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17006345;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17006351;10.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17006390;10.2;V  ;1;2019;MIP;2021;TLMI4104;S4
17006394;12;V  ;1;2019;MIP;2021;TLMI4104;S4
17006399;6;NV ;2;2020;MIP;2021;TLMI4104;S4
17006401;1;NV ;2;2020;MIP;2021;TLMI4104;S4
17006419;3;NV ;2;2020;MIP;2021;TLMI4104;S4
17006427;7;AC ;2;2020;MIP;2021;TLMI4104;S4
17006442;10.5;V  ;1;2019;MIP;2021;TLMI4104;S4
17006503;10;V  ;1;2019;MIP;2021;TLMI4104;S4
17006514;11.2;V  ;1;2019;MIP;2021;TLMI4104;S4
17006632;1;NV ;2;2020;MIP;2021;TLMI4104;S4
17006758;0;NRA;1;2020;MIP;2021;TLMI4104;S4
17010720;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18002014;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18003211;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18003719;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18003890;3;NV ;2;2020;MIP;2021;TLMI4104;S4
18003909;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18003921;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18003956;4;NV ;2;2020;MIP;2021;TLMI4104;S4
18004287;;;;;MIP;2021;TLMI4104;S4
18004291;2;NV ;2;2020;MIP;2021;TLMI4104;S4
18004337;;;;;MIP;2021;TLMI4104;S4
18004367;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18004424;;;;;MIP;2021;TLMI4104;S4
18004480;5;NV ;2;2020;MIP;2021;TLMI4104;S4
18004557;4;NV ;2;2020;MIP;2021;TLMI4104;S4
18004807;11.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18004840;;;;;MIP;2021;TLMI4104;S4
18004860;8;AC ;2;2020;MIP;2021;TLMI4104;S4
18004912;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18004917;3;NV ;2;2020;MIP;2021;TLMI4104;S4
18004952;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18005004;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18005047;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18005070;4;NV ;2;2020;MIP;2021;TLMI4104;S4
18005077;7;AC ;2;2020;MIP;2021;TLMI4104;S4
18005324;13;V  ;1;2019;MIP;2021;TLMI4104;S4
18005343;16.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18005354;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18005370;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18005401;;;;;MIP;2021;TLMI4104;S4
18005409;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18005417;10.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18005421;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18005430;3;NV ;2;2020;MIP;2021;TLMI4104;S4
18005479;;;;;MIP;2021;TLMI4104;S4
18005544;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18005750;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18005756;2;NV ;2;2020;MIP;2021;TLMI4104;S4
18005764;13.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18005838;12.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18005845;7.5;AC ;2;2019;MIP;2021;TLMI4104;S4
18005940;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18005960;10.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18006040;10.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18006059;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18006092;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18006100;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18006129;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18006139;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18006172;6;NV ;2;2020;MIP;2021;TLMI4104;S4
18006176;11.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18006180;13.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18006183;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18006184;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18006186;2;NV ;2;2020;MIP;2021;TLMI4104;S4
18006193;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18006197;12.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18006203;10.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18006205;7;NV ;2;2020;MIP;2021;TLMI4104;S4
18006208;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18006210;;;;;MIP;2021;TLMI4104;S4
18006211;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18006212;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18006213;3;NV ;2;2020;MIP;2021;TLMI4104;S4
18006217;;;;;MIP;2021;TLMI4104;S4
18006219;15;V  ;1;2019;MIP;2021;TLMI4104;S4
18006220;12.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18006221;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18006223;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18006911;10.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18007022;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18007194;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18007298;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18007401;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18007617;2;NV ;2;2020;MIP;2021;TLMI4104;S4
18007643;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18007960;10.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18008043;;;;;MIP;2021;TLMI4104;S4
18008962;3;NV ;2;2020;MIP;2021;TLMI4104;S4
18008966;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18009004;14.1;V  ;1;2019;MIP;2021;TLMI4104;S4
18009008;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18009010;9;NV ;2;2020;MIP;2021;TLMI4104;S4
18009015;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18009016;;;;;MIP;2021;TLMI4104;S4
18009019;12;V  ;1;2019;MIP;2021;TLMI4104;S4
18009020;;;;;MIP;2021;TLMI4104;S4
18009027;9.2;AC ;2;2019;MIP;2021;TLMI4104;S4
18009029;15.8;V  ;1;2019;MIP;2021;TLMI4104;S4
18009031;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18009093;11;V  ;1;2019;MIP;2021;TLMI4104;S4
18009154;3;NV ;2;2020;MIP;2021;TLMI4104;S4
18009159;11.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18009169;8;NV ;2;2020;MIP;2021;TLMI4104;S4
18009212;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18009732;11.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18009804;7;AC ;2;2020;MIP;2021;TLMI4104;S4
18009949;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18010307;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18010364;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18010372;11;V  ;1;2020;MIP;2021;TLMI4104;S4
18010519;;;;;MIP;2021;TLMI4104;S4
18010520;13.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18010525;;;;;MIP;2021;TLMI4104;S4
18010547;;;;;MIP;2021;TLMI4104;S4
18010592;10;VAR;2;2020;MIP;2021;TLMI4104;S4
18010733;3;NV ;2;2020;MIP;2021;TLMI4104;S4
18010738;14.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18010743;13.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18010750;10;V  ;1;2020;MIP;2021;TLMI4104;S4
18010752;6;NV ;2;2020;MIP;2021;TLMI4104;S4
18010755;10.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18010761;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18010765;2;NV ;2;2020;MIP;2021;TLMI4104;S4
18010769;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18010770;6;NV ;2;2020;MIP;2021;TLMI4104;S4
18010771;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18010778;;;;;MIP;2021;TLMI4104;S4
18010779;13.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18010780;11.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18010783;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18010788;14.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18010805;11;V  ;1;2020;MIP;2021;TLMI4104;S4
18010880;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18010881;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18010888;;;;;MIP;2021;TLMI4104;S4
18010894;14;V  ;1;2020;MIP;2021;TLMI4104;S4
18011058;0;NRA;1;2020;MIP;2021;TLMI4104;S4
18011062;2;NV ;2;2020;MIP;2021;TLMI4104;S4
18011070;10.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18011072;11;V  ;1;2019;MIP;2021;TLMI4104;S4
18011546;7;AC ;2;2020;MIP;2021;TLMI4104;S4
18011548;13.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18011549;1;NV ;2;2020;MIP;2021;TLMI4104;S4
18011567;4;NV ;2;2020;MIP;2021;TLMI4104;S4
18011568;11.5;V  ;1;2019;MIP;2021;TLMI4104;S4
18011569;10.2;V  ;1;2019;MIP;2021;TLMI4104;S4
18011572;10;V  ;2;2019;MIP;2021;TLMI4104;S4
18012757;13.2;V  ;1;2019;MIP;2021;TLMI4104;S4
19000843;7;NV ;2;2020;MIP;2021;TLMI4104;S4
19000875;5;NV ;2;2020;MIP;2021;TLMI4104;S4
19001254;10;VAR;2;2020;MIP;2021;TLMI4104;S4
19001305;0;NRA;1;2020;MIP;2021;TLMI4104;S4
19001307;1;NV ;2;2020;MIP;2021;TLMI4104;S4
19001385;4;NV ;2;2020;MIP;2021;TLMI4104;S4
19001721;7;AC ;2;2020;MIP;2021;TLMI4104;S4
19002133;14;V  ;1;2020;MIP;2021;TLMI4104;S4
19002293;0;NRA;1;2020;MIP;2021;TLMI4104;S4
19002804;0;NRA;1;2020;MIP;2021;TLMI4104;S4
19002811;6;NV ;2;2020;MIP;2021;TLMI4104;S4
19003213;5;NV ;2;2020;MIP;2021;TLMI4104;S4
19003667;0;NRA;1;2020;MIP;2021;TLMI4104;S4
19004051;10;VAR;2;2020;MIP;2021;TLMI4104;S4
19004062;10;VAR;2;2020;MIP;2021;TLMI4104;S4
19004101;1;NV ;2;2020;MIP;2021;TLMI4104;S4
19004113;6;NV ;2;2020;MIP;2021;TLMI4104;S4
19004130;3;NV ;2;2020;MIP;2021;TLMI4104;S4
19004155;;;;;MIP;2021;TLMI4104;S4
19004265;4;NV ;2;2020;MIP;2021;TLMI4104;S4
19004300;;;;;MIP;2021;TLMI4104;S4
19004313;10;VAR;2;2020;MIP;2021;TLMI4104;S4
19004362;12.5;V  ;1;2020;MIP;2021;TLMI4104;S4
19004428;0;NRA;1;2020;MIP;2021;TLMI4104;S4
19004473;7;NV ;2;2020;MIP;2021;TLMI4104;S4
19004479;4;NV ;2;2020;MIP;2021;TLMI4104;S4
19004483;11.5;V  ;1;2020;MIP;2021;TLMI4104;S4
19004488;;;;;MIP;2021;TLMI4104;S4
19004494;1;NV ;2;2020;MIP;2021;TLMI4104;S4
