COD_ETU;Note : TLMP1104;RÃ©sultat : TLMP1104;Session : TLMP1104;AnnÃ©e : TLMP1104;Filière;Année;Module;Semestre
18003901;12.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
18003910;11.4;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003915;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18003919;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18003922;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18003927;7.9;AC ;2;2018;MIPC;2019;TLMP1104;S1
18003934;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
18003941;12.5;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003947;10.1;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003949;7;AC ;2;2018;MIPC;2019;TLMP1104;S1
18003953;10,025;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003954;11.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
18003958;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18003961;11.6;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003967;10.4;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003977;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
18003985;5.5;NV ;2;2019;MIPC;2019;TLMP1104;S1
18003986;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18003987;10;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003990;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18003992;12.6;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003993;11.9;V  ;1;2018;MIPC;2019;TLMP1104;S1
18003999;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
18004002;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18004004;10;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004007;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18004010;12.6;V  ;1;2019;MIPC;2019;TLMP1104;S1
18004013;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18004016;10.1;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004017;10.4;V  ;1;2019;MIPC;2019;TLMP1104;S1
18004018;10;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004019;10;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004020;10.1;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004026;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18004027;10.2;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004028;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18004032;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18004453;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
18004481;2.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
18004523;3.4;NRA;1;2019;MIPC;2019;TLMP1104;S1
18004540;8;NV ;2;2019;MIPC;2019;TLMP1104;S1
18004554;13.3;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004591;13;V  ;1;2019;MIPC;2019;TLMP1104;S1
18004601;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
18004606;10,175;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004608;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
18004615;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
18004652;5.5;NV ;2;2019;MIPC;2019;TLMP1104;S1
18004667;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18004694;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18004705;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18004717;12.3;V  ;1;2019;MIPC;2019;TLMP1104;S1
18004753;10.2;V  ;1;2018;MIPC;2019;TLMP1104;S1
18004784;9.5;AC ;2;2019;MIPC;2019;TLMP1104;S1
18004793;8;NV ;2;2019;MIPC;2019;TLMP1104;S1
18004881;10.6;V  ;1;2019;MIPC;2019;TLMP1104;S1
18005051;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
18005094;7;NV ;2;2019;MIPC;2019;TLMP1104;S1
18005539;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18005705;8.8;NV ;2;2019;MIPC;2019;TLMP1104;S1
18005906;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
18006155;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18006162;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18006699;7.8;NV ;2;2019;MIPC;2019;TLMP1104;S1
18006780;11.4;V  ;1;2018;MIPC;2019;TLMP1104;S1
18007873;12.9;V  ;1;2019;MIPC;2019;TLMP1104;S1
18007880;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
18008558;10.6;V  ;1;2019;MIPC;2019;TLMP1104;S1
18008934;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18008953;13.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
18008956;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18008958;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
18008960;6.2;NV ;2;2019;MIPC;2019;TLMP1104;S1
18008968;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18008971;7.9;NV ;2;2019;MIPC;2019;TLMP1104;S1
18008974;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
18008976;13.1;V  ;1;2018;MIPC;2019;TLMP1104;S1
18008982;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18008998;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18009000;8.3;AC ;2;2019;MIPC;2019;TLMP1104;S1
18009006;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18009021;3.6;NRA;1;2019;MIPC;2019;TLMP1104;S1
18009030;10.7;V  ;1;2019;MIPC;2019;TLMP1104;S1
18009034;15.2;V  ;1;2018;MIPC;2019;TLMP1104;S1
18009041;8.2;AC ;2;2019;MIPC;2019;TLMP1104;S1
18009043;5.2;NV ;2;2019;MIPC;2019;TLMP1104;S1
18009048;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18009080;11.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
18009118;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
18009163;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
18009425;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18009431;3;NRA;1;2019;MIPC;2019;TLMP1104;S1
18009440;11.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
18009587;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18009593;10;V  ;1;2018;MIPC;2019;TLMP1104;S1
18009707;10.2;V  ;1;2018;MIPC;2019;TLMP1104;S1
18009716;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18009736;8.6;AC ;2;2019;MIPC;2019;TLMP1104;S1
18009778;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18009794;7.8;NV ;2;2019;MIPC;2019;TLMP1104;S1
18009796;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18009797;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18010025;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18010186;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18010277;10.4;V  ;1;2018;MIPC;2019;TLMP1104;S1
18010394;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18010399;11.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
18010405;8;AC ;2;2018;MIPC;2019;TLMP1104;S1
18010410;8.4;AC ;2;2019;MIPC;2019;TLMP1104;S1
18010532;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
18010533;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
18010534;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
18010535;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18010538;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
18010785;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
18011486;7.2;NV ;2;2019;MIPC;2019;TLMP1104;S1
18011541;5.1;NV ;2;2019;MIPC;2019;TLMP1104;S1
18011544;10.5;V  ;1;2019;MIPC;2019;TLMP1104;S1
18011547;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
18011563;8.8;NV ;2;2019;MIPC;2019;TLMP1104;S1
18011653;10;V  ;2;2018;MIPC;2019;TLMP1104;S1
18012398;10.1;V  ;1;2018;MIPC;2019;TLMP1104;S1
18012462;5.6;NV ;2;2019;MIPC;2019;TLMP1104;S1
19000669;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
19000838;14.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19000845;6.3;NV ;2;2019;MIPC;2019;TLMP1104;S1
19000862;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19000871;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19000876;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19000883;12.6;V  ;1;2019;MIPC;2019;TLMP1104;S1
19000893;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19001029;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001036;7.8;AC ;2;2019;MIPC;2019;TLMP1104;S1
19001045;13.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001085;12.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001092;2.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001110;7.6;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001121;11.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001137;14;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001146;7.5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001151;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001153;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19001155;8.4;AC ;2;2019;MIPC;2019;TLMP1104;S1
19001163;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001166;6.7;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001167;7.5;AC ;2;2019;MIPC;2019;TLMP1104;S1
19001171;3.1;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001173;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001175;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001177;6;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001181;13.9;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001183;10.9;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001193;6;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001199;10.4;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001210;10.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001206;4;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001207;13.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001211;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001214;8.2;AC ;2;2019;MIPC;2019;TLMP1104;S1
19001218;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
19001229;5.6;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001258;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001270;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19001276;1.6;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001278;0.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001287;1.1;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001329;5.5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19001345;2.1;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001348;15.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001353;11.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001357;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19001365;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001377;10.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001378;3.8;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001381;12.3;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001383;2.8;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001399;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001402;10.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001409;3;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001413;12.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001435;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001439;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19001495;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001527;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001529;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19001543;8.7;AC ;2;2019;MIPC;2019;TLMP1104;S1
19001548;3.4;NRA;1;2019;MIPC;2019;TLMP1104;S1
19001572;4;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002003;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002022;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19002030;0.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002046;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002059;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
19002068;2.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002165;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002171;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
19002228;4.2;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002231;8.9;AC ;2;2019;MIPC;2019;TLMP1104;S1
19002234;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002241;6.5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19002248;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002254;3.8;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002259;10.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19002263;0.8;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002290;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002294;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19002298;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
19002304;4.1;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002308;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
19002323;1.9;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002371;7.6;AC ;2;2019;MIPC;2019;TLMP1104;S1
19002373;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002391;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19002393;3.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002396;3;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002598;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
19002603;5.1;NV ;2;2019;MIPC;2019;TLMP1104;S1
19002606;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002609;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
19002639;7.3;AC ;2;2019;MIPC;2019;TLMP1104;S1
19002653;3.6;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002731;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002742;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19002766;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002781;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
19002799;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19002813;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19003026;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
19003228;11.4;V  ;1;2019;MIPC;2019;TLMP1104;S1
19003237;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
19003242;4.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
19003265;6.2;NV ;2;2019;MIPC;2019;TLMP1104;S1
19003465;7.7;NV ;2;2019;MIPC;2019;TLMP1104;S1
19003687;3.4;NRA;1;2019;MIPC;2019;TLMP1104;S1
19003694;10;V  ;1;2019;MIPC;2019;TLMP1104;S1
19003729;11.9;V  ;1;2019;MIPC;2019;TLMP1104;S1
19003909;12.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19003918;3.6;NRA;1;2019;MIPC;2019;TLMP1104;S1
19003951;2.8;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004031;4.5;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004045;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19004055;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19004075;8.1;AC ;2;2019;MIPC;2019;TLMP1104;S1
19004077;7.9;NV ;2;2019;MIPC;2019;TLMP1104;S1
19004078;2;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004083;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004102;5;NV ;2;2019;MIPC;2019;TLMP1104;S1
19004112;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19004118;12.9;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004128;10.9;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004137;10.9;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004146;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19004164;11.8;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004166;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004171;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19004184;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004194;7.2;AC ;2;2019;MIPC;2019;TLMP1104;S1
19004199;0;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004204;10.3;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004210;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19004214;4;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004228;7.1;NV ;2;2019;MIPC;2019;TLMP1104;S1
19004243;0.3;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004267;11.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004299;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19004302;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004307;10;V  ;2;2019;MIPC;2019;TLMP1104;S1
19004311;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004320;10.2;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004325;10.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004329;11.1;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004339;3.3;NRA;1;2019;MIPC;2019;TLMP1104;S1
19004397;10.3;V  ;1;2019;MIPC;2019;TLMP1104;S1
19004398;7;AC ;2;2019;MIPC;2019;TLMP1104;S1
19004413;10.3;V  ;1;2019;MIPC;2019;TLMP1104;S1
