COD_ETU;Note : TLMI1104;Résultat : TLMI1104;Session : TLMI1104;Année : TLMI1104;Filière;Année;Module;Semestre
19009183;3.4;NRA;1;2019;MIP;2019;TLMI1504;S1
19009211;3.1;NRA;1;2019;MIP;2019;TLMI1504;S1
19009291;6.8;NV ;2;2019;MIP;2019;TLMI1504;S1
19009335;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19009378;3.6;NRA;1;2019;MIP;2019;TLMI1504;S1
19009385;6;NV ;2;2019;MIP;2019;TLMI1504;S1
19009386;8;NV ;2;2019;MIP;2019;TLMI1504;S1
19009395;16.7;V  ;1;2019;MIP;2019;TLMI1504;S1
19009399;10.3;V  ;1;2019;MIP;2019;TLMI1504;S1
19009400;12.5;V  ;1;2019;MIP;2019;TLMI1504;S1
19009452;12.8;V  ;1;2019;MIP;2019;TLMI1504;S1
19009570;2.4;NRA;1;2019;MIP;2019;TLMI1504;S1
19009584;7;NV ;2;2019;MIP;2019;TLMI1504;S1
19009592;0;NRA;1;2019;MIP;2019;TLMI1504;S1
19009598;4;NRA;1;2019;MIP;2019;TLMI1504;S1
19009629;10.1;V  ;1;2019;MIP;2019;TLMI1504;S1
19009633;14.2;V  ;1;2019;MIP;2019;TLMI1504;S1
19009647;10.9;V  ;1;2019;MIP;2019;TLMI1504;S1
19009734;8.4;NV ;2;2019;MIP;2019;TLMI1504;S1
19009735;11.1;V  ;1;2019;MIP;2019;TLMI1504;S1
19009737;0;NRA;1;2019;MIP;2019;TLMI1504;S1
19009738;4.8;NRA;1;2019;MIP;2019;TLMI1504;S1
19009741;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19009789;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19009852;11.3;V  ;1;2019;MIP;2019;TLMI1504;S1
19009911;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19009930;13.1;V  ;1;2019;MIP;2019;TLMI1504;S1
19009964;13.2;V  ;1;2019;MIP;2019;TLMI1504;S1
19009972;8.7;NV ;2;2019;MIP;2019;TLMI1504;S1
19010172;4.2;NRA;1;2019;MIP;2019;TLMI1504;S1
19010238;14.3;V  ;1;2019;MIP;2019;TLMI1504;S1
19010282;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010283;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010289;3.3;NRA;1;2019;MIP;2019;TLMI1504;S1
19010294;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010296;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010297;7.5;NV ;2;2019;MIP;2019;TLMI1504;S1
19010509;6.8;NV ;2;2019;MIP;2019;TLMI1504;S1
19010543;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010606;10.1;V  ;1;2019;MIP;2019;TLMI1504;S1
19010607;7;AC ;2;2019;MIP;2019;TLMI1504;S1
19010676;11.3;V  ;1;2019;MIP;2019;TLMI1504;S1
19010781;4.2;NRA;1;2019;MIP;2019;TLMI1504;S1
19010784;13.2;V  ;1;2019;MIP;2019;TLMI1504;S1
19010791;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010798;5.5;NV ;2;2019;MIP;2019;TLMI1504;S1
19010801;2.2;NRA;1;2019;MIP;2019;TLMI1504;S1
19010802;0;NRA;1;2019;MIP;2019;TLMI1504;S1
19010803;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010805;8.8;NV ;2;2019;MIP;2019;TLMI1504;S1
19010806;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010807;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010812;5.4;NV ;2;2019;MIP;2019;TLMI1504;S1
19010809;13.3;V  ;1;2019;MIP;2019;TLMI1504;S1
19010810;7.7;NV ;2;2019;MIP;2019;TLMI1504;S1
19010811;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010813;10.4;V  ;1;2019;MIP;2019;TLMI1504;S1
19010815;7.4;NV ;2;2019;MIP;2019;TLMI1504;S1
19010817;15.1;V  ;1;2019;MIP;2019;TLMI1504;S1
19010823;10.8;V  ;1;2019;MIP;2019;TLMI1504;S1
19010824;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010825;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010830;6.9;NV ;2;2019;MIP;2019;TLMI1504;S1
19010832;10.9;V  ;1;2019;MIP;2019;TLMI1504;S1
19010833;8.8;NV ;2;2019;MIP;2019;TLMI1504;S1
19010834;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010835;8;NV ;2;2019;MIP;2019;TLMI1504;S1
19010836;8;NV ;2;2019;MIP;2019;TLMI1504;S1
19010837;5.7;NV ;2;2019;MIP;2019;TLMI1504;S1
19010838;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010909;8.9;NV ;2;2019;MIP;2019;TLMI1504;S1
19010916;8.4;NV ;2;2019;MIP;2019;TLMI1504;S1
19010920;6.2;NV ;2;2019;MIP;2019;TLMI1504;S1
19010936;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010940;5.8;NV ;2;2019;MIP;2019;TLMI1504;S1
19010944;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010945;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010946;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010947;6.5;NV ;2;2019;MIP;2019;TLMI1504;S1
19010948;12.7;V  ;1;2019;MIP;2019;TLMI1504;S1
19010949;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010956;8.5;NV ;2;2019;MIP;2019;TLMI1504;S1
19010963;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010969;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19010970;11.5;V  ;1;2019;MIP;2019;TLMI1504;S1
19010971;10.4;V  ;1;2019;MIP;2019;TLMI1504;S1
19010973;8.1;NV ;2;2019;MIP;2019;TLMI1504;S1
19010974;4.6;NRA;1;2019;MIP;2019;TLMI1504;S1
19010975;12.2;V  ;1;2019;MIP;2019;TLMI1504;S1
19010977;10.7;V  ;1;2019;MIP;2019;TLMI1504;S1
19011089;7;NV ;2;2019;MIP;2019;TLMI1504;S1
19011106;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19011163;12.6;V  ;1;2019;MIP;2019;TLMI1504;S1
19011194;15;V  ;1;2019;MIP;2019;TLMI1504;S1
19011220;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19011234;11.3;V  ;1;2019;MIP;2019;TLMI1504;S1
19011236;8;NV ;2;2019;MIP;2019;TLMI1504;S1
19011279;8;NV ;2;2019;MIP;2019;TLMI1504;S1
19011480;6.4;NV ;2;2019;MIP;2019;TLMI1504;S1
19011788;5.5;NV ;2;2019;MIP;2019;TLMI1504;S1
19011807;6.5;NV ;2;2019;MIP;2019;TLMI1504;S1
19011809;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19011810;13.3;V  ;1;2019;MIP;2019;TLMI1504;S1
19011926;4.2;NRA;1;2019;MIP;2019;TLMI1504;S1
19012036;10.1;V  ;1;2019;MIP;2019;TLMI1504;S1
19012140;2.2;NRA;1;2019;MIP;2019;TLMI1504;S1
19012278;3.9;NRA;1;2019;MIP;2019;TLMI1504;S1
19012279;2;NRA;1;2019;MIP;2019;TLMI1504;S1
19012486;10;V  ;2;2019;MIP;2019;TLMI1504;S1
19012582;7.5;NV ;2;2019;MIP;2019;TLMI1504;S1
16000603;10979;V  ;1;2019;MIP;2020;TLMI2004;S2
16000636;10238;V  ;2;2019;MIP;2020;TLMI2004;S2
16000970;10621;V  ;2;2019;MIP;2020;TLMI2004;S2
16001090;10408;V  ;2;2019;MIP;2020;TLMI2004;S2
16001233;12329;V  ;1;2019;MIP;2020;TLMI2004;S2
16001288;10554;V  ;1;2019;MIP;2020;TLMI2004;S2
16001328;11058;V  ;2;2019;MIP;2020;TLMI2004;S2
16001358;10417;V  ;1;2019;MIP;2020;TLMI2004;S2
16001447;10;V  ;2;2019;MIP;2020;TLMI2004;S2
16001529;10943;V  ;1;2019;MIP;2020;TLMI2004;S2
16001899;10575;V  ;2;2019;MIP;2020;TLMI2004;S2
16001999;10;NV ;2;2019;MIP;2020;TLMI2004;S2
16002056;7333;NV ;2;2019;MIP;2020;TLMI2004;S2
16003729;11192;V  ;1;2019;MIP;2020;TLMI2004;S2
16004163;11417;V  ;1;2019;MIP;2020;TLMI2004;S2
16005397;11963;V  ;2;2019;MIP;2020;TLMI2004;S2
16005554;11733;V  ;2;2019;MIP;2020;TLMI2004;S2
17000924;11.9;V  ;1;2019;MIP;2020;TLMI2004;S2
17002059;12512;V  ;2;2019;MIP;2020;TLMI2004;S2
17002457;11221;V  ;1;2019;MIP;2020;TLMI2004;S2
17004263;11508;V  ;1;2019;MIP;2020;TLMI2004;S2
17004774;10.8;V  ;1;2019;MIP;2020;TLMI2004;S2
17005128;12483;V  ;1;2018;MIP;2020;TLMI2004;S2
17005358;10733;V  ;1;2019;MIP;2020;TLMI2004;S2
17005726;6875;NV ;2;2019;MIP;2020;TLMI2004;S2
17005751;10.4;V  ;1;2019;MIP;2020;TLMI2004;S2
17005992;11233;V  ;1;2019;MIP;2020;TLMI2004;S2
17006009;10267;V  ;2;2019;MIP;2020;TLMI2004;S2
17006032;11933;V  ;1;2019;MIP;2020;TLMI2004;S2
17006189;11417;V  ;1;2019;MIP;2020;TLMI2004;S2
17006196;7583;NV ;2;2019;MIP;2020;TLMI2004;S2
17006197;3375;NV ;2;2019;MIP;2020;TLMI2004;S2
17006200;8559;NV ;2;2019;MIP;2020;TLMI2004;S2
17006271;12758;V  ;2;2019;MIP;2020;TLMI2004;S2
17006283;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
17006307;11167;V  ;1;2019;MIP;2020;TLMI2004;S2
17006316;13.3;V  ;2;2019;MIP;2020;TLMI2004;S2
17006327;10.8;V  ;2;2019;MIP;2020;TLMI2004;S2
17006345;11917;V  ;2;2019;MIP;2020;TLMI2004;S2
17006351;12.1;V  ;1;2019;MIP;2020;TLMI2004;S2
17006394;10;V  ;2;2019;MIP;2020;TLMI2004;S2
17006397;10.8;V  ;2;2019;MIP;2020;TLMI2004;S2
17006399;11.5;V  ;1;2019;MIP;2020;TLMI2004;S2
17006401;11333;V  ;1;2019;MIP;2020;TLMI2004;S2
17006419;11.3;V  ;1;2019;MIP;2020;TLMI2004;S2
17006427;10763;V  ;1;2019;MIP;2020;TLMI2004;S2
17006503;10783;V  ;1;2019;MIP;2020;TLMI2004;S2
17006514;10033;V  ;2;2019;MIP;2020;TLMI2004;S2
17006632;9833;NV ;2;2019;MIP;2020;TLMI2004;S2
17006758;5;NV ;2;2019;MIP;2020;TLMI2004;S2
17007398;3333;NV ;2;2019;MIP;2020;TLMI2004;S2
17010720;11017;V  ;2;2019;MIP;2020;TLMI2004;S2
18000739;0;NV ;2;2019;MIP;2020;TLMI2004;S2
18002014;12188;V  ;1;2019;MIP;2020;TLMI2004;S2
18003211;10883;V  ;2;2019;MIP;2020;TLMI2004;S2
18003719;13729;V  ;1;2019;MIP;2020;TLMI2004;S2
18003890;11883;V  ;2;2019;MIP;2020;TLMI2004;S2
18003909;10996;V  ;2;2019;MIP;2020;TLMI2004;S2
18003921;10583;V  ;2;2019;MIP;2020;TLMI2004;S2
18003956;12;V  ;2;2019;MIP;2020;TLMI2004;S2
18004287;0;NV ;2;2019;MIP;2020;TLMI2004;S2
18004291;13.4;V  ;2;2019;MIP;2020;TLMI2004;S2
18004337;2417;NV ;2;2019;MIP;2020;TLMI2004;S2
18004367;10267;V  ;2;2019;MIP;2020;TLMI2004;S2
18004376;3583;NV ;2;2019;MIP;2020;TLMI2004;S2
18004424;1917;NV ;2;2019;MIP;2020;TLMI2004;S2
18004433;0;NV ;2;2019;MIP;2020;TLMI2004;S2
18004480;10367;V  ;2;2019;MIP;2020;TLMI2004;S2
18004557;13583;V  ;1;2019;MIP;2020;TLMI2004;S2
18004807;10667;V  ;2;2019;MIP;2020;TLMI2004;S2
18004840;5.7;NV ;2;2019;MIP;2020;TLMI2004;S2
18004860;10858;V  ;2;2019;MIP;2020;TLMI2004;S2
18004917;10;V  ;2;2019;MIP;2020;TLMI2004;S2
18004952;11833;V  ;2;2019;MIP;2020;TLMI2004;S2
18005004;10.9;V  ;2;2019;MIP;2020;TLMI2004;S2
18005047;10251;V  ;2;2019;MIP;2020;TLMI2004;S2
18005070;10317;V  ;2;2019;MIP;2020;TLMI2004;S2
18005077;12933;V  ;2;2019;MIP;2020;TLMI2004;S2
18005324;12617;V  ;2;2019;MIP;2020;TLMI2004;S2
18005354;7.5;NV ;2;2019;MIP;2020;TLMI2004;S2
18005370;10833;V  ;2;2019;MIP;2020;TLMI2004;S2
18005401;8.5;NV ;2;2019;MIP;2020;TLMI2004;S2
18005409;8192;NV ;2;2019;MIP;2020;TLMI2004;S2
18005417;10.8;V  ;2;2019;MIP;2020;TLMI2004;S2
18005421;10167;V  ;2;2019;MIP;2020;TLMI2004;S2
18005430;10867;V  ;2;2019;MIP;2020;TLMI2004;S2
18005475;12217;V  ;1;2019;MIP;2020;TLMI2004;S2
18005479;2.2;NV ;2;2019;MIP;2020;TLMI2004;S2
18005544;13533;V  ;2;2019;MIP;2020;TLMI2004;S2
18005750;12733;V  ;2;2019;MIP;2020;TLMI2004;S2
18005756;11283;V  ;2;2019;MIP;2020;TLMI2004;S2
18005764;11833;V  ;2;2019;MIP;2020;TLMI2004;S2
18005940;10667;V  ;2;2019;MIP;2020;TLMI2004;S2
18005960;11088;V  ;2;2019;MIP;2020;TLMI2004;S2
18006040;11501;V  ;1;2019;MIP;2020;TLMI2004;S2
18006045;1667;NV ;2;2019;MIP;2020;TLMI2004;S2
18006059;12.2;V  ;1;2019;MIP;2020;TLMI2004;S2
18006092;10213;V  ;2;2019;MIP;2020;TLMI2004;S2
18006100;11633;V  ;2;2019;MIP;2020;TLMI2004;S2
18006129;12208;V  ;2;2019;MIP;2020;TLMI2004;S2
18006139;12117;V  ;1;2019;MIP;2020;TLMI2004;S2
18006176;11917;V  ;1;2019;MIP;2020;TLMI2004;S2
18006180;12.2;V  ;1;2019;MIP;2020;TLMI2004;S2
18006183;12229;V  ;1;2019;MIP;2020;TLMI2004;S2
18006184;13267;V  ;1;2019;MIP;2020;TLMI2004;S2
18006186;10417;V  ;2;2019;MIP;2020;TLMI2004;S2
18006193;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
18006197;10517;V  ;2;2019;MIP;2020;TLMI2004;S2
18006205;11417;V  ;2;2019;MIP;2020;TLMI2004;S2
18006208;10.7;NV ;2;2019;MIP;2020;TLMI2004;S2
18006210;2.5;NV ;2;2019;MIP;2020;TLMI2004;S2
18006211;12917;V  ;1;2019;MIP;2020;TLMI2004;S2
18006212;7417;NV ;2;2019;MIP;2020;TLMI2004;S2
18006213;11167;V  ;1;2019;MIP;2020;TLMI2004;S2
18006215;11592;V  ;1;2019;MIP;2020;TLMI2004;S2
18006217;9267;NV ;2;2019;MIP;2020;TLMI2004;S2
18006219;11092;V  ;2;2019;MIP;2020;TLMI2004;S2
18006220;11583;V  ;2;2019;MIP;2020;TLMI2004;S2
18006221;11742;V  ;2;2019;MIP;2020;TLMI2004;S2
18006223;10842;V  ;2;2019;MIP;2020;TLMI2004;S2
18006911;11433;V  ;2;2019;MIP;2020;TLMI2004;S2
18007022;12833;V  ;1;2019;MIP;2020;TLMI2004;S2
18007194;11.8;V  ;2;2019;MIP;2020;TLMI2004;S2
18007298;13583;V  ;2;2019;MIP;2020;TLMI2004;S2
18007401;12617;V  ;1;2019;MIP;2020;TLMI2004;S2
18007617;14.3;V  ;1;2019;MIP;2020;TLMI2004;S2
18007643;11.8;V  ;2;2019;MIP;2020;TLMI2004;S2
18007960;12167;V  ;1;2019;MIP;2020;TLMI2004;S2
18008043;6667;NV ;2;2019;MIP;2020;TLMI2004;S2
18008962;11817;V  ;2;2019;MIP;2020;TLMI2004;S2
18008966;10.8;V  ;2;2019;MIP;2020;TLMI2004;S2
18009004;10692;V  ;2;2019;MIP;2020;TLMI2004;S2
18009008;10475;V  ;2;2019;MIP;2020;TLMI2004;S2
18009010;10.8;V  ;2;2019;MIP;2020;TLMI2004;S2
18009015;8733;NV ;2;2019;MIP;2020;TLMI2004;S2
18009016;2.2;NV ;2;2019;MIP;2020;TLMI2004;S2
18009019;10017;V  ;2;2019;MIP;2020;TLMI2004;S2
18009020;8333;NV ;2;2019;MIP;2020;TLMI2004;S2
18009029;10.3;V  ;2;2019;MIP;2020;TLMI2004;S2
18009031;10.4;V  ;2;2019;MIP;2020;TLMI2004;S2
18009033;10233;NV ;2;2019;MIP;2020;TLMI2004;S2
18009093;12.1;V  ;1;2019;MIP;2020;TLMI2004;S2
18009154;9.8;NV ;2;2019;MIP;2020;TLMI2004;S2
18009159;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
18009169;4167;NV ;2;2019;MIP;2020;TLMI2004;S2
18009212;10717;V  ;2;2019;MIP;2020;TLMI2004;S2
18009732;10958;V  ;1;2019;MIP;2020;TLMI2004;S2
18009804;12.4;V  ;1;2019;MIP;2020;TLMI2004;S2
18010307;12817;V  ;2;2019;MIP;2020;TLMI2004;S2
18010364;12.1;V  ;1;2019;MIP;2020;TLMI2004;S2
18010372;11.1;V  ;1;2019;MIP;2020;TLMI2004;S2
18010519;0;NV ;2;2019;MIP;2020;TLMI2004;S2
18010520;13467;V  ;2;2019;MIP;2020;TLMI2004;S2
18010525;0;NV ;2;2019;MIP;2020;TLMI2004;S2
18010547;7277;NV ;2;2019;MIP;2020;TLMI2004;S2
18010592;10675;V  ;2;2019;MIP;2020;TLMI2004;S2
18010733;12175;V  ;2;2019;MIP;2020;TLMI2004;S2
18010738;11346;V  ;2;2019;MIP;2020;TLMI2004;S2
18010741;0.2;NV ;2;2019;MIP;2020;TLMI2004;S2
18010750;11333;V  ;2;2019;MIP;2020;TLMI2004;S2
18010752;11;V  ;2;2019;MIP;2020;TLMI2004;S2
18010755;10042;V  ;2;2018;MIP;2020;TLMI2004;S2
18010758;0;NV ;2;2019;MIP;2020;TLMI2004;S2
18010761;11167;V  ;1;2019;MIP;2020;TLMI2004;S2
18010765;11083;V  ;2;2019;MIP;2020;TLMI2004;S2
18010770;12767;V  ;2;2019;MIP;2020;TLMI2004;S2
18010771;11717;V  ;2;2019;MIP;2020;TLMI2004;S2
18010778;8167;NV ;2;2019;MIP;2020;TLMI2004;S2
18010779;12.2;V  ;2;2019;MIP;2020;TLMI2004;S2
18010780;11333;V  ;1;2019;MIP;2020;TLMI2004;S2
18010783;11383;V  ;2;2019;MIP;2020;TLMI2004;S2
18010788;10.8;V  ;2;2019;MIP;2020;TLMI2004;S2
18010805;11.2;V  ;1;2019;MIP;2020;TLMI2004;S2
18010888;9283;NV ;2;2019;MIP;2020;TLMI2004;S2
18010894;10608;V  ;2;2019;MIP;2020;TLMI2004;S2
18011058;10.5;V  ;2;2019;MIP;2020;TLMI2004;S2
18011062;11833;V  ;2;2019;MIP;2020;TLMI2004;S2
18011070;11017;V  ;2;2019;MIP;2020;TLMI2004;S2
18011072;12267;V  ;1;2019;MIP;2020;TLMI2004;S2
18011546;10083;V  ;2;2019;MIP;2020;TLMI2004;S2
18011548;13367;V  ;1;2019;MIP;2020;TLMI2004;S2
18011549;13083;V  ;1;2019;MIP;2020;TLMI2004;S2
18011567;12183;V  ;2;2019;MIP;2020;TLMI2004;S2
18011568;10833;V  ;2;2019;MIP;2020;TLMI2004;S2
18011569;10467;V  ;2;2019;MIP;2020;TLMI2004;S2
18011572;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
18012757;11167;V  ;1;2019;MIP;2020;TLMI2004;S2
19000840;5417;NV ;2;2019;MIP;2020;TLMI2004;S2
19000843;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19000869;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19000875;12883;V  ;2;2019;MIP;2020;TLMI2004;S2
19000882;12.7;V  ;1;2019;MIP;2020;TLMI2004;S2
19000991;8.8;NV ;2;2019;MIP;2020;TLMI2004;S2
19001054;2633;NV ;2;2019;MIP;2020;TLMI2004;S2
19001129;10767;V  ;2;2019;MIP;2020;TLMI2004;S2
19001204;3.2;NV ;2;2019;MIP;2020;TLMI2004;S2
19001254;12.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19001272;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19001305;13.2;V  ;1;2019;MIP;2020;TLMI2004;S2
19001307;10.8;V  ;1;2019;MIP;2020;TLMI2004;S2
19001375;14083;V  ;1;2019;MIP;2020;TLMI2004;S2
19001385;12167;V  ;2;2019;MIP;2020;TLMI2004;S2
19001487;0.2;NV ;2;2019;MIP;2020;TLMI2004;S2
19001721;12183;V  ;2;2019;MIP;2020;TLMI2004;S2
19002131;12517;V  ;1;2019;MIP;2020;TLMI2004;S2
19002133;14.1;V  ;2;2019;MIP;2020;TLMI2004;S2
19002293;13.8;V  ;1;2019;MIP;2020;TLMI2004;S2
19002542;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19002619;12.6;V  ;2;2019;MIP;2020;TLMI2004;S2
19002746;3.2;NV ;2;2019;MIP;2020;TLMI2004;S2
19002758;3458;NV ;2;2019;MIP;2020;TLMI2004;S2
19002804;11733;V  ;2;2019;MIP;2020;TLMI2004;S2
19002811;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19003213;11583;V  ;2;2019;MIP;2020;TLMI2004;S2
19003332;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19003344;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19003667;12483;V  ;2;2019;MIP;2020;TLMI2004;S2
19003675;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004051;12.1;V  ;2;2019;MIP;2020;TLMI2004;S2
19004062;11.8;V  ;2;2019;MIP;2020;TLMI2004;S2
19004101;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19004113;10833;NV ;2;2019;MIP;2020;TLMI2004;S2
19004130;11583;V  ;2;2019;MIP;2020;TLMI2004;S2
19004155;9767;NV ;2;2019;MIP;2020;TLMI2004;S2
19004248;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004265;11917;V  ;2;2019;MIP;2020;TLMI2004;S2
19004297;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004300;10783;NV ;2;2019;MIP;2020;TLMI2004;S2
19004313;12892;V  ;1;2019;MIP;2020;TLMI2004;S2
19004362;12167;V  ;2;2019;MIP;2020;TLMI2004;S2
19004365;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004390;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004416;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004428;10.7;NV ;2;2019;MIP;2020;TLMI2004;S2
19004473;12.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19004479;10825;V  ;2;2019;MIP;2020;TLMI2004;S2
19004483;10883;V  ;2;2019;MIP;2020;TLMI2004;S2
19004488;8917;NV ;2;2019;MIP;2020;TLMI2004;S2
19004494;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19004507;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004511;11.8;V  ;2;2019;MIP;2020;TLMI2004;S2
19004512;10267;V  ;2;2019;MIP;2020;TLMI2004;S2
19004513;11333;V  ;2;2019;MIP;2020;TLMI2004;S2
19004514;11117;NV ;2;2019;MIP;2020;TLMI2004;S2
19004527;12283;V  ;2;2019;MIP;2020;TLMI2004;S2
19004528;12583;V  ;2;2019;MIP;2020;TLMI2004;S2
19004532;0.2;NV ;2;2019;MIP;2020;TLMI2004;S2
19004533;12017;V  ;2;2019;MIP;2020;TLMI2004;S2
19004534;10042;V  ;2;2019;MIP;2020;TLMI2004;S2
19004543;11083;V  ;2;2019;MIP;2020;TLMI2004;S2
19004544;11792;V  ;2;2019;MIP;2020;TLMI2004;S2
19004545;11533;V  ;1;2019;MIP;2020;TLMI2004;S2
19004546;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004547;3167;NV ;2;2019;MIP;2020;TLMI2004;S2
19004730;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004741;11817;V  ;2;2019;MIP;2020;TLMI2004;S2
19004748;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004752;13.9;V  ;1;2019;MIP;2020;TLMI2004;S2
19004758;13.1;V  ;2;2019;MIP;2020;TLMI2004;S2
19004765;11.9;V  ;2;2019;MIP;2020;TLMI2004;S2
19004803;13.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19004838;3017;NV ;2;2019;MIP;2020;TLMI2004;S2
19004850;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19004851;12408;V  ;2;2019;MIP;2020;TLMI2004;S2
19004877;12.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19004900;1;NV ;2;2019;MIP;2020;TLMI2004;S2
19004908;12033;V  ;2;2019;MIP;2020;TLMI2004;S2
19004926;12783;V  ;2;2019;MIP;2020;TLMI2004;S2
19004935;9483;NV ;2;2019;MIP;2020;TLMI2004;S2
19004946;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19005018;6083;NV ;2;2019;MIP;2020;TLMI2004;S2
19005025;12458;V  ;2;2019;MIP;2020;TLMI2004;S2
19005032;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19005039;11.5;V  ;2;2019;MIP;2020;TLMI2004;S2
19005052;10667;V  ;2;2019;MIP;2020;TLMI2004;S2
19005059;12917;V  ;1;2019;MIP;2020;TLMI2004;S2
19005062;12158;V  ;2;2019;MIP;2020;TLMI2004;S2
19005102;11933;V  ;2;2019;MIP;2020;TLMI2004;S2
19005152;6.2;NV ;2;2019;MIP;2020;TLMI2004;S2
19005287;11542;V  ;2;2019;MIP;2020;TLMI2004;S2
19005317;0.2;NV ;2;2019;MIP;2020;TLMI2004;S2
19005372;14183;V  ;1;2019;MIP;2020;TLMI2004;S2
19005509;10.1;V  ;2;2019;MIP;2020;TLMI2004;S2
19005514;12.9;V  ;2;2019;MIP;2020;TLMI2004;S2
19006058;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19006207;11.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19006776;10667;V  ;2;2019;MIP;2020;TLMI2004;S2
19007176;13.2;V  ;1;2019;MIP;2020;TLMI2004;S2
19007409;12717;V  ;2;2019;MIP;2020;TLMI2004;S2
19007568;6433;NV ;2;2019;MIP;2020;TLMI2004;S2
19007988;11417;V  ;2;2019;MIP;2020;TLMI2004;S2
19007990;11417;V  ;2;2019;MIP;2020;TLMI2004;S2
19008174;12567;V  ;2;2019;MIP;2020;TLMI2004;S2
19008330;12383;V  ;2;2019;MIP;2020;TLMI2004;S2
19008483;10083;V  ;2;2019;MIP;2020;TLMI2004;S2
19008752;15217;V  ;1;2019;MIP;2020;TLMI2004;S2
19008870;9417;NV ;2;2019;MIP;2020;TLMI2004;S2
19008962;0;NV ;2;2019;MIP;2020;TLMI2004;S2
19008964;11767;V  ;1;2019;MIP;2020;TLMI2004;S2
19009100;12667;V  ;2;2019;MIP;2020;TLMI2004;S2
19009105;12317;V  ;2;2019;MIP;2020;TLMI2004;S2
19009153;12.1;V  ;1;2019;MIP;2020;TLMI2004;S2
19009155;14967;V  ;1;2019;MIP;2020;TLMI2004;S2
19009160;12.9;V  ;1;2019;MIP;2020;TLMI2004;S2
19009167;10563;V  ;2;2019;MIP;2020;TLMI2004;S2
19009169;12033;V  ;2;2019;MIP;2020;TLMI2004;S2
19009183;1.8;NV ;2;2019;MIP;2020;TLMI2004;S2
19009211;9.7;NV ;2;2019;MIP;2020;TLMI2004;S2
19009291;12.2;V  ;2;2019;MIP;2020;TLMI2004;S2
19009335;13.4;V  ;2;2019;MIP;2020;TLMI2004;S2
