""
"14000545;13.5;;1;;GEGM;2020;TLGE2104;S2"
"15000649;7.8;;2;;GEGM;2020;TLGE2104;S2"
"15000874;9.5;;2;;GEGM;2020;TLGE2104;S2"
"15001069;10;;2;;GEGM;2020;TLGE2104;S2"
"15001074;10.3;;1;;GEGM;2020;TLGE2104;S2"
"15001763;10;;2;;GEGM;2020;TLGE2104;S2"
"15001773;10;;2;;GEGM;2020;TLGE2104;S2"
"15001977;10;;2;;GEGM;2020;TLGE2104;S2"
"15004538;10;;2;;GEGM;2020;TLGE2104;S2"
"15004622;10;;2;;GEGM;2020;TLGE2104;S2"
"15005607;10;;1;;GEGM;2020;TLGE2104;S2"
"15005614;10;;2;;GEGM;2020;TLGE2104;S2"
"15005797;10;;2;;GEGM;2020;TLGE2104;S2"
"16000611;10;;2;;GEGM;2020;TLGE2104;S2"
"16000658;13.5;;1;;GEGM;2020;TLGE2104;S2"
"16000701;10;;2;;GEGM;2020;TLGE2104;S2"
"16000747;0;;2;;GEGM;2020;TLGE2104;S2"
"16000792;0;;2;;GEGM;2020;TLGE2104;S2"
"16001237;9.5;;2;;GEGM;2020;TLGE2104;S2"
"16001403;10;;2;;GEGM;2020;TLGE2104;S2"
"16001542;0;;2;;GEGM;2020;TLGE2104;S2"
"16001637;10;;2;;GEGM;2020;TLGE2104;S2"
"16001787;10;;2;;GEGM;2020;TLGE2104;S2"
"16001814;13.5;;1;;GEGM;2020;TLGE2104;S2"
"16001824;0;;2;;GEGM;2020;TLGE2104;S2"
"16001835;10;;2;;GEGM;2020;TLGE2104;S2"
"16001861;10;;2;;GEGM;2020;TLGE2104;S2"
"16001867;10;;2;;GEGM;2020;TLGE2104;S2"
"16001876;12.5;;1;;GEGM;2020;TLGE2104;S2"
"16001885;12.8;;1;;GEGM;2020;TLGE2104;S2"
"16005460;0;;2;;GEGM;2020;TLGE2104;S2"
"16005470;10;;2;;GEGM;2020;TLGE2104;S2"
"16005549;10;;2;;GEGM;2020;TLGE2104;S2"
"16005932;0;;2;;GEGM;2020;TLGE2104;S2"
"16006053;0;;2;;GEGM;2020;TLGE2104;S2"
"17004818;10;;2;;GEGM;2020;TLGE2104;S2"
"17004828;10;;2;;GEGM;2020;TLGE2104;S2"
"17005056;0;;2;;GEGM;2020;TLGE2104;S2"
"17005059;10.5;;1;;GEGM;2020;TLGE2104;S2"
"17005072;11;;1;;GEGM;2020;TLGE2104;S2"
"17005331;12.2;;1;;GEGM;2020;TLGE2104;S2"
"17005340;10;;2;;GEGM;2020;TLGE2104;S2"
"17005415;10;;2;;GEGM;2020;TLGE2104;S2"
"17005420;10;;2;;GEGM;2020;TLGE2104;S2"
"17005526;10;;2;;GEGM;2020;TLGE2104;S2"
"17005537;0;;2;;GEGM;2020;TLGE2104;S2"
"17005567;10;;2;;GEGM;2020;TLGE2104;S2"
"17005727;13;;1;;GEGM;2020;TLGE2104;S2"
"17005741;14;;1;;GEGM;2020;TLGE2104;S2"
"17005788;9.2;;2;;GEGM;2020;TLGE2104;S2"
"17005796;11.5;;1;;GEGM;2020;TLGE2104;S2"
"17005988;12.5;;1;;GEGM;2020;TLGE2104;S2"
"17005991;10;;1;;GEGM;2020;TLGE2104;S2"
"17006004;0;;2;;GEGM;2020;TLGE2104;S2"
"17006070;9;;2;;GEGM;2020;TLGE2104;S2"
"17006073;0;;2;;GEGM;2020;TLGE2104;S2"
"17006076;10;;1;;GEGM;2020;TLGE2104;S2"
"17006144;10.5;;1;;GEGM;2020;TLGE2104;S2"
"17006151;10;;2;;GEGM;2020;TLGE2104;S2"
"17006156;10;;2;;GEGM;2020;TLGE2104;S2"
"17006162;10;;2;;GEGM;2020;TLGE2104;S2"
"17006164;10;;2;;GEGM;2020;TLGE2104;S2"
"17006171;10;;1;;GEGM;2020;TLGE2104;S2"
"17006172;0;;2;;GEGM;2020;TLGE2104;S2"
"17006174;11.5;;1;;GEGM;2020;TLGE2104;S2"
"17006182;0;;2;;GEGM;2020;TLGE2104;S2"
"17006187;13.5;;1;;GEGM;2020;TLGE2104;S2"
"17006259;12.5;;1;;GEGM;2020;TLGE2104;S2"
"17006288;11.5;;1;;GEGM;2020;TLGE2104;S2"
"17006298;10;;2;;GEGM;2020;TLGE2104;S2"
"17006311;10;;2;;GEGM;2020;TLGE2104;S2"
"17006325;11.5;;1;;GEGM;2020;TLGE2104;S2"
"17006747;0;;2;;GEGM;2020;TLGE2104;S2"
"17006759;10;;2;;GEGM;2020;TLGE2104;S2"
"17007134;10;;2;;GEGM;2020;TLGE2104;S2"
"17007141;8.8;;2;;GEGM;2020;TLGE2104;S2"
"17007653;0;;2;;GEGM;2020;TLGE2104;S2"
"17007763;10;;2;;GEGM;2020;TLGE2104;S2"
"17011867;11.9;;1;;GEGM;2020;TLGE2104;S2"
"18001924;0;;2;;GEGM;2020;TLGE2104;S2"
"18001931;14;;1;;GEGM;2020;TLGE2104;S2"
"18001952;10;;2;;GEGM;2020;TLGE2104;S2"
"18002320;10;;2;;GEGM;2020;TLGE2104;S2"
"18002333;10;;2;;GEGM;2020;TLGE2104;S2"
"18002344;10;;2;;GEGM;2020;TLGE2104;S2"
"18002571;8.5;;2;;GEGM;2020;TLGE2104;S2"
"18002573;12.5;;1;;GEGM;2020;TLGE2104;S2"
"18002591;12;;1;;GEGM;2020;TLGE2104;S2"
"18002605;10;;2;;GEGM;2020;TLGE2104;S2"
"18002614;10;;2;;GEGM;2020;TLGE2104;S2"
"18002636;0;;2;;GEGM;2020;TLGE2104;S2"
"18002639;0;;2;;GEGM;2020;TLGE2104;S2"
"18002645;13;;1;;GEGM;2020;TLGE2104;S2"
"18002976;14.5;;1;;GEGM;2020;TLGE2104;S2"
"18003096;0;;2;;GEGM;2020;TLGE2104;S2"
"18003129;10;;2;;GEGM;2020;TLGE2104;S2"
"18003171;10;;2;;GEGM;2020;TLGE2104;S2"
"18003241;6.5;;2;;GEGM;2020;TLGE2104;S2"
"18003285;0;;2;;GEGM;2020;TLGE2104;S2"
"18003322;10.5;;1;;GEGM;2020;TLGE2104;S2"
"18003527;0;;2;;GEGM;2020;TLGE2104;S2"
"18003577;10;;2;;GEGM;2020;TLGE2104;S2"
"18003758;10;;2;;GEGM;2020;TLGE2104;S2"
"18003790;10;;2;;GEGM;2020;TLGE2104;S2"
"18003804;11.5;;1;;GEGM;2020;TLGE2104;S2"
