COD_ETU;Note : TLMP3504;Résultat : TLMP3504;Session : TLMP3504;Année : TLMP3504;Filière;Année;Module;Semestre
18002715;11.6;V  ;1;2019;MIPC;2019;TLMP3204;S3
18002814;;;;;MIPC;2019;TLMP3204;S3
18002883;6;NV ;2;2019;MIPC;2019;TLMP3204;S3
18002890;9;NV ;2;2019;MIPC;2019;TLMP3204;S3
18002899;11.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18002907;;;;;MIPC;2019;TLMP3204;S3
18002929;0.4;NRA;1;2019;MIPC;2019;TLMP3204;S3
18002950;11.8;V  ;1;2019;MIPC;2019;TLMP3204;S3
18002953;10.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18002960;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18002965;;;;;MIPC;2019;TLMP3204;S3
18003037;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18003053;4.7;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003076;0;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003083;;;;;MIPC;2019;TLMP3204;S3
18003100;;;;;MIPC;2019;TLMP3204;S3
18003107;;;;;MIPC;2019;TLMP3204;S3
18003111;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003156;14;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003162;5;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003174;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18003186;8;AC ;2;2019;MIPC;2019;TLMP3204;S3
18003195;14.5;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003216;;;;;MIPC;2019;TLMP3204;S3
18003236;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18003245;11.6;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003275;;;;;MIPC;2019;TLMP3204;S3
18003299;;;;;MIPC;2019;TLMP3204;S3
18003319;;;;;MIPC;2019;TLMP3204;S3
18003339;;;;;MIPC;2019;TLMP3204;S3
18003385;6;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003403;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18003407;;;;;MIPC;2019;TLMP3204;S3
18003414;10.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003421;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003425;;;;;MIPC;2019;TLMP3204;S3
18003439;7.5;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003449;;;;;MIPC;2019;TLMP3204;S3
18003471;3;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003482;;;;;MIPC;2019;TLMP3204;S3
18003487;5;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003493;14;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003503;;;;;MIPC;2019;TLMP3204;S3
18003510;10.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003515;;;;;MIPC;2019;TLMP3204;S3
18003522;2;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003526;12;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003535;2.2;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003538;;;;;MIPC;2019;TLMP3204;S3
18003544;13;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003549;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003556;7.6;AC ;2;2019;MIPC;2019;TLMP3204;S3
18003568;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003571;10.4;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003574;;;;;MIPC;2019;TLMP3204;S3
18003587;12;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003594;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18003599;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003606;9;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003713;;;;;MIPC;2019;TLMP3204;S3
18003734;10.6;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003755;;;;;MIPC;2019;TLMP3204;S3
18003761;7.8;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003767;10.8;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003769;;;;;MIPC;2019;TLMP3204;S3
18003772;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003777;;;;;MIPC;2019;TLMP3204;S3
18003819;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003823;3;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003834;13.4;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003835;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18003837;;;;;MIPC;2019;TLMP3204;S3
18003840;;;;;MIPC;2019;TLMP3204;S3
18003842;;;;;MIPC;2019;TLMP3204;S3
18003845;15;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003861;;;;;MIPC;2019;TLMP3204;S3
18003863;8;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003867;;;;;MIPC;2019;TLMP3204;S3
18003869;7;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003880;;;;;MIPC;2019;TLMP3204;S3
18003883;8;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003889;7;AC ;2;2019;MIPC;2019;TLMP3204;S3
18003891;;;;;MIPC;2019;TLMP3204;S3
18003892;;;;;MIPC;2019;TLMP3204;S3
18003895;7.2;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003898;;;;;MIPC;2019;TLMP3204;S3
18003901;6.4;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003904;7.2;AC ;2;2019;MIPC;2019;TLMP3204;S3
18003910;;;;;MIPC;2019;TLMP3204;S3
18003915;;;;;MIPC;2019;TLMP3204;S3
18003919;;;;;MIPC;2019;TLMP3204;S3
18003922;;;;;MIPC;2019;TLMP3204;S3
18003924;12.6;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003927;9;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003929;12.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003934;;;;;MIPC;2019;TLMP3204;S3
18003941;;;;;MIPC;2019;TLMP3204;S3
18003947;2.4;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003949;7.8;AC ;2;2019;MIPC;2019;TLMP3204;S3
18003953;6;NV ;2;2019;MIPC;2019;TLMP3204;S3
18003954;;;;;MIPC;2019;TLMP3204;S3
18003957;11;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003958;;;;;MIPC;2019;TLMP3204;S3
18003961;;;;;MIPC;2019;TLMP3204;S3
18003967;;;;;MIPC;2019;TLMP3204;S3
18003968;14.5;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003970;3;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003973;11.8;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003977;3.6;NRA;1;2019;MIPC;2019;TLMP3204;S3
18003981;7;AC ;2;2019;MIPC;2019;TLMP3204;S3
18003982;10.8;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003985;;;;;MIPC;2019;TLMP3204;S3
18003986;;;;;MIPC;2019;TLMP3204;S3
18003987;;;;;MIPC;2019;TLMP3204;S3
18003989;11;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003990;;;;;MIPC;2019;TLMP3204;S3
18003992;;;;;MIPC;2019;TLMP3204;S3
18003993;;;;;MIPC;2019;TLMP3204;S3
18003994;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18003997;11.4;V  ;1;2019;MIPC;2019;TLMP3204;S3
18003999;;;;;MIPC;2019;TLMP3204;S3
18004002;6.1;NV ;2;2019;MIPC;2019;TLMP3204;S3
18004003;2.4;NRA;1;2019;MIPC;2019;TLMP3204;S3
18004004;8.8;NV ;2;2019;MIPC;2019;TLMP3204;S3
18004005;11;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004007;;;;;MIPC;2019;TLMP3204;S3
18004009;7;AC ;2;2019;MIPC;2019;TLMP3204;S3
18004010;;;;;MIPC;2019;TLMP3204;S3
18004011;11.6;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004012;12;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004013;;;;;MIPC;2019;TLMP3204;S3
18004014;8;AC ;2;2019;MIPC;2019;TLMP3204;S3
18004015;10.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004016;8;NV ;2;2019;MIPC;2019;TLMP3204;S3
18004017;5.8;NV ;2;2019;MIPC;2019;TLMP3204;S3
18004018;1.2;NRA;1;2019;MIPC;2019;TLMP3204;S3
18004019;12;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004020;;;;;MIPC;2019;TLMP3204;S3
18004021;12.1;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004022;13.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004023;12.9;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004024;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004026;;;;;MIPC;2019;TLMP3204;S3
18004027;;;;;MIPC;2019;TLMP3204;S3
18004028;;;;;MIPC;2019;TLMP3204;S3
18004029;8;NV ;2;2019;MIPC;2019;TLMP3204;S3
18004031;11;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004032;;;;;MIPC;2019;TLMP3204;S3
18004390;10.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004453;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004457;7;NV ;2;2019;MIPC;2019;TLMP3204;S3
18004479;13.7;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004508;11;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004523;;;;;MIPC;2019;TLMP3204;S3
18004540;0;NRA;1;2019;MIPC;2019;TLMP3204;S3
18004554;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18004559;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004591;12;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004595;11.1;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004598;15.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004601;;;;;MIPC;2019;TLMP3204;S3
18004606;1.6;NRA;1;2019;MIPC;2019;TLMP3204;S3
18004608;;;;;MIPC;2019;TLMP3204;S3
18004615;;;;;MIPC;2019;TLMP3204;S3
18004652;;;;;MIPC;2019;TLMP3204;S3
18004667;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18004690;10.8;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004694;;;;;MIPC;2019;TLMP3204;S3
18004705;;;;;MIPC;2019;TLMP3204;S3
18004709;13.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004717;;;;;MIPC;2019;TLMP3204;S3
18004734;7;NV ;2;2019;MIPC;2019;TLMP3204;S3
18004753;;;;;MIPC;2019;TLMP3204;S3
18004765;16.1;V  ;1;2019;MIPC;2019;TLMP3204;S3
18004784;;;;;MIPC;2019;TLMP3204;S3
18004801;12.1;V  ;1;2019;MIPC;2019;TLMP3204;S3
18005069;1.2;NRA;1;2019;MIPC;2019;TLMP3204;S3
18005145;16.4;V  ;1;2019;MIPC;2019;TLMP3204;S3
18005164;10.6;V  ;1;2019;MIPC;2019;TLMP3204;S3
18005352;12;V  ;1;2019;MIPC;2019;TLMP3204;S3
18005452;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18005539;;;;;MIPC;2019;TLMP3204;S3
18005705;;;;;MIPC;2019;TLMP3204;S3
18005906;;;;;MIPC;2019;TLMP3204;S3
18006155;5;NV ;2;2019;MIPC;2019;TLMP3204;S3
18006162;0;NRA;1;2019;MIPC;2019;TLMP3204;S3
18006699;;;;;MIPC;2019;TLMP3204;S3
18006780;;;;;MIPC;2019;TLMP3204;S3
18007873;;;;;MIPC;2019;TLMP3204;S3
18007880;0;NRA;1;2019;MIPC;2019;TLMP3204;S3
18008347;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18008558;;;;;MIPC;2019;TLMP3204;S3
18008626;18.8;V  ;1;2019;MIPC;2019;TLMP3204;S3
18008934;;;;;MIPC;2019;TLMP3204;S3
18008945;10.8;V  ;1;2019;MIPC;2019;TLMP3204;S3
18008953;7.6;NV ;2;2019;MIPC;2019;TLMP3204;S3
18008956;;;;;MIPC;2019;TLMP3204;S3
18008958;;;;;MIPC;2019;TLMP3204;S3
18008960;;;;;MIPC;2019;TLMP3204;S3
18008965;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18008968;;;;;MIPC;2019;TLMP3204;S3
18008971;;;;;MIPC;2019;TLMP3204;S3
18008974;;;;;MIPC;2019;TLMP3204;S3
18008976;10;V  ;1;2019;MIPC;2019;TLMP3204;S3
18008979;5;NV ;2;2019;MIPC;2019;TLMP3204;S3
18008982;;;;;MIPC;2019;TLMP3204;S3
18008998;;;;;MIPC;2019;TLMP3204;S3
18009000;;;;;MIPC;2019;TLMP3204;S3
18009006;;;;;MIPC;2019;TLMP3204;S3
18009021;;;;;MIPC;2019;TLMP3204;S3
18009030;2.2;NRA;1;2019;MIPC;2019;TLMP3204;S3
18009034;;;;;MIPC;2019;TLMP3204;S3
18009041;;;;;MIPC;2019;TLMP3204;S3
18009043;;;;;MIPC;2019;TLMP3204;S3
18009048;;;;;MIPC;2019;TLMP3204;S3
18009080;;;;;MIPC;2019;TLMP3204;S3
18009118;10;V  ;2;2019;MIPC;2019;TLMP3204;S3
18009163;;;;;MIPC;2019;TLMP3204;S3
18009166;10.2;V  ;1;2019;MIPC;2019;TLMP3204;S3
18009170;7.2;AC ;2;2019;MIPC;2019;TLMP3204;S3
18009425;;;;;MIPC;2019;TLMP3204;S3
12012705;10;V  ;2;2014;MIPC;2019;TLMP3104;S3
13011344;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
13015044;10;V  ;2;2015;MIPC;2019;TLMP3104;S3
14000175;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
14000627;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
14004740;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
14005265;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
14006139;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
14006708;2;NRA;1;2019;MIPC;2019;TLMP3104;S3
15000193;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
15000261;10;V  ;2;2017;MIPC;2019;TLMP3104;S3
15000262;10;V  ;2;2017;MIPC;2019;TLMP3104;S3
15000272;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
15000304;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
15000339;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
15000862;10;V  ;2;2017;MIPC;2019;TLMP3104;S3
15001042;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
15001093;7.8;AC ;2;2016;MIPC;2019;TLMP3104;S3
15001403;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
15001753;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
15002395;;;;;MIPC;2019;TLMP3104;S3
15002444;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
15002547;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
15003217;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
15003319;12.1;V  ;1;2018;MIPC;2019;TLMP3104;S3
15004360;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
15005352;10;V  ;2;2017;MIPC;2019;TLMP3104;S3
15005628;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
15005660;12.2;V  ;1;2018;MIPC;2019;TLMP3104;S3
15006164;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
15006442;12;V  ;1;2016;MIPC;2019;TLMP3104;S3
16000070;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16000138;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16000437;13.3;V  ;1;2018;MIPC;2019;TLMP3104;S3
16000468;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
16000511;;;;;MIPC;2019;TLMP3104;S3
16000690;8;AC ;2;2018;MIPC;2019;TLMP3104;S3
16000707;10.4;V  ;1;2018;MIPC;2019;TLMP3104;S3
16000767;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
16000775;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16000800;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
16000863;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
16000869;8;AC ;2;2019;MIPC;2019;TLMP3104;S3
16000880;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16000888;11245;V  ;1;2018;MIPC;2019;TLMP3104;S3
16000909;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16000914;0.5;NRA;1;2019;MIPC;2019;TLMP3104;S3
16000924;8.5;AC ;2;2018;MIPC;2019;TLMP3104;S3
16000937;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
16000956;0.5;NRA;1;2019;MIPC;2019;TLMP3104;S3
16001125;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16001272;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
16001976;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
16002010;8.5;AC ;2;2019;MIPC;2019;TLMP3104;S3
16002017;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
16002030;8.5;AC ;2;2019;MIPC;2019;TLMP3104;S3
16002204;8;AC ;2;2018;MIPC;2019;TLMP3104;S3
16002213;10;V  ;1;2018;MIPC;2019;TLMP3104;S3
16002215;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16002217;10.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
16002643;11.3;V  ;1;2018;MIPC;2019;TLMP3104;S3
16003433;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16004528;;;;;MIPC;2019;TLMP3104;S3
16007410;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
16007485;11245;V  ;1;2018;MIPC;2019;TLMP3104;S3
16008484;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17001640;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17001680;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17002476;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17002808;8.5;AC ;2;2019;MIPC;2019;TLMP3104;S3
17003807;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17004014;10.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17004057;11375;V  ;1;2019;MIPC;2019;TLMP3104;S3
17004805;13.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17004819;12.1;V  ;1;2018;MIPC;2019;TLMP3104;S3
17004835;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17004863;8;NV ;2;2019;MIPC;2019;TLMP3104;S3
17004916;8.5;AC ;2;2019;MIPC;2019;TLMP3104;S3
17004917;12;V  ;1;2019;MIPC;2019;TLMP3104;S3
17004920;13.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17004940;4.5;NRA;1;2019;MIPC;2019;TLMP3104;S3
17004979;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005013;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005077;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005087;11125;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005115;10.2;V  ;1;2018;MIPC;2019;TLMP3104;S3
17005150;11;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005156;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005186;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005198;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005207;;;;;MIPC;2019;TLMP3104;S3
17005240;;;;;MIPC;2019;TLMP3104;S3
17005270;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005328;16.6;V  ;1;2018;MIPC;2019;TLMP3104;S3
17005343;9;AC ;2;2019;MIPC;2019;TLMP3104;S3
17005345;12.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005351;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005366;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005372;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005380;;;;;MIPC;2019;TLMP3104;S3
17005383;9;AC ;2;2019;MIPC;2019;TLMP3104;S3
17005397;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005398;9;AC ;2;2018;MIPC;2019;TLMP3104;S3
17005401;3.5;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005404;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005406;13;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005409;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005413;10.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005437;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005440;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005441;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005442;11125;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005443;8;AC ;2;2019;MIPC;2019;TLMP3104;S3
17005446;10.4;V  ;1;2018;MIPC;2019;TLMP3104;S3
17005447;7;NV ;2;2019;MIPC;2019;TLMP3104;S3
17005452;11.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005456;;;;;MIPC;2019;TLMP3104;S3
17005457;13.8;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005459;11625;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005463;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005471;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005478;11.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005525;;;;;MIPC;2019;TLMP3104;S3
17005530;10.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005539;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005541;13.4;V  ;1;2018;MIPC;2019;TLMP3104;S3
17005543;13.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005557;6.5;NV ;2;2019;MIPC;2019;TLMP3104;S3
17005561;10625;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005565;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005569;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005571;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005572;10.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005575;8.5;AC ;2;2019;MIPC;2019;TLMP3104;S3
17005580;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005583;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005587;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005590;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005602;7;AC ;2;2019;MIPC;2019;TLMP3104;S3
17005609;7.5;NV ;2;2019;MIPC;2019;TLMP3104;S3
17005611;;;;;MIPC;2019;TLMP3104;S3
17005612;;;;;MIPC;2019;TLMP3104;S3
17005613;10125;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005615;11.8;V  ;1;2018;MIPC;2019;TLMP3104;S3
17005623;8.5;AC ;2;2018;MIPC;2019;TLMP3104;S3
17005628;14705;V  ;1;2018;MIPC;2019;TLMP3104;S3
17005630;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005634;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005644;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005646;14.8;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005655;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005657;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005659;9;AC ;2;2018;MIPC;2019;TLMP3104;S3
17005668;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005670;10.8;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005675;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005676;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005679;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005685;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005689;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005693;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005695;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005703;11.5;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005728;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005740;8.5;AC ;2;2018;MIPC;2019;TLMP3104;S3
17005743;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005755;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005762;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005767;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17005770;;;;;MIPC;2019;TLMP3104;S3
17005772;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005776;8.5;AC ;2;2019;MIPC;2019;TLMP3104;S3
17005780;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005786;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005803;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005804;11875;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005810;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17005824;;;;;MIPC;2019;TLMP3104;S3
17005829;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005831;11.8;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005840;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005843;15.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005847;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005857;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005859;13125;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005860;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17005865;12375;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005874;12.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005876;7.5;NV ;2;2019;MIPC;2019;TLMP3104;S3
17005877;;;;;MIPC;2019;TLMP3104;S3
17005912;13.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17005937;;;;;MIPC;2019;TLMP3104;S3
17006037;12.1;V  ;1;2018;MIPC;2019;TLMP3104;S3
17006040;5;NV ;2;2019;MIPC;2019;TLMP3104;S3
17006042;10125;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006048;10.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006056;11625;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006067;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006072;12.7;V  ;1;2018;MIPC;2019;TLMP3104;S3
17006077;8;AC ;2;2019;MIPC;2019;TLMP3104;S3
17006080;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17006142;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006272;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006276;11;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006280;10.1;V  ;1;2018;MIPC;2019;TLMP3104;S3
17006305;9;AC ;2;2019;MIPC;2019;TLMP3104;S3
17006319;10;V  ;2;2018;MIPC;2019;TLMP3104;S3
17006767;12.2;V  ;1;2019;MIPC;2019;TLMP3104;S3
17006768;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17006804;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17007130;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17007151;10;V  ;2;2019;MIPC;2019;TLMP3104;S3
17007320;;;;;MIPC;2019;TLMP3104;S3
17007349;0;NRA;1;2019;MIPC;2019;TLMP3104;S3
17007363;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17007393;10;V  ;1;2019;MIPC;2019;TLMP3104;S3
17007671;14.1;V  ;1;2018;MIPC;2019;TLMP3104;S3
