COD_ETU;Note : TLMI3104;Résultat : TLMI3104;Session : TLMI3104;Année : TLMI3104;Filière;Année;Module;Semestre
17006345;;;;;MIP;2019;TLMI3504;S3
17006348;10.7;V  ;1;2018;MIP;2019;TLMI3504;S3
17006351;;;;;MIP;2019;TLMI3504;S3
17006381;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006390;10;V  ;2;2018;MIP;2019;TLMI3504;S3
17006394;10;V  ;2;2018;MIP;2019;TLMI3504;S3
17006397;10.2;V  ;1;2018;MIP;2019;TLMI3504;S3
17006399;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006401;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006404;10.1;V  ;1;2018;MIP;2019;TLMI3504;S3
17006411;13525;V  ;1;2018;MIP;2019;TLMI3504;S3
17006417;10;V  ;2;2018;MIP;2019;TLMI3504;S3
17006419;3688;NRA;1;2019;MIP;2019;TLMI3504;S3
17006427;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006430;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006436;14.3;V  ;1;2019;MIP;2019;TLMI3504;S3
17006442;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006472;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006476;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006483;12762;V  ;1;2019;MIP;2019;TLMI3504;S3
17006503;11.4;V  ;1;2019;MIP;2019;TLMI3504;S3
17006514;10;V  ;2;2019;MIP;2019;TLMI3504;S3
17006516;14812;V  ;1;2019;MIP;2019;TLMI3504;S3
17006631;9276;AC ;2;2019;MIP;2019;TLMI3504;S3
17006656;12028;V  ;1;2019;MIP;2019;TLMI3504;S3
17006749;10962;V  ;1;2019;MIP;2019;TLMI3504;S3
17006756;9326;AC ;2;2019;MIP;2019;TLMI3504;S3
17006758;2.1;NRA;1;2019;MIP;2019;TLMI3504;S3
17006992;13062;V  ;1;2019;MIP;2019;TLMI3504;S3
17007095;12366;V  ;1;2019;MIP;2019;TLMI3504;S3
17007398;;;;;MIP;2019;TLMI3504;S3
17007761;11;V  ;1;2018;MIP;2019;TLMI3504;S3
17009227;12.2;V  ;1;2018;MIP;2019;TLMI3504;S3
17010720;10976;V  ;1;2019;MIP;2019;TLMI3504;S3
17011579;14.3;V  ;1;2018;MIP;2019;TLMI3504;S3
17011580;11.9;V  ;1;2018;MIP;2019;TLMI3504;S3
17011676;11;V  ;1;2019;MIP;2019;TLMI3504;S3
18001816;15.8;V  ;1;2019;MIP;2019;TLMI3504;S3
18001836;14862;V  ;1;2019;MIP;2019;TLMI3504;S3
18002014;;;;;MIP;2019;TLMI3504;S3
18002590;15862;V  ;1;2019;MIP;2019;TLMI3504;S3
18002598;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18002900;10.8;V  ;1;2019;MIP;2019;TLMI3504;S3
18003004;12476;V  ;1;2019;MIP;2019;TLMI3504;S3
18003072;15612;V  ;1;2019;MIP;2019;TLMI3504;S3
18003097;14076;V  ;1;2019;MIP;2019;TLMI3504;S3
18003187;12412;V  ;1;2019;MIP;2019;TLMI3504;S3
18003211;6676;NV ;2;2019;MIP;2019;TLMI3504;S3
18003221;13.7;V  ;1;2019;MIP;2019;TLMI3504;S3
18003290;12662;V  ;1;2019;MIP;2019;TLMI3504;S3
18003719;12126;V  ;1;2019;MIP;2019;TLMI3504;S3
18003832;12662;V  ;1;2019;MIP;2019;TLMI3504;S3
18003890;3;NRA;1;2019;MIP;2019;TLMI3504;S3
18003909;;;;;MIP;2019;TLMI3504;S3
18003916;12.9;V  ;1;2019;MIP;2019;TLMI3504;S3
18003921;12976;V  ;1;2019;MIP;2019;TLMI3504;S3
18003943;13.7;V  ;1;2019;MIP;2019;TLMI3504;S3
18003956;10426;V  ;1;2019;MIP;2019;TLMI3504;S3
18004252;11962;V  ;1;2019;MIP;2019;TLMI3504;S3
18004287;0;NRA;1;2019;MIP;2019;TLMI3504;S3
18004291;;;;;MIP;2019;TLMI3504;S3
18004337;;;;;MIP;2019;TLMI3504;S3
18004348;12.6;V  ;1;2019;MIP;2019;TLMI3504;S3
18004355;13574;V  ;1;2019;MIP;2019;TLMI3504;S3
18004367;2.9;NRA;1;2019;MIP;2019;TLMI3504;S3
18004376;;;;;MIP;2019;TLMI3504;S3
18004424;;;;;MIP;2019;TLMI3504;S3
18004450;9738;AC ;2;2019;MIP;2019;TLMI3504;S3
18004480;;;;;MIP;2019;TLMI3504;S3
18004557;;;;;MIP;2019;TLMI3504;S3
18004567;12438;V  ;1;2019;MIP;2019;TLMI3504;S3
18004807;11354;V  ;1;2019;MIP;2019;TLMI3504;S3
18004817;14878;V  ;1;2019;MIP;2019;TLMI3504;S3
18004840;0;NRA;1;2019;MIP;2019;TLMI3504;S3
18004860;10.1;V  ;1;2019;MIP;2019;TLMI3504;S3
18004912;11726;V  ;1;2019;MIP;2019;TLMI3504;S3
18004917;;;;;MIP;2019;TLMI3504;S3
18004952;;;;;MIP;2019;TLMI3504;S3
18004966;15.2;V  ;1;2019;MIP;2019;TLMI3504;S3
18005004;11338;V  ;1;2019;MIP;2019;TLMI3504;S3
18005047;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005070;;;;;MIP;2019;TLMI3504;S3
18005077;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005090;13026;V  ;1;2019;MIP;2019;TLMI3504;S3
18005111;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005123;11426;V  ;1;2019;MIP;2019;TLMI3504;S3
18005179;14026;V  ;1;2019;MIP;2019;TLMI3504;S3
18005324;;;;;MIP;2019;TLMI3504;S3
18005328;12912;V  ;1;2019;MIP;2019;TLMI3504;S3
18005343;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005351;14312;V  ;1;2019;MIP;2019;TLMI3504;S3
18005354;;;;;MIP;2019;TLMI3504;S3
18005370;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005389;11138;V  ;1;2019;MIP;2019;TLMI3504;S3
18005401;3.2;NRA;1;2019;MIP;2019;TLMI3504;S3
18005409;0;NRA;1;2019;MIP;2019;TLMI3504;S3
18005417;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005421;10038;V  ;1;2019;MIP;2019;TLMI3504;S3
18005430;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005475;11.8;V  ;1;2019;MIP;2019;TLMI3504;S3
18005479;0;NRA;1;2019;MIP;2019;TLMI3504;S3
18005517;13.5;V  ;1;2019;MIP;2019;TLMI3504;S3
18005544;;;;;MIP;2019;TLMI3504;S3
18005547;15388;V  ;1;2019;MIP;2019;TLMI3504;S3
18005566;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005756;;;;;MIP;2019;TLMI3504;S3
18005764;;;;;MIP;2019;TLMI3504;S3
18005831;13.1;V  ;1;2019;MIP;2019;TLMI3504;S3
18005838;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18005845;10.8;V  ;1;2019;MIP;2019;TLMI3504;S3
18005940;;;;;MIP;2019;TLMI3504;S3
18005960;12.1;V  ;1;2019;MIP;2019;TLMI3504;S3
18006040;12362;V  ;1;2019;MIP;2019;TLMI3504;S3
18006045;1.9;NRA;1;2019;MIP;2019;TLMI3504;S3
18006059;;;;;MIP;2019;TLMI3504;S3
18006092;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18006100;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18006124;11.8;V  ;1;2019;MIP;2019;TLMI3504;S3
18006129;13.4;V  ;1;2019;MIP;2019;TLMI3504;S3
18006139;11512;V  ;1;2019;MIP;2019;TLMI3504;S3
18006160;10.1;V  ;1;2019;MIP;2019;TLMI3504;S3
18006172;13976;V  ;1;2019;MIP;2019;TLMI3504;S3
18006176;10176;V  ;1;2019;MIP;2019;TLMI3504;S3
18006180;13038;V  ;1;2019;MIP;2019;TLMI3504;S3
18006183;10326;V  ;1;2019;MIP;2019;TLMI3504;S3
18006184;;;;;MIP;2019;TLMI3504;S3
18006186;;;;;MIP;2019;TLMI3504;S3
18006193;7062;NV ;2;2019;MIP;2019;TLMI3504;S3
18006197;11.9;V  ;1;2019;MIP;2019;TLMI3504;S3
18006203;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18006205;;;;;MIP;2019;TLMI3504;S3
18006208;;;;;MIP;2019;TLMI3504;S3
18006210;;;;;MIP;2019;TLMI3504;S3
18006211;11926;V  ;1;2019;MIP;2019;TLMI3504;S3
18006212;;;;;MIP;2019;TLMI3504;S3
18006213;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18006215;12588;V  ;1;2019;MIP;2019;TLMI3504;S3
18006217;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18006218;11476;V  ;1;2019;MIP;2019;TLMI3504;S3
18006219;5.9;NV ;2;2019;MIP;2019;TLMI3504;S3
18006220;;;;;MIP;2019;TLMI3504;S3
18006221;1.5;NRA;1;2019;MIP;2019;TLMI3504;S3
18006222;11162;V  ;1;2019;MIP;2019;TLMI3504;S3
18006223;;;;;MIP;2019;TLMI3504;S3
18006911;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18007022;13.1;V  ;1;2019;MIP;2019;TLMI3504;S3
18007194;;;;;MIP;2019;TLMI3504;S3
18007298;;;;;MIP;2019;TLMI3504;S3
18007617;;;;;MIP;2019;TLMI3504;S3
18007960;;;;;MIP;2019;TLMI3504;S3
18008043;1.1;NRA;1;2019;MIP;2019;TLMI3504;S3
18008962;10.9;V  ;1;2019;MIP;2019;TLMI3504;S3
18008966;;;;;MIP;2019;TLMI3504;S3
18009004;10.8;V  ;1;2019;MIP;2019;TLMI3504;S3
18009008;;;;;MIP;2019;TLMI3504;S3
18009010;;;;;MIP;2019;TLMI3504;S3
18009011;13212;V  ;1;2019;MIP;2019;TLMI3504;S3
18009016;;;;;MIP;2019;TLMI3504;S3
18009019;10.1;V  ;1;2019;MIP;2019;TLMI3504;S3
18009020;11.8;V  ;1;2019;MIP;2019;TLMI3504;S3
18009022;11.6;V  ;1;2019;MIP;2019;TLMI3504;S3
18009027;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18009029;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18009031;;;;;MIP;2019;TLMI3504;S3
18009033;12.4;V  ;1;2019;MIP;2019;TLMI3504;S3
18009093;;;;;MIP;2019;TLMI3504;S3
18009154;;;;;MIP;2019;TLMI3504;S3
18009159;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18009169;;;;;MIP;2019;TLMI3504;S3
18009212;;;;;MIP;2019;TLMI3504;S3
18009732;;;;;MIP;2019;TLMI3504;S3
18009804;9.7;NV ;2;2019;MIP;2019;TLMI3504;S3
18009949;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18010317;13.2;V  ;1;2019;MIP;2019;TLMI3504;S3
18010364;;;;;MIP;2019;TLMI3504;S3
18010372;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18010519;;;;;MIP;2019;TLMI3504;S3
18010520;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18010525;;;;;MIP;2019;TLMI3504;S3
18010547;;;;;MIP;2019;TLMI3504;S3
18010592;13312;V  ;1;2019;MIP;2019;TLMI3504;S3
18010733;9.3;NV ;2;2019;MIP;2019;TLMI3504;S3
18010738;;;;;MIP;2019;TLMI3504;S3
18010741;;;;;MIP;2019;TLMI3504;S3
18010743;14126;V  ;1;2019;MIP;2019;TLMI3504;S3
18010750;;;;;MIP;2019;TLMI3504;S3
18010752;10426;V  ;1;2019;MIP;2019;TLMI3504;S3
18010755;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18010758;;;;;MIP;2019;TLMI3504;S3
18010761;10012;V  ;1;2019;MIP;2019;TLMI3504;S3
18010765;10676;V  ;1;2019;MIP;2019;TLMI3504;S3
18010769;2;NRA;1;2019;MIP;2019;TLMI3504;S3
18010770;;;;;MIP;2019;TLMI3504;S3
18010778;;;;;MIP;2019;TLMI3504;S3
18010779;6626;NV ;2;2019;MIP;2019;TLMI3504;S3
18010780;0;NRA;1;2019;MIP;2019;TLMI3504;S3
18010783;13376;V  ;1;2019;MIP;2019;TLMI3504;S3
18010788;8.5;NV ;2;2019;MIP;2019;TLMI3504;S3
18010805;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18010880;12876;V  ;1;2019;MIP;2019;TLMI3504;S3
18010881;11.7;V  ;1;2019;MIP;2019;TLMI3504;S3
18010888;;;;;MIP;2019;TLMI3504;S3
18010894;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18011058;4438;NRA;1;2019;MIP;2019;TLMI3504;S3
18011062;;;;;MIP;2019;TLMI3504;S3
18011070;0;NRA;1;2019;MIP;2019;TLMI3504;S3
18011072;10;V  ;2;2018;MIP;2019;TLMI3504;S3
18011543;10576;V  ;1;2019;MIP;2019;TLMI3504;S3
18011546;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18011548;9512;NV ;2;2019;MIP;2019;TLMI3504;S3
18011549;;;;;MIP;2019;TLMI3504;S3
18011567;0;NRA;1;2019;MIP;2019;TLMI3504;S3
18011568;10;V  ;2;2019;MIP;2019;TLMI3504;S3
18011569;12226;V  ;1;2019;MIP;2019;TLMI3504;S3
18011572;10376;V  ;1;2019;MIP;2019;TLMI3504;S3
18012757;;;;;MIP;2019;TLMI3504;S3
16000233;13.2;V  ;1;2019;MIP;2020;TLMI4004;S4
16000322;11867;V  ;2;2019;MIP;2020;TLMI4004;S4
16000386;0;NV ;2;2019;MIP;2020;TLMI4004;S4
16000603;11.7;V  ;2;2019;MIP;2020;TLMI4004;S4
16000636;12663;V  ;1;2019;MIP;2020;TLMI4004;S4
16000831;10142;V  ;2;2018;MIP;2020;TLMI4004;S4
16000862;4.3;NV ;2;2019;MIP;2020;TLMI4004;S4
16000866;11267;V  ;1;2019;MIP;2020;TLMI4004;S4
16000970;11167;V  ;2;2019;MIP;2020;TLMI4004;S4
16001078;10092;V  ;2;2018;MIP;2020;TLMI4004;S4
16001082;0;NV ;2;2019;MIP;2020;TLMI4004;S4
16001090;11925;V  ;1;2019;MIP;2020;TLMI4004;S4
16001153;10875;V  ;2;2019;MIP;2020;TLMI4004;S4
16001233;;;1;2019;MIP;2020;TLMI4004;S4
16001288;12296;V  ;1;2019;MIP;2020;TLMI4004;S4
16001328;;;1;2019;MIP;2020;TLMI4004;S4
16001346;11.9;V  ;1;2019;MIP;2020;TLMI4004;S4
16001358;;;1;2019;MIP;2020;TLMI4004;S4
16001418;10958;V  ;2;2019;MIP;2020;TLMI4004;S4
16001447;11984;V  ;1;2019;MIP;2020;TLMI4004;S4
16001455;11438;V  ;1;2019;MIP;2020;TLMI4004;S4
16001511;9833;AC ;2;2019;MIP;2020;TLMI4004;S4
16001529;;;1;2019;MIP;2020;TLMI4004;S4
16001661;1792;NV ;2;2019;MIP;2020;TLMI4004;S4
16001899;11525;V  ;1;2019;MIP;2020;TLMI4004;S4
16001999;;;1;2019;MIP;2020;TLMI4004;S4
16002056;4367;NV ;2;2019;MIP;2020;TLMI4004;S4
16003729;11622;V  ;1;2019;MIP;2020;TLMI4004;S4
16004163;;;1;2019;MIP;2020;TLMI4004;S4
16005397;11.2;V  ;2;2019;MIP;2020;TLMI4004;S4
16005554;;;1;2019;MIP;2020;TLMI4004;S4
17000924;;;1;2019;MIP;2020;TLMI4004;S4
17001986;10233;V  ;2;2018;MIP;2020;TLMI4004;S4
17002059;;;1;2019;MIP;2020;TLMI4004;S4
17002180;13877;V  ;1;2019;MIP;2020;TLMI4004;S4
17002457;11356;V  ;1;2019;MIP;2020;TLMI4004;S4
17004263;;;1;2019;MIP;2020;TLMI4004;S4
17004774;;;1;2019;MIP;2020;TLMI4004;S4
17004781;10975;V  ;2;2019;MIP;2020;TLMI4004;S4
17005128;11836;V  ;1;2019;MIP;2020;TLMI4004;S4
17005358;13475;V  ;1;2019;MIP;2020;TLMI4004;S4
17005517;11667;V  ;2;2019;MIP;2020;TLMI4004;S4
17005562;10646;V  ;2;2019;MIP;2020;TLMI4004;S4
17005726;;;1;2019;MIP;2020;TLMI4004;S4
17005751;;;1;2019;MIP;2020;TLMI4004;S4
17005961;11717;V  ;1;2019;MIP;2020;TLMI4004;S4
17005966;0;NV ;2;2019;MIP;2020;TLMI4004;S4
17005967;11225;V  ;1;2019;MIP;2020;TLMI4004;S4
17005992;14056;V  ;1;2019;MIP;2020;TLMI4004;S4
17006009;;;1;2019;MIP;2020;TLMI4004;S4
17006032;;;1;2019;MIP;2020;TLMI4004;S4
17006145;11648;V  ;2;2019;MIP;2020;TLMI4004;S4
17006167;11417;V  ;2;2019;MIP;2020;TLMI4004;S4
17006189;13833;V  ;1;2019;MIP;2020;TLMI4004;S4
17006191;11561;V  ;2;2019;MIP;2020;TLMI4004;S4
17006196;;;1;2019;MIP;2020;TLMI4004;S4
17006197;;;1;2019;MIP;2020;TLMI4004;S4
17006200;1667;NV ;2;2019;MIP;2020;TLMI4004;S4
17006271;;;1;2019;MIP;2020;TLMI4004;S4
17006279;10633;V  ;2;2018;MIP;2020;TLMI4004;S4
17006281;10929;V  ;2;2019;MIP;2020;TLMI4004;S4
17006283;;;1;2019;MIP;2020;TLMI4004;S4
17006290;12192;V  ;2;2019;MIP;2020;TLMI4004;S4
17006296;12263;V  ;1;2019;MIP;2020;TLMI4004;S4
17006299;12223;V  ;2;2019;MIP;2020;TLMI4004;S4
17006302;10675;V  ;1;2019;MIP;2020;TLMI4004;S4
17006307;12321;V  ;1;2019;MIP;2020;TLMI4004;S4
17006316;;;1;2019;MIP;2020;TLMI4004;S4
17006323;10508;V  ;2;2019;MIP;2020;TLMI4004;S4
17006327;;;1;2019;MIP;2020;TLMI4004;S4
17006334;12.2;V  ;2;2019;MIP;2020;TLMI4004;S4
17006339;14211;V  ;2;2019;MIP;2020;TLMI4004;S4
17006343;11606;V  ;1;2019;MIP;2020;TLMI4004;S4
17006344;10233;V  ;2;2018;MIP;2020;TLMI4004;S4
17006345;;;1;2019;MIP;2020;TLMI4004;S4
17006348;12233;V  ;1;2019;MIP;2020;TLMI4004;S4
17006351;;;1;2019;MIP;2020;TLMI4004;S4
17006381;13.5;V  ;1;2019;MIP;2020;TLMI4004;S4
17006390;11829;V  ;1;2019;MIP;2020;TLMI4004;S4
17006394;;;1;2019;MIP;2020;TLMI4004;S4
17006397;11306;V  ;1;2019;MIP;2020;TLMI4004;S4
17006399;;;1;2019;MIP;2020;TLMI4004;S4
17006401;;;1;2019;MIP;2020;TLMI4004;S4
17006404;11265;V  ;1;2019;MIP;2020;TLMI4004;S4
17006411;10683;V  ;2;2019;MIP;2020;TLMI4004;S4
17006417;11025;V  ;2;2019;MIP;2020;TLMI4004;S4
17006419;;;1;2019;MIP;2020;TLMI4004;S4
17006427;;;1;2019;MIP;2020;TLMI4004;S4
17006430;12.8;V  ;2;2019;MIP;2020;TLMI4004;S4
17006436;12218;V  ;2;2019;MIP;2020;TLMI4004;S4
17006442;10698;V  ;2;2019;MIP;2020;TLMI4004;S4
17006472;12365;V  ;1;2019;MIP;2020;TLMI4004;S4
17006476;11292;V  ;2;2019;MIP;2020;TLMI4004;S4
17006483;12.7;V  ;2;2019;MIP;2020;TLMI4004;S4
17006503;12833;V  ;1;2019;MIP;2020;TLMI4004;S4
17006514;;;1;2019;MIP;2020;TLMI4004;S4
17006516;12625;V  ;2;2018;MIP;2020;TLMI4004;S4
17006631;12.8;V  ;2;2019;MIP;2020;TLMI4004;S4
17006656;12996;V  ;1;2019;MIP;2020;TLMI4004;S4
17006749;12338;V  ;1;2019;MIP;2020;TLMI4004;S4
17006756;12275;V  ;1;2019;MIP;2020;TLMI4004;S4
17006758;;;1;2019;MIP;2020;TLMI4004;S4
17006992;12592;V  ;2;2019;MIP;2020;TLMI4004;S4
17007095;11833;V  ;2;2019;MIP;2020;TLMI4004;S4
17007398;;;1;2019;MIP;2020;TLMI4004;S4
17007761;11133;V  ;2;2019;MIP;2020;TLMI4004;S4
17009227;12292;V  ;2;2019;MIP;2020;TLMI4004;S4
17010720;;;1;2019;MIP;2020;TLMI4004;S4
17011579;10375;V  ;2;2018;MIP;2020;TLMI4004;S4
17011580;13.4;V  ;2;2019;MIP;2020;TLMI4004;S4
17011676;11458;V  ;1;2019;MIP;2020;TLMI4004;S4
18001816;16075;V  ;1;2019;MIP;2020;TLMI4004;S4
18001836;13361;V  ;2;2019;MIP;2020;TLMI4004;S4
18002014;;;1;2019;MIP;2020;TLMI4004;S4
18002590;12081;V  ;2;2019;MIP;2020;TLMI4004;S4
18002598;14106;V  ;1;2019;MIP;2020;TLMI4004;S4
18002900;15131;V  ;1;2019;MIP;2020;TLMI4004;S4
18003004;12454;V  ;2;2019;MIP;2020;TLMI4004;S4
18003072;14671;V  ;2;2019;MIP;2020;TLMI4004;S4
18003097;13.1;V  ;2;2019;MIP;2020;TLMI4004;S4
18003187;10535;V  ;2;2019;MIP;2020;TLMI4004;S4
18003211;;;1;2019;MIP;2020;TLMI4004;S4
18003221;12.8;V  ;1;2019;MIP;2020;TLMI4004;S4
18003290;12202;V  ;2;2019;MIP;2020;TLMI4004;S4
18003719;;;1;2019;MIP;2020;TLMI4004;S4
18003832;14338;V  ;1;2019;MIP;2020;TLMI4004;S4
18003890;;;1;2019;MIP;2020;TLMI4004;S4
18003909;;;1;2019;MIP;2020;TLMI4004;S4
18003916;12236;V  ;2;2019;MIP;2020;TLMI4004;S4
18003921;;;1;2019;MIP;2020;TLMI4004;S4
18003943;1233;NV ;2;2019;MIP;2020;TLMI4004;S4
18003956;;;1;2019;MIP;2020;TLMI4004;S4
18004252;12588;V  ;2;2019;MIP;2020;TLMI4004;S4
18004287;;;1;2019;MIP;2020;TLMI4004;S4
18004291;;;1;2019;MIP;2020;TLMI4004;S4
18004337;;;1;2019;MIP;2020;TLMI4004;S4
18004348;12048;V  ;1;2019;MIP;2020;TLMI4004;S4
18004355;12594;V  ;2;2019;MIP;2020;TLMI4004;S4
18004367;;;1;2019;MIP;2020;TLMI4004;S4
18004376;;;1;2019;MIP;2020;TLMI4004;S4
18004424;;;1;2019;MIP;2020;TLMI4004;S4
18004450;11417;V  ;2;2019;MIP;2020;TLMI4004;S4
18004480;;;1;2019;MIP;2020;TLMI4004;S4
18004557;;;1;2019;MIP;2020;TLMI4004;S4
18004567;11.6;V  ;2;2019;MIP;2020;TLMI4004;S4
18004807;;;1;2019;MIP;2020;TLMI4004;S4
18004817;12038;V  ;2;2019;MIP;2020;TLMI4004;S4
18004840;;;1;2019;MIP;2020;TLMI4004;S4
18004860;;;1;2019;MIP;2020;TLMI4004;S4
18004912;11.2;V  ;2;2019;MIP;2020;TLMI4004;S4
18004917;;;1;2019;MIP;2020;TLMI4004;S4
18004952;;;1;2019;MIP;2020;TLMI4004;S4
18004966;12052;V  ;2;2019;MIP;2020;TLMI4004;S4
18005004;;;1;2019;MIP;2020;TLMI4004;S4
18005047;;;1;2019;MIP;2020;TLMI4004;S4
18005070;;;1;2019;MIP;2020;TLMI4004;S4
18005077;;;1;2019;MIP;2020;TLMI4004;S4
18005090;12102;V  ;2;2019;MIP;2020;TLMI4004;S4
18005111;12083;V  ;2;2019;MIP;2020;TLMI4004;S4
18005123;13786;V  ;1;2019;MIP;2020;TLMI4004;S4
18005179;14094;V  ;1;2019;MIP;2020;TLMI4004;S4
18005324;;;1;2019;MIP;2020;TLMI4004;S4
18005328;11008;V  ;2;2019;MIP;2020;TLMI4004;S4
18005343;11708;NV ;2;2019;MIP;2020;TLMI4004;S4
18005351;11217;V  ;2;2019;MIP;2020;TLMI4004;S4
18005354;;;1;2019;MIP;2020;TLMI4004;S4
18005370;;;1;2019;MIP;2020;TLMI4004;S4
18005389;13811;V  ;1;2019;MIP;2020;TLMI4004;S4
18005401;;;1;2019;MIP;2020;TLMI4004;S4
18005409;;;1;2019;MIP;2020;TLMI4004;S4
18005417;;;1;2019;MIP;2020;TLMI4004;S4
18005421;;;1;2019;MIP;2020;TLMI4004;S4
18005430;;;1;2019;MIP;2020;TLMI4004;S4
18005475;;;1;2019;MIP;2020;TLMI4004;S4
18005479;;;1;2019;MIP;2020;TLMI4004;S4
18005517;12058;V  ;2;2019;MIP;2020;TLMI4004;S4
18005544;;;1;2019;MIP;2020;TLMI4004;S4
18005547;13163;V  ;2;2019;MIP;2020;TLMI4004;S4
18005566;12792;V  ;1;2019;MIP;2020;TLMI4004;S4
18005756;;;1;2019;MIP;2020;TLMI4004;S4
18005764;;;1;2019;MIP;2020;TLMI4004;S4
18005831;12981;V  ;1;2019;MIP;2020;TLMI4004;S4
18005838;9042;NV ;2;2019;MIP;2020;TLMI4004;S4
18005845;11417;V  ;2;2019;MIP;2020;TLMI4004;S4
18005940;;;1;2019;MIP;2020;TLMI4004;S4
18005960;;;1;2019;MIP;2020;TLMI4004;S4
18006040;;;1;2019;MIP;2020;TLMI4004;S4
18006045;;;1;2019;MIP;2020;TLMI4004;S4
18006059;;;1;2019;MIP;2020;TLMI4004;S4
18006092;;;1;2019;MIP;2020;TLMI4004;S4
18006100;;;1;2019;MIP;2020;TLMI4004;S4
18006124;11567;V  ;2;2019;MIP;2020;TLMI4004;S4
18006129;;;1;2019;MIP;2020;TLMI4004;S4
18006139;;;1;2019;MIP;2020;TLMI4004;S4
18006160;13946;V  ;1;2019;MIP;2020;TLMI4004;S4
18006172;0;NV ;2;2019;MIP;2020;TLMI4004;S4
18006176;;;1;2019;MIP;2020;TLMI4004;S4
18006180;;;1;2019;MIP;2020;TLMI4004;S4
18006183;;;1;2019;MIP;2020;TLMI4004;S4
18006184;;;1;2019;MIP;2020;TLMI4004;S4
18006186;;;1;2019;MIP;2020;TLMI4004;S4
18006193;;;1;2019;MIP;2020;TLMI4004;S4
18006197;;;1;2019;MIP;2020;TLMI4004;S4
18006203;11975;V  ;2;2019;MIP;2020;TLMI4004;S4
18006205;;;1;2019;MIP;2020;TLMI4004;S4
18006208;;;1;2019;MIP;2020;TLMI4004;S4
18006210;;;1;2019;MIP;2020;TLMI4004;S4
18006211;;;1;2019;MIP;2020;TLMI4004;S4
18006212;;;1;2019;MIP;2020;TLMI4004;S4
18006213;;;1;2019;MIP;2020;TLMI4004;S4
18006215;;;1;2019;MIP;2020;TLMI4004;S4
18006217;;;1;2019;MIP;2020;TLMI4004;S4
18006218;13252;V  ;1;2019;MIP;2020;TLMI4004;S4
18006219;;;1;2019;MIP;2020;TLMI4004;S4
18006220;;;1;2019;MIP;2020;TLMI4004;S4
18006221;;;1;2019;MIP;2020;TLMI4004;S4
18006222;13708;V  ;2;2019;MIP;2020;TLMI4004;S4
18006223;;;1;2019;MIP;2020;TLMI4004;S4
18006911;;;1;2019;MIP;2020;TLMI4004;S4
18007022;;;1;2019;MIP;2020;TLMI4004;S4
18007194;;;1;2019;MIP;2020;TLMI4004;S4
18007298;;;1;2019;MIP;2020;TLMI4004;S4
18007617;;;1;2019;MIP;2020;TLMI4004;S4
18007960;;;1;2019;MIP;2020;TLMI4004;S4
18008043;;;1;2019;MIP;2020;TLMI4004;S4
18008962;;;1;2019;MIP;2020;TLMI4004;S4
18008966;;;1;2019;MIP;2020;TLMI4004;S4
18009004;;;1;2019;MIP;2020;TLMI4004;S4
18009008;;;1;2019;MIP;2020;TLMI4004;S4
18009010;;;1;2019;MIP;2020;TLMI4004;S4
18009011;12917;V  ;2;2019;MIP;2020;TLMI4004;S4
18009016;;;1;2019;MIP;2020;TLMI4004;S4
18009019;;;1;2019;MIP;2020;TLMI4004;S4
18009020;;;1;2019;MIP;2020;TLMI4004;S4
18009022;10.5;V  ;2;2019;MIP;2020;TLMI4004;S4
18009027;10004;V  ;2;2019;MIP;2020;TLMI4004;S4
18009029;;;1;2019;MIP;2020;TLMI4004;S4
