COD_ETU,Note : TLGE1104,Résultat : TLGE1104,Session : TLGE1104,Année : TLGE1104,Note : TLGE1204,Résultat : TLGE1204,Session : TLGE1204,Année : TLGE1204,Note : TLGE1304,Résultat : TLGE1304,Session : TLGE1304,Année : TLGE1304,Note : TLGE1404,Résultat : TLGE1404,Session : TLGE1404,Année : TLGE1404,Note : TLGE1504,Résultat : TLGE1504,Session : TLGE1504,Année : TLGE1504,Note : TLGE1604,Résultat : TLGE1604,Session : TLGE1604,Année : TLGE1604,Note : TLGE1004,Résultat : TLGE1004,Session : TLGE1004,Année : TLGE1004,Note : TLGE2104,Résultat : TLGE2104,Session : TLGE2104,Année : TLGE2104,Note : TLGE2204,Résultat : TLGE2204,Session : TLGE2204,Année : TLGE2204,Note : TLGE2304,Résultat : TLGE2304,Session : TLGE2304,Année : TLGE2304,Note : TLGE2404,Résultat : TLGE2404,Session : TLGE2404,Année : TLGE2404,Note : TLGE2504,Résultat : TLGE2504,Session : TLGE2504,Année : TLGE2504,Note : TLGE2604,Résultat : TLGE2604,Session : TLGE2604,Année : TLGE2604,Note : TLGE2004,Résultat : TLGE2004,Session : TLGE2004,Année : TLGE2004
19002394,10.57,V,1,2019,10,V,2,2019,10.2,V,1,2019,13.8,V,1,2019,10.8,V,1,2019,16.25,V,1,2019,11937,V,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,16,V,1,2019,12,V,1,2019,17,V,1,2019,13167,V,2,2019
19002397,10,V,2,2019,7,AC,2,2019,10,V,1,2019,10.4,V,1,2019,10,V,2,2019,13.75,V,1,2019,10192,V,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,13,V,1,2019,12,V,1,2019,15,V,1,2019,12333,V,2,2019
19002739,.825,NRA,1,2019,0,NRA,1,2019,1.2,NRA,1,2019,4,NRA,1,2019,5.3,NV,2,2019,0,NRA,1,2019,1888,NV,2,2019,16.5,V,1,2019,12,V,1,2019,16,V,1,2019,11,V,1,2019,10,V,2,2019,10,V,2,2019,12583,V,2,2019
19002900,8,AC,2,2019,7,AC,2,2019,10.6,V,1,2019,12.8,V,1,2019,10,V,2,2019,15.75,V,1,2019,10692,V,2,2019,10,V,2,2019,10,V,2,2019,18,V,1,2019,11,V,1,2019,12,V,1,2019,17,V,1,2019,13,V,2,2019
19003025,4.85,NRA,1,2019,5.25,NV,2,2019,12.4,V,1,2019,14.2,V,1,2019,10,V,2,2019,0,NRA,1,2019,7783,NV,2,2019,0,NV,2,2019,12,V,1,2019,12,V,1,2019,10,V,1,2019,11,V,1,2019,0,NV,2,2019,7.5,NV,2,2019
19003284,13.15,V,1,2019,13,V,1,2019,15.4,V,1,2019,16.6,V,1,2019,13.5,V,1,2019,10,V,2,2019,13608,V,2,2019,12,V,1,2019,16,V,1,2019,14,V,1,2019,13,V,1,2019,12,V,1,2019,10,V,1,2019,12833,V,1,2019
19003293,1.5,NRA,1,2019,5.5,NV,2,2019,10.4,V,1,2019,17.2,V,1,2019,4.7,NRA,1,2019,15.25,V,1,2019,9092,NV,2,2019,11,V,1,2019,20,V,1,2019,18,V,1,2019,15,V,1,2019,11,V,1,2019,16,V,1,2019,15167,V,1,2019
19003327,11.82,V,1,2019,14,V,1,2019,15,V,1,2019,19,V,1,2019,16,V,1,2019,17.25,V,1,2019,15512,V,1,2019,16,V,1,2019,14,V,1,2019,10,V,1,2019,13,V,1,2019,18,V,1,2019,16,V,1,2019,14.5,V,1,2019
19003497,16.84,V,1,2019,10,V,2,2019,16.8,V,1,2019,19,V,1,2019,13.8,V,1,2019,12,V,1,2019,14.74,V,2,2019,9.5,AC,2,2019,10,V,2,2019,10,V,2,2019,10,V,2,2019,15,V,1,2019,12,V,1,2019,11083,V,2,2019
19003591,.78,NRA,1,2019,4,NRA,1,2019,10.6,V,1,2019,12.6,V,1,2019,4.1,NRA,1,2019,11.5,V,1,2019,7263,NV,2,2019,15.5,V,1,2019,14,V,1,2019,14,V,1,2019,10,V,1,2019,13,V,1,2019,14,V,1,2019,13417,V,1,2019
19003620,5.5,NV,2,2019,2.25,NRA,1,2019,5.5,NV,2,2019,1.6,NRA,1,2019,5.6,NV,2,2019,16.5,V,1,2019,6158,NV,2,2019,15.5,V,1,2019,14,V,1,2019,12,V,1,2019,16,V,1,2019,13,V,1,2019,16,V,1,2019,14417,V,1,2019
19003908,7,AC,2,2019,8.5,AC,2,2019,10.4,V,1,2019,12.6,V,1,2019,10.3,V,1,2019,13.5,V,1,2019,10383,V,2,2019,10,V,2,2019,10,V,2,2019,12,V,1,2019,11,V,1,2019,16,V,1,2019,12,V,1,2019,11833,V,2,2019
19003912,1775,NRA,1,2019,3,NRA,1,2019,10,V,2,2019,8.6,NV,2,2019,6,NV,2,2019,15.5,V,1,2019,7479,NV,2,2019,14.5,V,1,2019,12,V,1,2019,12,V,1,2019,13,V,1,2019,13,V,1,2019,12,V,1,2019,12.75,V,1,2019
19003925,2988,NRA,1,2019,3.25,NRA,1,2019,11,V,1,2019,10,V,2,2019,7.1,NV,2,2019,14.5,V,1,2019,8.14,NV,2,2019,10,V,2,2019,5,NV,2,2019,9,NV,2,2019,10,V,2,2019,10,V,2,2019,12,V,1,2019,9333,NV,2,2019
19004009,12825,V,1,2019,10,V,1,2019,10.6,V,1,2019,11.8,V,1,2019,10,V,2,2019,16.5,V,1,2019,11954,V,2,2019,10,V,1,2019,16,V,1,2019,14,V,1,2019,10,V,1,2019,15,V,1,2019,13,V,1,2019,13,V,1,2019
19004039,1975,NRA,1,2019,2.75,NRA,1,2019,6.5,NV,2,2019,8,NV,2,2019,13.1,V,1,2019,15.25,V,1,2019,7929,NV,2,2019,17,V,1,2019,14,V,1,2019,16,V,1,2019,14,V,1,2019,10,V,1,2019,14,V,1,2019,14167,V,1,2019
19004079,8.75,AC,2,2019,7,AC,2,2019,11,V,1,2019,12,V,1,2019,11.3,V,1,2019,12.5,V,1,2019,10425,V,2,2019,10,V,2,2019,10,V,2,2019,18,V,1,2019,11,V,1,2019,10,V,1,2019,15.5,V,1,2019,12417,V,2,2019
19004081,7,AC,2,2019,10,V,1,2019,11.2,V,1,2019,14.2,V,1,2019,10,V,2,2019,14.5,V,1,2019,11.15,V,2,2019,10,V,2,2019,12,V,1,2019,16,V,1,2019,10,V,2,2019,10,V,2,2019,16,V,1,2019,12333,V,2,2019
19004090,6,NV,2,2019,6,NV,2,2019,8.5,NV,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,9083,NV,2,2019,17.5,V,1,2019,14,V,1,2019,16,V,1,2019,14,V,1,2019,13,V,1,2019,11,V,1,2019,14.25,V,1,2019
19004095,10045,V,1,2019,7,AC,2,2019,11.2,V,1,2019,17.6,V,1,2019,10,V,1,2019,15.25,V,1,2019,11849,V,2,2019,10,V,1,2019,10,V,2,2019,10,V,1,2019,10,V,2,2019,10,V,2,2019,15,V,1,2019,10833,V,2,2019
19004142,5.5,NV,2,2019,5.25,NV,2,2019,10,V,2,2019,5.8,NV,2,2019,9,NV,2,2019,10.75,V,1,2019,7717,NV,2,2019,12.25,V,1,2019,12,V,1,2019,18,V,1,2019,20,V,1,2019,12,V,1,2019,15,V,1,2019,14875,V,1,2019
19004173,1.6,NRA,1,2019,7.25,NV,2,2019,11,V,1,2019,13,V,1,2019,10,V,2,2019,10,V,1,2019,8808,NV,2,2019,15.5,V,1,2019,10,V,2,2019,14,V,1,2019,15,V,1,2019,13,V,1,2019,12,V,1,2019,13.25,V,2,2019
19004232,2925,NRA,1,2019,5,NV,2,2019,5,NV,2,2019,7.6,NV,2,2019,4.8,NRA,1,2019,12,V,1,2019,6221,NV,2,2019,11.5,V,1,2019,10,V,2,2019,14,V,1,2019,12,V,1,2019,13,V,1,2019,14.5,V,1,2019,12.5,V,2,2019
19004317,7,AC,2,2019,7,AC,2,2019,10,V,1,2019,14.2,V,1,2019,10.2,V,1,2019,13.75,V,1,2019,10358,V,2,2019,10,V,2,2019,16,V,1,2019,18,V,1,2019,14,V,1,2019,12,V,1,2019,12,V,1,2019,13667,V,2,2019
19004322,1.42,NRA,1,2019,4.25,NRA,1,2019,6,NV,2,2019,10,V,1,2019,10.4,V,1,2019,14.25,V,1,2019,7.72,NV,2,2019,11.25,V,1,2019,14,V,1,2019,16,V,1,2019,10,V,1,2019,13,V,1,2019,13,V,1,2019,12875,V,1,2019
19004356,13075,V,1,2019,7.75,AC,2,2019,13.6,V,1,2019,13.6,V,1,2019,7.05,AC,2,2019,11.5,V,1,2019,11096,V,2,2019,11.5,V,1,2019,10,V,1,2019,10,V,1,2019,10,V,2,2019,10,V,1,2019,15,V,1,2019,11083,V,2,2019
19004358,2,NRA,1,2019,1.25,NRA,1,2019,5.5,NV,2,2019,7,NV,2,2019,3.2,NRA,1,2019,10.25,V,1,2019,4867,NV,2,2019,16,V,1,2019,10,V,1,2019,18,V,1,2019,18,V,1,2019,15,V,1,2019,10,V,2,2019,14.5,V,2,2019
19004376,2.72,NRA,1,2019,2.75,NRA,1,2019,6,NV,2,2019,2.8,NRA,1,2019,4.9,NRA,1,2019,12.25,V,1,2019,5237,NV,2,2019,12,V,1,2019,14,V,1,2019,18,V,1,2019,12,V,1,2019,11,V,1,2019,12,V,1,2019,13167,V,1,2019
19004396,10588,V,1,2019,10,V,1,2019,10.2,V,1,2019,15.2,V,1,2019,7,AC,2,2019,13.75,V,1,2019,11123,V,2,2019,13.5,V,1,2019,14,V,1,2019,14,V,1,2019,15,V,1,2019,13,V,1,2019,13,V,1,2019,13.75,V,1,2019
19004404,10,V,2,2019,10,V,1,2019,14,V,1,2019,16.2,V,1,2019,10,V,2,2019,11.5,V,1,2019,11.95,V,2,2019,12.25,V,1,2019,16,V,1,2019,14,V,1,2019,10,V,1,2019,17,V,1,2019,16,V,1,2019,14208,V,1,2019
19004408,7,AC,2,2019,10.25,V,1,2019,10.4,V,1,2019,11.2,V,1,2019,10.4,V,1,2019,13.5,V,1,2019,10458,V,2,2019,17,V,1,2019,14,V,1,2019,16,V,1,2019,12,V,1,2019,10,V,1,2019,12,V,1,2019,13.5,V,1,2019
19004423,7,AC,2,2019,10,V,2,2019,8,AC,2,2019,11.2,V,1,2019,10,V,2,2019,15,V,1,2019,10.2,V,2,2019,11,V,1,2019,14,V,1,2019,14,V,1,2019,13,V,1,2019,13,V,1,2019,12,V,1,2019,12833,V,1,2019
19004432,0,NRA,1,2019,0,NRA,1,2019,2,NRA,1,2019,.4,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.4,NV,2,2019,0,NV,2,2019,4,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,.667,NV,2,2019
19004445,8,AC,2,2019,7,AC,2,2019,11.6,V,1,2019,14.8,V,1,2019,11.3,V,1,2019,14.25,V,1,2019,11158,V,2,2019,12.5,V,1,2019,14,V,1,2019,18,V,1,2019,11,V,1,2019,12,V,1,2019,16,V,1,2019,13917,V,1,2019
19004447,7,AC,2,2019,7,AC,2,2019,12,V,1,2019,15.8,V,1,2019,9,AC,2,2019,13.75,V,1,2019,10758,V,2,2019,10,V,2,2019,10,V,1,2019,20,V,1,2019,13,V,1,2019,10,V,2,2019,12,V,1,2019,12.5,V,2,2019
19004446,6,NV,2,2019,6.25,NV,2,2019,10.8,V,1,2019,10.6,V,1,2019,10,V,2,2019,11,V,1,2019,9108,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19004448,4133,NRA,1,2019,7.5,NV,2,2019,10,V,1,2019,14.8,V,1,2019,7.45,NV,2,2019,10,V,2,2019,8981,NV,2,2019,12,V,1,2019,10,V,2,2019,14,V,1,2019,10,V,1,2019,16,V,1,2019,13,V,1,2019,12.5,V,2,2019
19004471,4.7,NRA,1,2019,5,NV,2,2019,11,V,1,2019,12,V,1,2019,9,NV,2,2019,13,V,1,2019,9117,NV,2,2019,13,V,1,2019,14,V,1,2019,14,V,1,2019,16,V,1,2019,13,V,1,2019,15,V,1,2019,14167,V,1,2019
19004474,0,NRA,1,2019,0,NRA,1,2019,10.2,V,1,2019,1.6,NRA,1,2019,5,NV,2,2019,9,NV,2,2019,4.3,NV,2,2019,12,V,1,2019,0,NV,2,2019,8,NV,2,2019,0,NV,2,2019,12,V,1,2019,0,NV,2,2019,5333,NV,2,2019
19004490,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019,10.5,V,1,2019,16,V,1,2019,8,NV,2,2019,0,NV,2,2019,10,V,2,2019,0,NV,2,2019,7417,NV,2,2019
19004501,10,V,2,2019,10,V,2,2019,10,V,1,2019,15.4,V,1,2019,7,AC,2,2019,12.5,V,1,2019,10817,V,2,2019,13.5,V,1,2019,12,V,1,2019,14,V,1,2019,10,V,1,2019,15,V,1,2019,13,V,1,2019,12917,V,1,2019
19004505,3.6,NRA,1,2019,2.5,NRA,1,2019,7.2,NV,2,2019,2.4,NRA,1,2019,5.3,NV,2,2019,4,NRA,1,2019,4167,NV,2,2019,13,V,1,2019,4,NV,2,2019,16,V,1,2019,0,NV,2,2019,8,NV,2,2019,13.5,V,1,2019,9083,NV,2,2019
19004509,1.48,NRA,1,2019,14,V,1,2019,10,V,2,2019,13.2,V,1,2019,8,NV,2,2019,10.25,V,1,2019,9488,NV,2,2019,15,V,1,2019,10,V,2,2019,12,V,1,2019,13,V,1,2019,16,V,1,2019,12,V,1,2019,13,V,2,2019
19004510,7,AC,2,2019,10,V,2,2019,8.8,AC,2,2019,11.2,V,1,2019,11.1,V,1,2019,12.5,V,1,2019,10.1,V,2,2019,15.5,V,1,2019,10,V,2,2019,20,V,1,2019,12,V,1,2019,10,V,1,2019,12,V,1,2019,13.25,V,2,2019
19004521,10.5,V,1,2019,10.25,V,1,2019,10.6,V,1,2019,15.4,V,1,2019,7,AC,2,2019,14.5,V,1,2019,11375,V,2,2019,10,V,2,2019,10,V,2,2019,10,V,1,2019,10,V,1,2019,14,V,1,2019,13,V,1,2019,11167,V,2,2019
19004522,11295,V,1,2019,10,V,2,2019,11.8,V,1,2019,15.4,V,1,2019,7.5,AC,2,2019,14.5,V,1,2019,11749,V,2,2019,10,V,2,2019,10,V,2,2019,18,V,1,2019,11,V,1,2019,14,V,1,2019,13,V,1,2019,12667,V,2,2019
19004525,12.4,V,1,2019,10,V,1,2019,10.6,V,1,2019,10.8,V,1,2019,10,V,2,2019,10,V,2,2019,10633,V,2,2019,10,V,2,2019,16,V,1,2019,16,V,1,2019,10,V,1,2019,11,V,1,2019,14,V,1,2019,12833,V,2,2019
19004526,0,NRA,1,2019,0,NRA,1,2019,1.6,NRA,1,2019,.4,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.333,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19004530,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,14,V,1,2019,12,V,1,2019,0,NV,2,2019,0,NV,2,2019,4333,NV,2,2019
19004535,10.2,V,1,2019,10.5,V,1,2019,12.2,V,1,2019,17.4,V,1,2019,8,AC,2,2019,15,V,1,2019,12217,V,2,2019,10,V,2,2019,14,V,1,2019,10,V,1,2019,10,V,1,2019,10,V,2,2019,11,V,1,2019,10833,V,2,2019
19004537,11075,V,1,2019,11.5,V,1,2019,15.4,V,1,2019,16,V,1,2019,10.9,V,1,2019,14,V,1,2019,13146,V,1,2019,17,V,1,2019,10,V,2,2019,14,V,1,2019,10,V,1,2019,14,V,1,2019,15.5,V,1,2019,13417,V,2,2019
19004538,10.46,V,1,2019,10,V,2,2019,10,V,2,2019,12.2,V,1,2019,9.7,AC,2,2019,10,V,2,2019,10393,V,2,2019,18.5,V,1,2019,16,V,1,2019,12,V,1,2019,13,V,1,2019,12,V,1,2019,13.5,V,1,2019,14167,V,1,2019
19004817,6.25,NV,2,2019,6,NV,2,2019,13,V,1,2019,11.2,V,1,2019,4.7,NRA,1,2019,11.75,V,1,2019,8817,NV,2,2019,10,V,2,2019,10,V,1,2019,14,V,1,2019,10,V,2,2019,10,V,2,2019,13.5,V,1,2019,11.25,V,2,2019
19004844,5.5,NV,2,2019,5.75,NV,2,2019,14,V,1,2019,14.4,V,1,2019,8,NV,2,2019,11.5,V,1,2019,9858,NV,2,2019,17,V,1,2019,14,V,1,2019,16,V,1,2019,11,V,1,2019,15,V,1,2019,14,V,1,2019,14.5,V,1,2019
19004864,10005,V,1,2019,10,V,2,2019,5.5,NV,2,2019,8.4,NV,2,2019,9,NV,2,2019,14.5,V,1,2019,9568,NV,2,2019,11,V,1,2019,14,V,1,2019,14,V,1,2019,15,V,1,2019,10,V,1,2019,12,V,1,2019,12667,V,1,2019
19004880,10,V,2,2019,9.3,AC,2,2019,7.5,AC,2,2019,12.6,V,1,2019,9,AC,2,2019,12,V,1,2019,10067,V,2,2019,16.5,V,1,2019,18,V,1,2019,18,V,1,2019,16,V,1,2019,13,V,1,2019,14.5,V,1,2019,16,V,1,2019
19004888,3445,NRA,1,2019,3.75,NRA,1,2019,7.5,NV,2,2019,10,V,2,2019,2.8,NRA,1,2019,12.5,V,1,2019,6666,NV,2,2019,15,V,1,2019,14,V,1,2019,20,V,1,2019,10,V,2,2019,10,V,2,2019,13,V,1,2019,13667,V,2,2019
19004912,5.5,NV,2,2019,2.75,NRA,1,2019,7.5,NV,2,2019,12.4,V,1,2019,8.6,NV,2,2019,14.25,V,1,2019,8.5,NV,2,2019,14.5,V,1,2019,10,V,1,2019,14,V,1,2019,14,V,1,2019,12,V,1,2019,13,V,1,2019,12917,V,1,2019
19004924,6.5,NV,2,2019,10,V,2,2019,10,V,1,2019,14,V,1,2019,10,V,2,2019,11.5,V,1,2019,10333,NV,2,2019,10,V,2,2019,10,V,1,2019,10,V,1,2019,10,V,2,2019,12,V,1,2019,12,V,1,2019,10667,V,2,2019
19004931,6,NV,2,2019,7,NV,2,2019,10.6,V,1,2019,10,V,2,2019,7,NV,2,2019,11.5,V,1,2019,8683,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,12,V,1,2019,2,NV,2,2019
19004939,.9,NRA,1,2019,0,NRA,1,2019,8.6,NV,2,2019,3.6,NRA,1,2019,6,NV,2,2019,14.25,V,1,2019,5558,NV,2,2019,14,V,1,2019,14,V,1,2019,20,V,1,2019,13,V,1,2019,11,V,1,2019,13,V,1,2019,14167,V,1,2019
19004951,11375,V,1,2019,10,V,1,2019,11.6,V,1,2019,13.8,V,1,2019,4.2,NRA,1,2019,12.5,V,1,2019,10579,NV,2,2019,11,V,1,2019,6,NV,2,2019,14,V,1,2019,10,V,2,2019,14,V,1,2019,13.5,V,1,2019,11417,NV,2,2019
19004963,4158,NRA,1,2019,3,NRA,1,2019,10,V,1,2019,10,V,1,2019,8,NV,2,2019,10,V,2,2019,7526,NV,2,2019,11.5,V,1,2019,10,V,2,2019,7,AC,2,2019,10,V,1,2019,10,V,1,2019,15,V,1,2019,10583,V,2,2019
19004976,5.5,NV,2,2019,16.75,V,1,2019,13.2,V,1,2019,3.2,NRA,1,2019,4,NRA,1,2019,3.5,NRA,1,2019,7692,NV,2,2019,11.5,V,1,2019,14,V,1,2019,18,V,1,2019,10,V,2,2019,16,V,1,2019,14.5,V,1,2019,14,V,2,2019
19004987,10,V,2,2019,7,AC,2,2019,10,V,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,10167,V,2,2019,11.5,V,1,2019,7,AC,2,2019,10,V,1,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,10417,V,2,2019
19004994,5.1,NV,2,2019,6,NV,2,2019,10,V,2,2019,10,V,2,2019,10,V,2,2019,11,V,1,2019,8683,NV,2,2019,7.25,AC,2,2019,10,V,2,2019,14,V,1,2019,9,AC,2,2019,10,V,1,2019,12,V,1,2019,10375,V,2,2019
19005002,13.27,V,1,2019,10,V,1,2019,12.2,V,1,2019,15.6,V,1,2019,11,V,1,2019,12.75,V,1,2019,12.47,V,1,2019,10.5,V,1,2019,12,V,1,2019,18,V,1,2019,13,V,1,2019,11,V,1,2019,12,V,1,2019,12.75,V,1,2019
19005010,7,AC,2,2019,10,V,2,2019,11.6,V,1,2019,14.4,V,1,2019,10,V,2,2019,12,V,1,2019,10833,V,2,2019,12,V,1,2019,12,V,1,2019,14,V,1,2019,12,V,1,2019,14,V,1,2019,15,V,1,2019,13167,V,1,2019
19005063,1.1,NRA,1,2019,10,V,2,2019,10.2,V,1,2019,2.8,NRA,1,2019,6.7,NV,2,2019,4.5,NRA,1,2019,5883,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19005071,2998,NRA,1,2019,3,NRA,1,2019,7.6,NV,2,2019,7.6,NV,2,2019,4.8,NRA,1,2019,13.25,V,1,2019,6541,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19005079,2125,NRA,1,2019,4,NRA,1,2019,6,NV,2,2019,10,V,1,2019,10.4,V,1,2019,14.75,V,1,2019,7879,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,15,V,1,2019,2.5,NV,2,2019
19005086,2725,NRA,1,2019,3,NRA,1,2019,7.2,NV,2,2019,10,V,2,2019,10,V,2,2019,14.25,V,1,2019,7863,NV,2,2019,17.5,V,1,2019,12,V,1,2019,16,V,1,2019,11,V,1,2019,14,V,1,2019,11,V,1,2019,13583,V,1,2019
19005104,7,AC,2,2019,7,AC,2,2019,12.4,V,1,2019,14.4,V,1,2019,10.5,V,1,2019,12.75,V,1,2019,10675,V,2,2019,13.5,V,1,2019,8,AC,2,2019,10,V,2,2019,9,AC,2,2019,14,V,1,2019,12,V,1,2019,11083,V,2,2019
19005122,7,NV,2,2019,5.75,NV,2,2019,10.2,V,1,2019,13.8,V,1,2019,10,V,2,2019,10,V,1,2019,9458,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,14.5,V,1,2019,2417,NV,2,2019
19005139,7.5,NV,2,2019,10,V,2,2019,7,NV,2,2019,10,V,1,2019,10,V,2,2019,14,V,1,2019,9.75,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19005142,1463,NRA,1,2019,10,V,1,2019,12.6,V,1,2019,13,V,1,2019,10.6,V,1,2019,12.75,V,1,2019,10069,NV,2,2019,10.5,V,1,2019,14,V,1,2019,14,V,1,2019,11,V,1,2019,10,V,1,2019,12,V,1,2019,11917,V,1,2019
19005193,7.5,AC,2,2019,7,AC,2,2019,10,V,1,2019,13.6,V,1,2019,12.1,V,1,2019,16,V,1,2019,11033,V,2,2019,4.5,NV,2,2019,12,V,1,2019,8,NV,2,2019,7,NV,2,2019,8,NV,2,2019,12,V,1,2019,8583,NV,2,2019
19005205,10,V,2,2019,13,V,1,2019,12.4,V,1,2019,19,V,1,2019,7,AC,2,2019,15.5,V,1,2019,12817,V,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,11,V,1,2019,10,V,1,2019,13,V,1,2019,11333,V,2,2019
19005326,7.5,AC,2,2019,11.25,V,1,2019,12,V,1,2019,18.4,V,1,2019,8,AC,2,2019,12,V,1,2019,11525,V,2,2019,10,V,2,2019,12,V,1,2019,16,V,1,2019,10,V,2,2019,13,V,1,2019,14,V,1,2019,12.5,V,2,2019
19005364,5.5,NV,2,2019,4.25,NRA,1,2019,10.6,V,1,2019,14,V,1,2019,7,NV,2,2019,13,V,1,2019,9058,NV,2,2019,13,V,1,2019,6,NV,2,2019,14,V,1,2019,9,NV,2,2019,10,V,2,2019,13,V,1,2019,10833,NV,2,2019
19005472,3575,NRA,1,2019,5,NV,2,2019,11.2,V,1,2019,16.6,V,1,2019,7,NV,2,2019,17,V,1,2019,10063,NV,2,2019,11,V,1,2019,10,V,2,2019,14,V,1,2019,10,V,2,2019,17,V,1,2019,16,V,1,2019,13,V,2,2019
19005477,2.5,NRA,1,2019,3,NRA,1,2019,7,NV,2,2019,11.2,V,1,2019,10,V,2,2019,11.25,V,1,2019,7492,NV,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,10,V,1,2019,11,V,1,2019,13.5,V,1,2019,11417,V,2,2019
19005490,2.3,NRA,1,2019,3,NRA,1,2019,6.2,NV,2,2019,5,NV,2,2019,6.6,NV,2,2019,11,V,1,2019,5683,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19005501,7,AC,2,2019,7,AC,2,2019,10.8,V,1,2019,14,V,1,2019,10,V,2,2019,13.5,V,1,2019,10383,V,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,13,V,1,2019,13,V,1,2019,14,V,1,2019,12333,V,2,2019
19005506,3.3,NRA,1,2019,5.75,NV,2,2019,4.2,NRA,1,2019,8.6,NV,2,2019,4.6,NRA,1,2019,0,NRA,1,2019,4408,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19005516,10.05,V,1,2019,10,V,2,2019,11,V,1,2019,11.2,V,1,2019,12.2,V,1,2019,14,V,1,2019,11408,V,2,2019,13.5,V,1,2019,14,V,1,2019,12,V,1,2019,16,V,1,2019,13,V,1,2019,15,V,1,2019,13917,V,1,2019
19005517,2575,NRA,1,2019,10,V,1,2019,7.5,NV,2,2019,11.8,V,1,2019,7.4,NV,2,2019,11,V,1,2019,8379,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19005550,10.27,V,1,2019,7,AC,2,2019,13.2,V,1,2019,16.8,V,1,2019,11.6,V,1,2019,15.75,V,1,2019,12437,V,2,2019,10,V,2,2019,16,V,1,2019,16,V,1,2019,13,V,1,2019,11,V,1,2019,16,V,1,2019,13667,V,2,2019
19005551,8.4,AC,2,2019,7.5,AC,2,2019,10,V,1,2019,11.8,V,1,2019,10,V,2,2019,12.75,V,1,2019,10075,V,2,2019,14,V,1,2019,16,V,1,2019,12,V,1,2019,12,V,1,2019,12,V,1,2019,11,V,1,2019,12833,V,1,2019
19005840,12.82,V,1,2019,11.5,V,1,2019,15.8,V,1,2019,19,V,1,2019,10,V,1,2019,16.5,V,1,2019,14.27,V,1,2019,13,V,1,2019,14,V,1,2019,18,V,1,2019,12,V,1,2019,17,V,1,2019,14,V,1,2019,14667,V,1,2019
19005899,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19006130,7,AC,2,2019,7.25,AC,2,2019,12,V,1,2019,18,V,1,2019,7.5,AC,2,2019,17.5,V,1,2019,11542,V,2,2019,11,V,1,2019,12,V,1,2019,14,V,1,2019,12,V,1,2019,13,V,1,2019,16,V,1,2019,13,V,1,2019
