COD_ETU,Note : TLGE1104,Résultat : TLGE1104,Session : TLGE1104,Année : TLGE1104,Note : TLGE1204,Résultat : TLGE1204,Session : TLGE1204,Année : TLGE1204,Note : TLGE1304,Résultat : TLGE1304,Session : TLGE1304,Année : TLGE1304,Note : TLGE1404,Résultat : TLGE1404,Session : TLGE1404,Année : TLGE1404,Note : TLGE1504,Résultat : TLGE1504,Session : TLGE1504,Année : TLGE1504,Note : TLGE1604,Résultat : TLGE1604,Session : TLGE1604,Année : TLGE1604,Note : TLGE1004,Résultat : TLGE1004,Session : TLGE1004,Année : TLGE1004,Note : TLGE2104,Résultat : TLGE2104,Session : TLGE2104,Année : TLGE2104,Note : TLGE2204,Résultat : TLGE2204,Session : TLGE2204,Année : TLGE2204,Note : TLGE2304,Résultat : TLGE2304,Session : TLGE2304,Année : TLGE2304,Note : TLGE2404,Résultat : TLGE2404,Session : TLGE2404,Année : TLGE2404,Note : TLGE2504,Résultat : TLGE2504,Session : TLGE2504,Année : TLGE2504,Note : TLGE2604,Résultat : TLGE2604,Session : TLGE2604,Année : TLGE2604,Note : TLGE2004,Résultat : TLGE2004,Session : TLGE2004,Année : TLGE2004
19006513,7,NV,2,2019,6.5,NV,2,2019,10,V,1,2019,13.2,V,1,2019,8,NV,2,2019,10,V,1,2019,9117,NV,2,2019,10,V,2,2019,16,V,1,2019,14,V,1,2019,10,V,2,2019,10,V,2,2019,11,V,1,2019,11833,V,2,2019
19006739,7,AC,2,2019,7,AC,2,2019,10.6,V,1,2019,14.8,V,1,2019,10,V,2,2019,11.25,V,1,2019,10108,V,2,2019,11,V,1,2019,10,V,2,2019,14,V,1,2019,11,V,1,2019,14,V,1,2019,13,V,1,2019,12167,V,2,2019
19007083,3.75,NRA,1,2019,5,NV,2,2019,10.2,V,1,2019,4.8,NRA,1,2019,10,V,2,2019,9.25,NV,2,2019,7167,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19007368,10,V,2,2019,10.5,V,1,2019,13.4,V,1,2019,12,V,1,2019,11.75,V,1,2019,11,V,1,2019,11442,V,2,2019,10,V,1,2019,14,V,1,2019,16,V,1,2019,11,V,1,2019,12,V,1,2019,16,V,1,2019,13167,V,1,2019
19007646,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.2,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.033,NV,2,2019,0,NV,2,2019,4,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,13,V,1,2019,2833,NV,2,2019
19007680,2588,NRA,1,2019,5.25,NV,2,2019,7,NV,2,2019,10.2,V,1,2019,1.2,NRA,1,2019,10,V,2,2019,6.04,NV,2,2019,10,V,2,2019,12,V,1,2019,12,V,1,2019,10,V,2,2019,13,V,1,2019,14,V,1,2019,11833,V,2,2019
19008029,10,V,2,2019,10,V,1,2019,11.1,V,1,2019,16.6,V,1,2019,8,AC,2,2019,10,V,1,2019,10.95,V,2,2019,17,V,1,2019,10,V,1,2019,16,V,1,2019,17,V,1,2019,10,V,1,2019,14.5,V,1,2019,14083,V,1,2019
19008057,1.15,NRA,1,2019,5,NV,2,2019,6.2,NV,2,2019,7.4,NV,2,2019,7,NV,2,2019,16.75,V,1,2019,7.25,NV,2,2019,8.5,NV,2,2019,14,V,1,2019,10,V,2,2019,6,NV,2,2019,12,V,1,2019,11,V,1,2019,10.25,NV,2,2019
19008238,7,AC,2,2019,7,AC,2,2019,11.6,V,1,2019,13,V,1,2019,10.8,V,1,2019,14.25,V,1,2019,10608,V,2,2019,16.5,V,1,2019,10,V,2,2019,16,V,1,2019,12,V,1,2019,13,V,1,2019,17,V,1,2019,14083,V,2,2019
19008247,7.5,NV,2,2019,5.25,NV,2,2019,10.8,V,1,2019,16,V,1,2019,4.4,NRA,1,2019,12.5,V,1,2019,9408,NV,2,2019,13.5,V,1,2019,10,V,2,2019,16,V,1,2019,10,V,1,2019,12,V,1,2019,14,V,1,2019,12583,V,2,2019
19008250,0,NRA,1,2019,1.5,NRA,1,2019,8,NV,2,2019,14,V,1,2019,5,NV,2,2019,8.5,NV,2,2019,6167,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,5,NV,2,2019,7,NV,2,2019,0,NV,2,2019,2,NV,2,2019
19008303,7,AC,2,2019,7,AC,2,2019,10,V,2,2019,16.2,V,1,2019,10.8,V,1,2019,10,V,1,2019,10167,V,2,2019,10,V,2,2019,10,V,2,2019,12,V,1,2019,12,V,1,2019,10,V,2,2019,12.5,V,1,2019,11083,V,2,2019
19008537,8.6,NV,2,2019,7.25,NV,2,2019,8,NV,2,2019,11.6,V,1,2019,5.3,NV,2,2019,11.5,V,1,2019,8708,NV,2,2019,16,V,1,2019,16,V,1,2019,20,V,1,2019,13,V,1,2019,12,V,1,2019,15,V,1,2019,15333,V,1,2019
19008667,.825,NRA,1,2019,2.25,NRA,1,2019,10.2,V,1,2019,1.5,NRA,1,2019,5,NV,2,2019,10,V,2,2019,4963,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19008769,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.2,NRA,1,2019,0,NRA,1,2019,7,NV,2,2019,1.2,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19008843,.25,NRA,1,2019,0,NRA,1,2019,4.6,NRA,1,2019,11.2,V,1,2019,7,NV,2,2019,12.5,V,1,2019,5925,NV,2,2019,18,V,1,2019,14,V,1,2019,18,V,1,2019,10,V,2,2019,12,V,1,2019,0,NV,2,2019,12,NV,2,2019
19008886,.908,NRA,1,2019,3.25,NRA,1,2019,7.6,NV,2,2019,12,V,1,2019,7,NV,2,2019,13,V,1,2019,7293,NV,2,2019,13,V,1,2019,16,V,1,2019,18,V,1,2019,17,V,1,2019,10,V,1,2019,16,V,1,2019,15,V,1,2019
19008897,2975,NRA,1,2019,2.75,NRA,1,2019,10,V,1,2019,7,NV,2,2019,4.3,NRA,1,2019,.5,NRA,1,2019,4588,NV,2,2019,12,V,1,2019,6,NV,2,2019,10,V,2,2019,11,V,1,2019,10,V,2,2019,10,V,2,2019,9833,NV,2,2019
19008902,7,AC,2,2019,10,V,2,2019,10,V,1,2019,16.6,V,1,2019,10,V,2,2019,17.5,V,1,2019,11.85,V,2,2019,10,V,2,2019,10,V,2,2019,14,V,1,2019,11,V,1,2019,13,V,1,2019,14,V,1,2019,12,V,2,2019
19008907,7,AC,2,2019,7,AC,2,2019,10,V,1,2019,13,V,1,2019,12,V,1,2019,14,V,1,2019,10.5,V,2,2019,11.25,V,1,2019,14,V,1,2019,18,V,1,2019,13,V,1,2019,12,V,1,2019,16,V,1,2019,14042,V,1,2019
19008916,10,V,2,2019,17.5,V,1,2019,12.8,V,1,2019,17.8,V,1,2019,12,V,1,2019,11.25,V,1,2019,13558,V,2,2019,12.5,V,1,2019,10,V,2,2019,10,V,1,2019,11,V,1,2019,13,V,1,2019,15,V,1,2019,11917,V,2,2019
19008956,5075,NV,2,2019,2.75,NRA,1,2019,7.8,NV,2,2019,7.6,NV,2,2019,6.6,NV,2,2019,15,V,1,2019,7471,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19008979,13825,V,1,2019,14.75,V,1,2019,15.2,V,1,2019,18.6,V,1,2019,10.8,V,1,2019,11.5,V,1,2019,14113,V,1,2019,13,V,1,2019,12,V,1,2019,20,V,1,2019,15,V,1,2019,10,V,2,2019,13,V,1,2019,13833,V,2,2019
19008980,7,AC,2,2019,10.75,V,1,2019,10.4,V,1,2019,11.2,V,1,2019,10,V,2,2019,13,V,1,2019,10392,V,2,2019,12.5,V,1,2019,10,V,1,2019,12,V,1,2019,9,AC,2,2019,10,V,2,2019,12,V,1,2019,10917,V,2,2019
19008982,.125,NRA,1,2019,0,NRA,1,2019,2.6,NRA,1,2019,1.4,NRA,1,2019,7,NV,2,2019,12,V,1,2019,3854,NV,2,2019,12,V,1,2019,12,V,1,2019,14,V,1,2019,13,V,1,2019,14,V,1,2019,12,V,1,2019,12833,V,1,2019
19009040,2225,NRA,1,2019,4,NRA,1,2019,7.5,NV,2,2019,3.4,NRA,1,2019,4.9,NRA,1,2019,13.75,V,1,2019,5963,NV,2,2019,14.5,V,1,2019,14,V,1,2019,20,V,1,2019,12,V,1,2019,15,V,1,2019,13,V,1,2019,14.75,V,1,2019
19009041,.45,NRA,1,2019,0,NRA,1,2019,8.6,NV,2,2019,11.2,V,1,2019,6.1,NV,2,2019,13.5,V,1,2019,6642,NV,2,2019,14.5,V,1,2019,14,V,1,2019,16,V,1,2019,13,V,1,2019,15,V,1,2019,14,V,1,2019,14417,V,1,2019
19009045,1.25,NRA,1,2019,1.5,NRA,1,2019,7.5,NV,2,2019,1.6,NRA,1,2019,4.8,NRA,1,2019,15,V,1,2019,5275,NV,2,2019,12.5,V,1,2019,10,V,1,2019,12,V,1,2019,12,V,1,2019,16,V,1,2019,15,V,1,2019,12917,V,1,2019
19009083,10,V,2,2019,11.5,V,1,2019,10.6,V,1,2019,15,V,1,2019,8,AC,2,2019,13.25,V,1,2019,11392,V,2,2019,10,V,2,2019,16,V,1,2019,12,V,1,2019,10,V,1,2019,10,V,2,2019,13,V,1,2019,11833,V,2,2019
19009108,2.85,NRA,1,2019,2.75,NRA,1,2019,8,NV,2,2019,4.4,NRA,1,2019,4.25,NRA,1,2019,13,V,1,2019,5875,NV,2,2019,10,V,2,2019,4,NV,2,2019,0,NV,2,2019,10,V,2,2019,13,V,1,2019,12,V,1,2019,8167,NV,2,2019
19009109,1.5,NRA,1,2019,10,V,2,2019,10.4,V,1,2019,10,V,2,2019,7,NV,2,2019,14,V,1,2019,8817,NV,2,2019,10,V,1,2019,10,V,2,2019,14,V,1,2019,11,V,1,2019,15,V,1,2019,16,V,1,2019,12667,V,2,2019
19009124,3358,NRA,1,2019,3.75,NRA,1,2019,7.5,NV,2,2019,14.6,V,1,2019,4.6,NRA,1,2019,13.25,V,1,2019,7843,NV,2,2019,12,V,1,2019,16,V,1,2019,12,V,1,2019,10,V,2,2019,13,V,1,2019,12,V,1,2019,12.5,V,2,2019
19009128,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009135,2938,NRA,1,2019,1,NRA,1,2019,10.8,V,1,2019,6.2,NV,2,2019,6.8,NV,2,2019,6.5,NV,2,2019,5706,NV,2,2019,11.75,V,1,2019,10,V,1,2019,16,V,1,2019,10,V,1,2019,9,AC,2,2019,14,V,1,2019,11792,V,2,2019
19009150,10.06,V,1,2019,10,V,2,2019,10,V,1,2019,13,V,1,2019,10.6,V,1,2019,10.25,V,1,2019,10652,V,2,2019,13.25,V,1,2019,12,V,1,2019,16,V,1,2019,13,V,1,2019,10,V,1,2019,15,V,1,2019,13208,V,1,2019
19009152,16185,V,1,2019,10.5,V,1,2019,14.8,V,1,2019,19,V,1,2019,13.8,V,1,2019,15.75,V,1,2019,15006,V,1,2019,10,V,2,2019,10,V,2,2019,9,AC,2,2019,10,V,2,2019,11,V,1,2019,16,V,1,2019,11,V,2,2019
19009188,1.32,NRA,1,2019,1.5,NRA,1,2019,10.4,V,1,2019,11.8,V,1,2019,10,V,2,2019,13.75,V,1,2019,8128,NV,2,2019,14,V,1,2019,18,V,1,2019,20,V,1,2019,0,NV,2,2019,10,V,1,2019,0,NV,2,2019,10333,NV,2,2019
19009192,4063,NRA,1,2019,3.75,NRA,1,2019,7.5,NV,2,2019,6.4,NV,2,2019,8.5,NV,2,2019,10,V,1,2019,6702,NV,2,2019,8.25,AC,2,2019,8,AC,2,2019,14,V,1,2019,14,V,1,2019,12,V,1,2019,13,V,1,2019,11542,V,2,2019
19009194,2.6,NRA,1,2019,5,NV,2,2019,7,NV,2,2019,8,NV,2,2019,10,V,2,2019,10.25,V,1,2019,7142,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009202,2275,NRA,1,2019,5,NV,2,2019,10,V,1,2019,13.2,V,1,2019,5,NV,2,2019,11.5,V,1,2019,7829,NV,2,2019,10,V,2,2019,10,V,2,2019,10,V,2,2019,10,V,1,2019,10,V,2,2019,12.5,V,1,2019,10417,V,2,2019
19009205,6.75,NV,2,2019,5,NV,2,2019,10,V,1,2019,12.4,V,1,2019,4.5,NRA,1,2019,11.25,V,1,2019,8317,NV,2,2019,11,V,1,2019,10,V,1,2019,18,V,1,2019,15,V,1,2019,15,V,1,2019,15,V,1,2019,14,V,1,2019
19009215,2.9,NRA,1,2019,5.25,NV,2,2019,13.6,V,1,2019,13,V,1,2019,10,V,1,2019,14.5,V,1,2019,9875,NV,2,2019,16,V,1,2019,10,V,2,2019,8,AC,2,2019,14,V,1,2019,11,V,1,2019,14,V,1,2019,12167,V,2,2019
19009219,8.5,AC,2,2019,12.5,V,1,2019,11,V,1,2019,15,V,1,2019,7,AC,2,2019,16.5,V,1,2019,11.75,V,2,2019,10,V,2,2019,10,V,2,2019,20,V,1,2019,10,V,1,2019,14,V,1,2019,15,V,1,2019,13167,V,2,2019
19009221,2868,NRA,1,2019,5,NV,2,2019,5.5,NV,2,2019,7,NV,2,2019,7,NV,2,2019,14.5,V,1,2019,6978,NV,2,2019,10,V,1,2019,10,V,2,2019,12,V,1,2019,10,V,2,2019,12,V,1,2019,10,V,2,2019,10667,V,2,2019
19009233,1788,NRA,1,2019,3.5,NRA,1,2019,7,NV,2,2019,2.6,NRA,1,2019,4,NRA,1,2019,13,V,1,2019,5315,NV,2,2019,8,NV,2,2019,4,NV,2,2019,8,NV,2,2019,0,NV,2,2019,10,V,2,2019,0,NV,2,2019,5,NV,2,2019
19009230,11.45,V,1,2019,11.25,V,1,2019,12.2,V,1,2019,17.4,V,1,2019,10.6,V,1,2019,13.5,V,1,2019,12733,V,1,2019,10,V,2,2019,10,V,1,2019,18,V,1,2019,10,V,2,2019,14,V,1,2019,15,V,1,2019,12833,V,2,2019
19009234,11.48,V,1,2019,10,V,2,2019,14,V,1,2019,18,V,1,2019,10,V,1,2019,13.75,V,1,2019,12872,V,2,2019,12.5,V,1,2019,14,V,1,2019,16,V,1,2019,11,V,1,2019,14,V,1,2019,14,V,1,2019,13583,V,1,2019
19009245,1,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.167,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009265,11138,V,1,2019,12.25,V,1,2019,16,V,1,2019,19,V,1,2019,10,V,2,2019,14,V,1,2019,13731,V,2,2019,10.5,V,1,2019,20,V,1,2019,12,V,1,2019,12,V,1,2019,16,V,1,2019,14,V,1,2019,14083,V,1,2019
19009276,.6,NRA,1,2019,0,NRA,1,2019,1.2,NRA,1,2019,.8,NRA,1,2019,5.1,NV,2,2019,11.25,V,1,2019,3158,NV,2,2019,12,V,1,2019,20,V,1,2019,16,V,1,2019,13,V,1,2019,10,V,2,2019,12,V,1,2019,13833,V,2,2019
19009280,1963,NRA,1,2019,5.5,NV,2,2019,10.4,V,1,2019,11.4,V,1,2019,5.5,NV,2,2019,10,V,2,2019,7461,NV,2,2019,9,AC,2,2019,10,V,2,2019,10,V,2,2019,10,V,2,2019,13,V,1,2019,12.5,V,1,2019,10.75,V,2,2019
19009366,10425,V,1,2019,4.25,NRA,1,2019,10.6,V,1,2019,10.8,V,1,2019,14.8,V,1,2019,16.5,V,1,2019,11229,NV,2,2019,10,V,2,2019,5,NV,2,2019,12,V,1,2019,10,V,2,2019,10,V,1,2019,15,V,1,2019,10333,NV,2,2019
19009396,.7,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,1.1,NRA,1,2019,5,NV,2,2019,10,V,2,2019,2.8,NV,2,2019,13,V,1,2019,16,V,1,2019,14,V,1,2019,10,V,2,2019,14,V,1,2019,10,V,2,2019,12833,V,2,2019
19009397,6,NV,2,2019,5.5,NV,2,2019,3.6,NRA,1,2019,10,V,2,2019,10,V,2,2019,10.5,V,1,2019,7.6,NV,2,2019,15,V,1,2019,16,V,1,2019,14,V,1,2019,13,V,1,2019,12,V,1,2019,15.5,V,1,2019,14.25,V,1,2019
19009398,2408,NRA,1,2019,2.75,NRA,1,2019,5,NV,2,2019,13,V,1,2019,7.6,NV,2,2019,10,V,1,2019,6793,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,14,V,1,2019,2333,NV,2,2019
19009401,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009408,1.6,NRA,1,2019,3.5,NRA,1,2019,1.2,NRA,1,2019,1.2,NRA,1,2019,3.4,NRA,1,2019,13.25,V,1,2019,4025,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,15,V,1,2019,2.5,NV,2,2019
19009436,10,V,2,2019,10,V,1,2019,10.8,V,1,2019,13,V,1,2019,7,AC,2,2019,12.75,V,1,2019,10592,V,2,2019,14,V,1,2019,14,V,1,2019,18,V,1,2019,10,V,1,2019,15,V,1,2019,15,V,1,2019,14333,V,1,2019
19009563,0,NRA,1,2019,0,NRA,1,2019,1.2,NRA,1,2019,.8,NRA,1,2019,5.9,NV,2,2019,4.5,NRA,1,2019,2067,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009587,10,V,2,2019,11,V,1,2019,10.4,V,1,2019,15.2,V,1,2019,10,V,2,2019,14.5,V,1,2019,11.85,V,2,2019,10,V,2,2019,18,V,1,2019,20,V,1,2019,14,V,1,2019,13,V,1,2019,16,V,1,2019,15167,V,2,2019
19009590,4.41,NRA,1,2019,2.5,NRA,1,2019,5.4,NV,2,2019,4.6,NRA,1,2019,7.2,NV,2,2019,11.5,V,1,2019,5935,NV,2,2019,0,NV,2,2019,0,NV,2,2019,20,V,1,2019,0,NV,2,2019,10,V,1,2019,10,V,2,2019,6667,NV,2,2019
19009603,3,NRA,1,2019,4,NRA,1,2019,13.2,V,1,2019,10.8,V,1,2019,10.85,V,1,2019,10,V,1,2019,8642,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,8,NV,2,2019,0,NV,2,2019,0,NV,2,2019,1333,NV,2,2019
19009634,1.85,NRA,1,2019,10,V,2,2019,10.2,V,1,2019,13,V,1,2019,4.6,NRA,1,2019,12,V,1,2019,8608,NV,2,2019,15.5,V,1,2019,5,NV,2,2019,16,V,1,2019,11,V,1,2019,10,V,2,2019,12,V,1,2019,11583,NV,2,2019
19009635,7,NV,2,2019,3,NRA,1,2019,4.8,NRA,1,2019,11.6,V,1,2019,5.5,NV,2,2019,6,NV,2,2019,6317,NV,2,2019,10.5,V,1,2019,16,V,1,2019,16,V,1,2019,13,V,1,2019,14,V,1,2019,10,V,1,2019,13.25,V,1,2019
19009638,3163,NRA,1,2019,6,NV,2,2019,7.5,NV,2,2019,14.4,V,1,2019,11.4,V,1,2019,14.5,V,1,2019,9494,NV,2,2019,10,V,2,2019,10,V,2,2019,16,V,1,2019,10,V,1,2019,10,V,2,2019,14,V,1,2019,11667,V,2,2019
19009639,9435,NV,2,2019,10,V,1,2019,12.2,V,1,2019,12.2,V,1,2019,12.9,V,1,2019,0,NRA,1,2019,9456,NV,2,2019,0,NV,2,2019,16,V,1,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,2667,NV,2,2019
19009643,.9,NRA,1,2019,0,NRA,1,2019,10.2,V,1,2019,2.8,NRA,1,2019,6,NV,2,2019,10,V,2,2019,4983,NV,2,2019,11.5,V,1,2019,14,V,1,2019,14,V,1,2019,13,V,1,2019,14,V,1,2019,11,V,1,2019,12917,V,1,2019
19009646,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.4,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.067,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009652,.87,NRA,1,2019,2,NRA,1,2019,3.4,NRA,1,2019,6.8,NV,2,2019,4,NRA,1,2019,0,NRA,1,2019,2845,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009733,4.15,NRA,1,2019,5.75,NV,2,2019,8.5,NV,2,2019,10,V,1,2019,10,V,2,2019,13.5,V,1,2019,8.65,NV,2,2019,12.25,V,1,2019,14,V,1,2019,20,V,1,2019,13,V,1,2019,11,V,1,2019,13,V,1,2019,13875,V,1,2019
19009742,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019
19009906,3695,NRA,1,2019,10.5,V,1,2019,10,V,2,2019,14.2,V,1,2019,6,NV,2,2019,10,V,1,2019,9066,NV,2,2019,11.5,V,1,2019,14,V,1,2019,20,V,1,2019,13,V,1,2019,10,V,1,2019,12.5,V,1,2019,13.5,V,1,2019
19009909,10075,V,1,2019,7,AC,2,2019,10.6,V,1,2019,15,V,1,2019,11.8,V,1,2019,14.25,V,1,2019,11454,V,2,2019,11.5,V,1,2019,14,V,1,2019,12,V,1,2019,16,V,1,2019,14,V,1,2019,14,V,1,2019,13583,V,1,2019
19009913,11.95,V,1,2019,7,AC,2,2019,10.6,V,1,2019,12.8,V,1,2019,12.2,V,1,2019,13.75,V,1,2019,11383,V,2,2019,10,V,1,2019,14,V,1,2019,16,V,1,2019,15,V,1,2019,14,V,1,2019,16,V,1,2019,14167,V,1,2019
19009914,10,V,2,2019,7,AC,2,2019,10,V,1,2019,14.2,V,1,2019,10.1,V,1,2019,13.25,V,1,2019,10758,V,2,2019,12.25,V,1,2019,14,V,1,2019,10,V,1,2019,16,V,1,2019,10,V,2,2019,15,V,1,2019,12875,V,2,2019
19009918,10,V,2,2019,10,V,2,2019,11.6,V,1,2019,14.8,V,1,2019,11.1,V,1,2019,10.75,V,1,2019,11375,V,2,2019,10,V,1,2019,14,V,1,2019,12,V,1,2019,13,V,1,2019,10,V,1,2019,14,V,1,2019,12167,V,1,2019
19009923,11688,V,1,2019,10,V,2,2019,10.4,V,1,2019,15,V,1,2019,10,V,1,2019,10.75,V,1,2019,11306,V,2,2019,13,V,1,2019,16,V,1,2019,16,V,1,2019,12,V,1,2019,11,V,1,2019,14.5,V,1,2019,13.75,V,1,2019
19009979,3188,NRA,1,2019,4.25,NRA,1,2019,10,V,1,2019,14.8,V,1,2019,10.1,V,1,2019,10,V,2,2019,8723,NV,2,2019,7.5,NV,2,2019,2,NV,2,2019,0,NV,2,2019,16,V,1,2019,5,NV,2,2019,15,V,1,2019,7583,NV,2,2019
19010030,10038,V,1,2019,10,V,1,2019,12,V,1,2019,14.2,V,1,2019,7,AC,2,2019,11,V,1,2019,10706,V,2,2019,11,V,1,2019,14,V,1,2019,20,V,1,2019,16,V,1,2019,13,V,1,2019,12.5,V,1,2019,14417,V,1,2019
19010104,6,NV,2,2019,3,NRA,1,2019,7,NV,2,2019,8,NV,2,2019,7,NV,2,2019,10,V,2,2019,6833,NV,2,2019,11,V,1,2019,10,V,2,2019,18,V,1,2019,11,V,1,2019,13,V,1,2019,13,V,1,2019,12667,V,2,2019
19010225,3938,NRA,1,2019,5.25,NV,2,2019,10,V,2,2019,11.8,V,1,2019,10.8,V,1,2019,10,V,1,2019,8631,NV,2,2019,10.5,V,1,2019,12,V,1,2019,14,V,1,2019,10,V,1,2019,13,V,1,2019,14,V,1,2019,12.25,V,1,2019
19010232,10,V,2,2019,10,V,2,2019,12.3,V,1,2019,12.4,V,1,2019,7,AC,2,2019,12.25,V,1,2019,10658,V,2,2019,12.5,V,1,2019,12,V,1,2019,10,V,1,2019,12,V,1,2019,15,V,1,2019,13,V,1,2019,12417,V,1,2019
19010233,4758,NRA,1,2019,3,NRA,1,2019,10.4,V,1,2019,12.8,V,1,2019,8,NV,2,2019,15.5,V,1,2019,9076,NV,2,2019,10.5,V,1,2019,10,V,1,2019,18,V,1,2019,13,V,1,2019,11,V,1,2019,16,V,1,2019,13083,V,1,2019
19010272,18365,V,1,2019,10.5,V,1,2019,16.6,V,1,2019,19,V,1,2019,12.1,V,1,2019,15.25,V,1,2019,15303,V,1,2019,13,V,1,2019,20,V,1,2019,16,V,1,2019,12,V,1,2019,13,V,1,2019,14,V,1,2019,14667,V,1,2019
19010278,7,AC,2,2019,10,V,2,2019,10.4,V,1,2019,10,V,2,2019,8,AC,2,2019,14.75,V,1,2019,10025,V,2,2019,10,V,2,2019,10,V,1,2019,10,V,1,2019,8,AC,2,2019,13,V,1,2019,15,V,1,2019,11,V,2,2019
19010279,8,AC,2,2019,7.5,AC,2,2019,10.4,V,1,2019,15.4,V,1,2019,10.8,V,1,2019,12.75,V,1,2019,10808,V,2,2019,10,V,2,2019,20,V,1,2019,10,V,1,2019,10,V,1,2019,12,V,1,2019,14,V,1,2019,12667,V,2,2019
19010281,10,V,2,2019,1,NRA,1,2019,7,NV,2,2019,8.2,NV,2,2019,6,NV,2,2019,13.25,V,1,2019,7575,NV,2,2019,17.5,V,1,2019,12,V,1,2019,14,V,1,2019,10,V,2,2019,11,V,1,2019,14,V,1,2019,13083,V,2,2019
19010349,1.72,NRA,1,2019,1.75,NRA,1,2019,7.5,NV,2,2019,2.6,NRA,1,2019,6.4,NV,2,2019,14.25,V,1,2019,5703,NV,2,2019,10,V,1,2019,14,V,1,2019,10,V,2,2019,13,V,1,2019,13,V,1,2019,14,V,1,2019,12333,V,2,2019
19010558,2.1,NRA,1,2019,1.5,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,.6,NV,2,2019,10,V,1,2019,16,V,1,2019,20,V,1,2019,15,V,1,2019,14,V,1,2019,11,V,1,2019,14333,V,1,2019
19010728,12.9,V,1,2019,10,V,2,2019,14,V,1,2019,15.2,V,1,2019,12,V,1,2019,14.25,V,1,2019,13058,V,2,2019,16.5,V,1,2019,14,V,1,2019,20,V,1,2019,15,V,1,2019,10,V,1,2019,17,V,1,2019,15417,V,1,2019
19010773,10,V,2,2019,7,AC,2,2019,11.6,V,1,2019,10,V,1,2019,10,V,2,2019,12.25,V,1,2019,10142,V,2,2019,14.25,V,1,2019,10,V,1,2019,14,V,1,2019,10,V,2,2019,10,V,1,2019,14,V,1,2019,12042,V,2,2019
