COD_ETU,Note : TLMI4104,Résultat : TLMI4104,Session : TLMI4104,Année : TLMI4104,Note : TLMI4204,Résultat : TLMI4204,Session : TLMI4204,Année : TLMI4204,Note : TLMI4304,Résultat : TLMI4304,Session : TLMI4304,Année : TLMI4304,Note : TLMI4404,Résultat : TLMI4404,Session : TLMI4404,Année : TLMI4404,Note : TLMI4504,Résultat : TLMI4504,Session : TLMI4504,Année : TLMI4504,Note : TLMI4604,Résultat : TLMI4604,Session : TLMI4604,Année : TLMI4604,Note : TLMI4004,Résultat : TLMI4004,Session : TLMI4004,Année : TLMI4004,Note : TLMI3104,Résultat : TLMI3104,Session : TLMI3104,Année : TLMI3104,Note : TLMI3204,Résultat : TLMI3204,Session : TLMI3204,Année : TLMI3204,Note : TLMI3304,Résultat : TLMI3304,Session : TLMI3304,Année : TLMI3304,Note : TLMI3404,Résultat : TLMI3404,Session : TLMI3404,Année : TLMI3404,Note : TLMI3504,Résultat : TLMI3504,Session : TLMI3504,Année : TLMI3504,Note : TLMI3604,Résultat : TLMI3604,Session : TLMI3604,Année : TLMI3604,Note : TLMI3004,Résultat : TLMI3004,Session : TLMI3004,Année : TLMI3004
16001082,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019
16001090,10,V,1,2018,11099,V,1,2017,13,V,1,2019,10,V,1,2018,15,V,1,2019,12.45,V,1,2017,11925,V,1,2019,10,V,2,2019,7,AC,2,2019,7,AC,2,2019,10.5,V,1,2017,10,V,2,2018,15875,V,1,2017,10063,V,2,2019
16001153,11.25,V,1,2019,10,V,2,2019,10,V,2,2019,11,V,1,2019,13,V,1,2019,10,V,2,2019,10875,V,2,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,10,V,2,2018,10.5,V,1,2018,3417,NV,2,2019
16001233,,,,,,,,,,,,,,,,,10,V,2,2019,14,V,1,2019,,,1,2019,,,,,5.8,NV,2,2019,3.2,NRA,1,2019,12.5,V,1,2019,10,V,2,2019,10,V,2,2018,,,1,2019
16001288,11.25,V,1,2019,11525,V,1,2018,16,V,1,2019,10,V,1,2019,15,V,1,2019,10,V,2,2017,12296,V,1,2019,11.7,V,1,2019,10,V,2,2019,9.3,AC,2,2019,13.5,V,1,2017,10575,V,1,2018,10,V,2,2017,10846,V,2,2019
16001328,,,,,10,V,2,2019,,,,,15,V,1,2019,15,V,1,2019,10.25,V,1,2017,,,1,2019,2.8,NRA,1,2019,1.6,NRA,1,2019,1.2,NRA,1,2019,17.75,V,1,2017,3.6,NRA,1,2019,10,V,2,2017,6158,NV,2,2019
16001346,10,V,2,2018,10.3,V,1,2018,16,V,1,2019,15,V,1,2019,10,V,2,2018,10.4,V,1,2018,11.95,V,1,2019,8.8,AC,2,2019,10.4,V,1,2019,7.1,AC,2,2019,15,V,1,2017,11125,V,1,2018,10,V,1,2017,10404,V,2,2019
16001358,10,V,2,2019,10,V,2,2019,11,V,1,2019,,,,,14,V,1,2019,,,,,,,1,2019,10.9,V,1,2019,10,V,1,2018,6.3,NV,2,2019,10,V,2,2018,11176,V,1,2019,10,V,2,2018,9729,NV,2,2019
16001418,14.25,V,1,2019,10,V,2,2019,7,AC,2,2019,10.5,V,1,2018,13,V,1,2019,11,V,1,2019,10958,V,2,2019,10,V,2,2019,4,NRA,1,2019,1.6,NRA,1,2019,19.5,V,1,2017,10,V,2,2019,11,V,1,2019,9.35,NV,2,2019
16001447,10.75,V,1,2017,14001,V,1,2017,12,V,1,2019,11.5,V,1,2018,11.1,V,1,2018,12.55,V,1,2017,11984,V,1,2019,13.4,V,1,2018,9.4,AC,2,2019,11.4,V,1,2019,16,V,1,2017,13.5,V,1,2018,11875,V,1,2017,12596,V,2,2019
16001455,11.25,V,1,2019,11875,V,1,2018,11,V,1,2019,10,V,1,2018,14.1,V,1,2018,10.4,V,1,2017,11438,V,1,2019,9.1,AC,2,2018,9,AC,2,2018,10.85,V,1,2018,11.25,V,1,2017,15.25,V,1,2018,12.25,V,1,2017,11283,V,2,2018
16001511,10,V,2,2018,10,V,2,2018,9,AC,2,2019,10,V,1,2018,10,V,2,2018,10,V,2,2017,9833,AC,2,2019,10,V,2,2018,10,V,2,2018,7,AC,2,2019,10,V,2,2018,13525,V,1,2018,10,V,2,2017,10088,V,2,2019
16001529,10,V,2,2019,12.55,V,1,2019,10,V,2,2019,10,V,1,2019,,,,,10,V,2,2017,,,1,2019,4.2,NRA,1,2019,3.6,NRA,1,2019,3,NRA,1,2019,10,V,2,2017,10.6,V,1,2018,11.75,V,1,2017,7192,NV,2,2019
16001661,10.75,V,1,2017,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,1792,NV,2,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,10,V,2,2017,10.55,V,1,2017,10,V,2,2018,5092,NV,2,2019
16001899,10,V,2,2018,12.15,V,1,2018,12,V,1,2019,12,V,1,2019,13,V,1,2019,10,V,2,2017,11525,V,1,2019,10,V,2,2019,12.8,V,1,2019,7.2,AC,2,2019,10,V,2,2018,10,V,2,2018,10,V,2,2017,10,V,2,2019
16001999,10,V,2,2019,10,V,1,2019,,,,,10,V,2,2019,12.5,V,1,2019,10.45,V,1,2017,,,1,2019,2.8,NRA,1,2019,1.8,NRA,1,2019,1.1,NRA,1,2019,10,V,2,2018,10,V,2,2019,14.5,V,1,2017,6.7,NV,2,2019
16002056,0,NV,2,2019,12.6,V,1,2018,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,13.6,V,1,2017,4367,NV,2,2019,4,NRA,1,2019,11.8,V,1,2019,,,,,10,V,1,2017,10,V,2,2019,15125,V,1,2017,,NV,2,2019
16003729,10,V,2,2018,13.53,V,1,2017,10,V,1,2019,12,V,1,2019,10,V,2,2018,14.2,V,1,2017,11622,V,1,2019,7.5,AC,2,2018,10,V,2,2018,8.75,AC,2,2018,16.75,V,1,2017,10,V,2,2018,15375,V,1,2017,11396,V,2,2018
16004163,11.45,V,1,2018,13.95,V,1,2019,,,,,12,V,1,2019,13,V,1,2019,13.35,V,1,2017,,,1,2019,4.75,NRA,1,2019,2.4,NRA,1,2019,7.5,NV,2,2019,15.75,V,1,2017,10075,V,1,2018,10,V,2,2018,8413,NV,2,2019
16005397,10,V,2,2018,10,V,2,2019,11.5,V,1,2019,10,V,2,2019,13,V,1,2019,13,V,1,2019,11.25,V,2,2019,,,,,10.8,V,1,2019,,,,,8,NV,2,2019,10662,V,1,2019,11875,V,1,2018,,,1,2019
16005554,11.25,V,1,2019,,,,,,,,,7,NV,2,2019,,,,,10,V,2,2017,,,1,2019,,,,,,,,,0,NRA,1,2019,0,NRA,1,2019,1.8,NRA,1,2019,16.25,V,1,2017,,,1,2019
17000924,13.5,V,1,2019,12.05,V,1,2019,,,,,10,V,1,2019,14,V,1,2019,10,V,2,2018,,,1,2019,3.6,NRA,1,2019,,,,,,,,,7,NV,2,2019,10.8,V,1,2019,13.75,V,1,2018,,,1,2019
17001986,12.1,V,1,2018,10,V,1,2018,7.5,AC,2,2018,10,V,2,2018,11.8,V,1,2018,10,V,2,2018,10233,V,2,2018,8.25,AC,2,2019,10,V,2,2019,7.2,AC,2,2019,10.55,V,1,2018,11.9,V,1,2018,13.75,V,1,2018,10275,V,2,2019
17002059,,,,,10,V,2,2019,,,,,3,NV,2,2019,,,,,,,,,,,1,2019,2.9,NRA,1,2019,,,,,.2,NRA,1,2019,12.95,V,1,2018,10,V,2,2019,10,V,2,2018,,,1,2019
17002180,11.5,V,1,2019,11763,V,1,2019,15,V,1,2019,12,V,1,2019,17,V,1,2019,16,V,1,2019,13877,V,1,2019,10.75,V,1,2019,11.2,V,1,2019,11.3,V,1,2019,15.5,V,1,2019,10826,V,1,2019,14,V,1,2019,12263,V,1,2019
17002457,10.25,V,1,2019,10388,V,1,2019,10,V,1,2019,10,V,1,2019,17.5,V,1,2019,10,V,2,2018,11356,V,1,2019,,,,,,,,,,,,,6,NV,2,2019,10,V,2,2019,10,V,1,2018,,,1,2019
17004263,11.35,V,1,2018,10,V,2,2019,,,,,,,,,7.5,NV,2,2019,11,V,1,2019,,,1,2019,10,V,2,2018,3.4,NRA,1,2019,12.3,V,1,2019,7,NV,2,2019,14.1,V,1,2019,12.5,V,1,2019,9883,NV,2,2019
17004774,11.5,V,1,2019,1125,NV,2,2019,,,,,13,V,1,2019,8,NV,2,2019,10,V,2,2019,,,1,2019,1.7,NRA,1,2019,4.8,NRA,1,2019,3.9,NRA,1,2019,5,NV,2,2019,10,V,2,2019,10,V,2,2018,5.9,NV,2,2019
17004781,13.25,V,1,2019,8.6,AC,2,2019,10,V,2,2019,14,V,1,2019,8,AC,2,2019,12,V,1,2019,10975,V,2,2019,8.35,AC,2,2019,7,AC,2,2019,10.8,V,1,2019,13.4,V,1,2018,13.3,V,1,2019,13375,V,1,2018,11038,V,2,2019
17005128,12,V,1,2019,12113,V,1,2019,13,V,1,2019,10,V,1,2018,12.3,V,1,2018,11.6,V,1,2018,11836,V,1,2019,9.05,AC,2,2019,7,AC,2,2019,10.1,V,1,2019,13.4,V,1,2018,15.7,V,1,2018,11.25,V,1,2018,11083,V,2,2019
17005358,12.5,V,1,2019,11.35,V,1,2018,17,V,1,2019,15,V,1,2019,11.8,V,1,2018,13.2,V,1,2018,13475,V,1,2019,11.8,V,1,2019,8.2,AC,2,2019,13.1,V,1,2019,10,V,2,2018,13,V,1,2018,15375,V,1,2018,11913,V,2,2019
17005517,10.85,V,1,2018,10,V,2,2018,11,V,1,2019,10,V,2,2019,13,V,1,2019,15.15,V,1,2018,11667,V,2,2019,7,AC,2,2019,12.4,V,1,2019,10,V,2,2019,11.6,V,1,2018,12362,V,1,2019,15125,V,1,2018,11415,V,2,2019
17005562,12.25,V,1,2019,7625,AC,2,2019,10,V,2,2019,11,V,1,2019,10,V,2,2019,13,V,1,2019,10646,V,2,2019,7,AC,2,2019,10,V,2,2019,7,AC,2,2019,10,V,2,2019,10938,V,1,2019,11.75,V,1,2018,9448,AC,2,2019
17005726,0,NV,2,2019,0,NV,2,2019,,,,,0,NV,2,2019,0,NV,2,2019,10,V,2,2018,,,1,2019,3.45,NRA,1,2019,8.8,NV,2,2019,3.4,NRA,1,2019,10,V,2,2018,10,V,2,2018,11.25,V,1,2018,7817,NV,2,2019
17005751,13.5,V,1,2019,11.45,V,1,2019,,,,,10,V,1,2019,15.5,V,1,2019,10,V,2,2018,,,1,2019,4.25,NRA,1,2019,3.8,NRA,1,2019,3.4,NRA,1,2019,12.35,V,1,2018,12788,V,1,2019,11875,V,1,2018,8077,NV,2,2019
17005961,10,V,2,2018,15,V,1,2018,11,V,1,2019,10,V,1,2018,10.9,V,1,2018,13.4,V,1,2018,11717,V,1,2019,8.5,AC,2,2019,10,V,2,2019,9.1,AC,2,2019,10,V,2,2018,11.65,V,1,2018,14625,V,1,2018,10646,V,2,2019
17005966,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,0,NV,2,2019
17005967,12,V,1,2019,10,V,2,2018,14,V,1,2019,10,V,1,2018,11,V,1,2019,10.35,V,1,2018,11225,V,1,2019,11.15,V,1,2019,8.8,AC,2,2019,10.6,V,1,2018,11,V,1,2019,12762,V,1,2019,10625,V,1,2018,10823,V,2,2019
17005992,13.5,V,1,2019,13838,V,1,2019,18,V,1,2019,12,V,1,2019,17,V,1,2019,10,V,2,2018,14056,V,1,2019,7,AC,2,2019,7,AC,2,2019,10.2,V,1,2019,12.5,V,1,2019,12412,V,1,2019,13,V,1,2018,10352,V,2,2019
17006009,,,,,,,,,,,,,,,,,10,V,1,2019,10,V,1,2019,,,1,2019,,,,,,,,,1.9,NRA,1,2019,15.5,V,1,2019,2488,NRA,1,2019,10,V,2,2018,,,1,2019
17006032,10.65,V,1,2018,10,V,2,2019,,,,,,,,,13,V,1,2019,11,V,1,2019,,,1,2019,10.05,V,1,2019,10.8,V,1,2019,11,V,1,2019,14.5,V,1,2019,13886,V,1,2019,11.25,V,1,2019,11914,V,1,2019
17006145,14.25,V,1,2019,10588,V,1,2019,9,AC,2,2019,13,V,1,2019,13,V,1,2019,10.05,V,1,2018,11648,V,2,2019,10,V,2,2019,7,AC,2,2019,10,V,2,2019,14,V,1,2019,12876,V,1,2019,10,V,2,2018,10646,V,2,2019
17006167,14,V,1,2019,12.5,V,1,2018,10,V,2,2019,13,V,1,2019,7,AC,2,2019,12,V,1,2019,11417,V,2,2019,8.15,AC,2,2019,8,AC,2,2019,10,V,2,2018,13.5,V,1,2019,13.2,V,1,2018,13.25,V,1,2019,11017,V,2,2019
17006189,13,V,1,2018,10,V,2,2018,19,V,1,2019,11,V,1,2019,17,V,1,2019,13,V,1,2019,13833,V,1,2019,9.55,AC,2,2019,8.2,AC,2,2019,10,V,2,2019,10.4,V,1,2018,10562,V,1,2019,10125,V,1,2018,9806,AC,2,2019
17006191,11.25,V,1,2019,10113,V,1,2019,7,AC,2,2019,13,V,1,2019,13,V,1,2019,15,V,1,2019,11561,V,2,2019,9.2,AC,2,2019,10,V,2,2019,10,V,2,2018,8,AC,2,2019,12.85,V,1,2018,10,V,2,2018,10008,V,2,2019
17006196,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019,,,,,,,,,,,,,10,V,2,2018,0,NRA,1,2019,4.75,NRA,1,2019,,,1,2019
17006197,,,,,,,,,,,,,,,,,0,NV,2,2019,0,NV,2,2019,,,1,2019,0,NRA,1,2019,,,,,,,,,0,NRA,1,2019,,,,,0,NRA,1,2019,,,1,2019
17006200,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,0,NV,2,2019,10,V,2,2018,1667,NV,2,2019,4.7,NRA,1,2019,4,NRA,1,2019,2,NRA,1,2019,10.8,V,1,2018,10,V,2,2019,10,V,2,2018,6917,NV,2,2019
17006271,12.5,V,1,2019,12,V,1,2019,,,,,11,V,1,2019,,,,,11.8,V,1,2018,,,1,2019,3.65,NRA,1,2019,,,,,,,,,12.5,V,1,2019,13.45,V,1,2019,13.25,V,1,2018,,,1,2019
17006279,10.6,V,1,2018,10.9,V,1,2018,10.3,V,1,2018,14.5,V,1,2018,8.5,AC,2,2018,9,AC,2,2018,10633,V,2,2018,7,AC,2,2019,13.4,V,1,2019,10,V,2,2018,16.4,V,1,2018,10,V,2,2018,10,V,2,2018,11133,V,2,2019
17006281,10,V,1,2019,8675,AC,2,2019,11,V,1,2019,12,V,1,2019,10.9,V,1,2018,13,V,1,2019,10929,V,2,2019,8,AC,2,2019,10,V,2,2018,10,V,2,2019,14.7,V,1,2018,11.9,V,1,2019,11,V,1,2018,10933,V,2,2019
17006283,10,V,2,2019,,,,,,,,,,,,,,,,,11,V,1,2019,,,1,2019,,,,,,,,,,,,,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,,,1,2019
17006290,10,V,2,2019,11.75,V,1,2018,17,V,1,2019,10,V,2,2019,14,V,1,2019,10.4,V,1,2018,12192,V,2,2019,10,V,2,2018,7,AC,2,2019,10.05,V,1,2019,10,V,2,2018,13425,V,1,2018,12.5,V,1,2018,10496,V,2,2019
17006296,11,V,1,2019,11875,V,1,2019,14,V,1,2019,10,V,1,2019,14,V,1,2019,12.7,V,1,2018,12263,V,1,2019,7,AC,2,2019,10,V,2,2019,10,V,2,2018,19.2,V,1,2018,11662,V,1,2019,10625,V,1,2018,11415,V,2,2019
17006299,11.5,V,1,2019,10838,V,1,2019,10,V,2,2019,10,V,2,2019,17,V,1,2019,14,V,1,2019,12223,V,2,2019,7,AC,2,2019,10.8,V,1,2019,10,V,1,2019,11,V,1,2019,15518,V,1,2019,15.25,V,1,2018,11595,V,2,2019
17006302,10.6,V,1,2018,10,V,2,2018,12,V,1,2019,10,V,1,2018,10.05,V,1,2018,11.4,V,1,2018,10675,V,1,2019,10,V,2,2018,10.6,V,1,2019,10,V,2,2018,15.4,V,1,2018,13425,V,1,2018,10,V,2,2018,11571,V,1,2019
17006307,10,V,2,2018,13225,V,1,2019,13,V,1,2019,13,V,1,2019,10.7,V,1,2018,14,V,1,2018,12321,V,1,2019,10,V,2,2019,2.8,NRA,1,2019,7.45,NV,2,2019,10,V,2,2018,12675,V,1,2018,15.75,V,1,2018,9779,NV,2,2019
17006316,,,,,,,,,,,,,10,V,2,2019,,,,,17.8,V,1,2019,,,1,2019,2.75,NRA,1,2019,2.6,NRA,1,2019,9,NV,2,2019,7.5,NV,2,2019,10.15,V,1,2019,10,V,1,2018,7,NV,2,2019
17006323,11.35,V,1,2018,11.3,V,1,2018,9,AC,2,2019,10,V,1,2019,10.4,V,1,2018,11,V,1,2019,10508,V,2,2019,8.85,AC,2,2019,10,V,2,2019,10,V,2,2018,10.2,V,1,2018,15.1,V,1,2018,14125,V,1,2018,11379,V,2,2019
17006327,10,V,2,2019,0,NV,2,2019,,,,,7,NV,2,2019,10,V,1,2019,10,V,2,2018,,,1,2019,8.6,NV,2,2019,8,NV,2,2019,1.6,NRA,1,2019,10,V,2,2018,9,NV,2,2019,10,V,2,2018,7867,NV,2,2019
17006334,16.25,V,1,2019,10,V,1,2018,7,AC,2,2019,12,V,1,2019,12,V,1,2018,15.65,V,1,2018,12.15,V,2,2019,8.55,AC,2,2019,14.2,V,1,2019,10,V,2,2019,10.4,V,1,2018,12.55,V,1,2018,16.25,V,1,2018,11992,V,2,2019
17006339,13.5,V,1,2019,12763,V,1,2019,17,V,1,2019,10,V,2,2019,17,V,1,2019,15,V,1,2019,14211,V,2,2019,4.15,NRA,1,2019,10,V,2,2019,5,NV,2,2019,6.5,NV,2,2019,11362,V,1,2019,10.5,V,1,2018,7919,NV,2,2019
17006343,11.3,V,1,2018,12338,V,1,2019,10,V,1,2019,13,V,1,2019,13,V,1,2019,10,V,2,2018,11606,V,1,2019,14,V,1,2019,7,AC,2,2019,10,V,2,2019,10.7,V,1,2018,10726,V,1,2019,10.25,V,1,2019,10446,V,2,2019
17006344,12.2,V,1,2018,10,V,1,2018,8,AC,2,2018,8,AC,2,2018,13.2,V,1,2018,10,V,2,2018,10233,V,2,2018,9.4,AC,2,2019,7.9,AC,2,2019,11.5,V,1,2019,10,V,2,2019,10.65,V,1,2019,10625,V,1,2018,10013,V,2,2019
17006345,13.5,V,1,2019,,,,,,,,,,,,,,,,,,,,,,,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17006348,12.25,V,1,2019,10.15,V,1,2019,11,V,1,2019,15,V,1,2019,13,V,1,2019,12,V,1,2019,12233,V,1,2019,7.3,AC,2,2019,10,V,2,2019,11.9,V,1,2019,10,V,2,2019,10.7,V,1,2018,10.25,V,1,2018,10025,V,2,2019
17006351,10.5,V,1,2019,10,V,1,2019,,,,,,,,,,,,,11,V,1,2019,,,1,2019,4.2,NRA,1,2019,4.6,NRA,1,2019,1.4,NRA,1,2019,7.5,NV,2,2019,,,,,10.75,V,1,2018,,,1,2019
17006381,11.5,V,1,2019,12.2,V,1,2019,18,V,1,2019,12,V,1,2019,17,V,1,2019,10.3,V,1,2018,13.5,V,1,2019,10,V,2,2019,10,V,1,2019,9.3,AC,2,2019,10,V,2,2018,10,V,2,2019,11625,V,1,2018,10154,V,2,2019
17006390,10.25,V,1,2019,11425,V,1,2019,11,V,1,2019,10,V,2,2018,17,V,1,2019,11.3,V,1,2018,11829,V,1,2019,7,NV,2,2019,3.2,NRA,1,2019,9,NV,2,2019,8,NV,2,2019,10,V,2,2018,10875,V,1,2018,8013,NV,2,2019
17006394,12,V,1,2019,11538,V,1,2019,,,,,,,,,13,V,1,2019,10,V,2,2019,,,1,2019,3.05,NRA,1,2019,7.4,NV,2,2019,1.7,NRA,1,2019,,,,,10,V,2,2018,11.25,V,1,2018,,,1,2019
17006397,10,V,1,2019,13938,V,1,2019,12,V,1,2019,10,V,1,2019,10.6,V,1,2018,11.3,V,1,2018,11306,V,1,2019,7,AC,2,2019,8,AC,2,2019,11.2,V,1,2019,12.7,V,1,2018,10.25,V,1,2018,11875,V,1,2018,10171,V,2,2019
17006399,,,,,,,,,,,,,,,,,11,V,1,2019,13,V,1,2019,,,1,2019,2.4,NRA,1,2019,8,NV,2,2019,5.4,NV,2,2019,7.5,NV,2,2019,10,V,2,2019,10125,V,1,2018,7238,NV,2,2019
17006401,8.25,NV,2,2019,11,V,1,2019,,,,,,,,,,,,,10,V,2,2019,,,1,2019,,,,,3.2,NRA,1,2019,2.2,NRA,1,2019,,,,,10,V,2,2019,11.5,V,1,2018,,,1,2019
17006404,11,V,1,2019,11588,V,1,2019,10,V,1,2019,11,V,1,2019,10,V,1,2019,14,V,1,2019,11265,V,1,2019,10.2,V,1,2019,7,AC,2,2019,7,AC,2,2019,13.65,V,1,2018,10.05,V,1,2018,12.75,V,1,2018,10108,V,2,2019
17006411,10,V,2,2018,10.8,V,1,2018,10,V,2,2019,10,V,2,2018,11.5,V,1,2019,11.8,V,1,2018,10683,V,2,2019,10,V,1,2019,12.6,V,1,2019,10.8,V,1,2019,13.75,V,1,2019,13525,V,1,2018,13375,V,1,2018,12342,V,1,2019
17006417,12.25,V,1,2019,10.9,V,1,2019,9,AC,2,2019,10,V,1,2019,13,V,1,2019,11,V,1,2018,11025,V,2,2019,14,V,1,2019,8.4,AC,2,2019,10,V,2,2019,13.4,V,1,2018,10,V,2,2018,14.25,V,1,2018,11675,V,2,2019
17006419,,,,,10.85,V,1,2019,,,,,10,V,1,2019,14,V,1,2019,14,V,1,2019,,,1,2019,,,,,,,,,,,,,,,,,3688,NRA,1,2019,13625,V,1,2018,,,1,2019
17006427,9.25,NV,2,2019,10,V,1,2019,,,,,,,,,11.5,V,1,2019,11,V,1,2019,,,1,2019,4.2,NRA,1,2019,8,NV,2,2019,6.1,NV,2,2019,12.75,V,1,2019,10,V,2,2019,10.5,V,1,2018,8592,NV,2,2019
17006430,15.5,V,1,2019,10,V,2,2019,11,V,1,2019,11,V,1,2019,17,V,1,2019,12.6,V,1,2018,12.85,V,2,2019,10.9,V,1,2019,10,V,2,2019,11.5,V,1,2019,10,V,2,2019,10,V,2,2019,10,V,2,2018,10.4,V,2,2019
17006436,16.25,V,1,2019,10.3,V,1,2018,10,V,2,2019,10,V,2,2019,13,V,1,2019,13756,V,1,2018,12218,V,2,2019,13.25,V,1,2019,10,V,2,2019,10.05,V,1,2018,12.4,V,1,2018,14.3,V,1,2019,12875,V,1,2018,12146,V,2,2019
17006442,10.5,V,1,2019,11488,V,1,2019,13,V,1,2019,7,AC,2,2019,10,V,1,2019,12.2,V,1,2018,10698,V,2,2019,10,V,2,2019,4.6,NRA,1,2019,5.5,NV,2,2019,10,V,2,2019,10,V,2,2019,10,V,2,2018,8.35,NV,2,2019
17006472,11.75,V,1,2019,11638,V,1,2019,11,V,1,2019,14,V,1,2019,13,V,1,2019,12.8,V,1,2018,12365,V,1,2019,10,V,2,2019,8,AC,2,2019,7.8,AC,2,2019,10.7,V,1,2018,10,V,2,2019,12125,V,1,2018,9771,AC,2,2019
17006476,12.5,V,1,2019,10,V,2,2019,12,V,1,2019,10.25,V,1,2018,13,V,1,2019,10,V,2,2018,11292,V,2,2019,10,V,2,2019,8.2,AC,2,2019,7,AC,2,2019,10,V,1,2018,10,V,2,2019,15125,V,1,2018,10054,V,2,2019
