COD_ETU,Note : TLGE3104,Résultat : TLGE3104,Session : TLGE3104,Année : TLGE3104,Note : TLGE3204,Résultat : TLGE3204,Session : TLGE3204,Année : TLGE3204,Note : TLGE3304,Résultat : TLGE3304,Session : TLGE3304,Année : TLGE3304,Note : TLGE3404,Résultat : TLGE3404,Session : TLGE3404,Année : TLGE3404,Note : TLGE3504,Résultat : TLGE3504,Session : TLGE3504,Année : TLGE3504,Note : TLGE3604,Résultat : TLGE3604,Session : TLGE3604,Année : TLGE3604,Note : TLGE3004,Résultat : TLGE3004,Session : TLGE3004,Année : TLGE3004,Note : TLGE4104,Résultat : TLGE4104,Session : TLGE4104,Année : TLGE4104,Note : TLGE4204,Résultat : TLGE4204,Session : TLGE4204,Année : TLGE4204,Note : TLGE4304,Résultat : TLGE4304,Session : TLGE4304,Année : TLGE4304,Note : TLGE4404,Résultat : TLGE4404,Session : TLGE4404,Année : TLGE4404,Note : TLGE4504,Résultat : TLGE4504,Session : TLGE4504,Année : TLGE4504,Note : TLGE4604,Résultat : TLGE4604,Session : TLGE4604,Année : TLGE4604,Note : TLGE4004,Résultat : TLGE4004,Session : TLGE4004,Année : TLGE4004,Note : TLMP140C,Résultat : TLMP140C,Session : TLMP140C,Année : TLMP140C,Note : TLMP240C,Résultat : TLMP240C,Session : TLMP240C,Année : TLMP240C
18008984,7,NV,2,2019,,,,,7,NV,2,2019,7,NV,2,2019,,,,,13,V,1,2019,,,1,2019,,,,,,,,,10,V,1,2019,,,,,10,V,2,2019,,,,,,,1,2019,,,,,,,,
18008987,13325,V,1,2019,11.5,V,1,2019,11.15,V,1,2019,10,V,2,2019,11375,V,1,2019,15.5,V,1,2019,12142,V,2,2019,16125,V,1,2019,18,V,1,2019,14.5,V,1,2019,11,V,1,2019,14,V,1,2019,16,V,1,2019,14938,V,1,2019,,,,,,,,
18008991,10,V,2,2019,,,,,,,,,8.2,NV,2,2019,10,V,2,2019,16.5,V,1,2019,,,1,2019,,,,,,,,,10.5,V,1,2019,11,V,1,2019,10,V,1,2019,,,,,,,1,2019,,,,,,,,
18009036,14575,V,1,2019,11.65,V,1,2019,8.95,AC,2,2019,10.8,V,1,2019,12875,V,1,2019,16,V,1,2019,12475,V,2,2019,17.35,V,1,2019,14,V,1,2019,11,V,1,2019,10,V,1,2019,14,V,1,2019,16,V,1,2019,13725,V,1,2019,,,,,,,,
18009065,10.5,V,1,2019,12.4,V,1,2019,12.2,V,1,2019,13,V,1,2019,12875,V,1,2019,12,V,1,2019,12163,V,1,2019,15.35,V,1,2019,10,V,1,2019,13,V,1,2019,17,V,1,2019,14,V,1,2019,10,V,2,2019,13225,V,2,2019,,,,,,,,
18009140,10,V,2,2019,10.8,V,1,2019,8.5,AC,2,2019,14,V,1,2019,10.5,V,1,2019,13.5,V,1,2019,11217,V,2,2019,11.45,V,1,2019,18,V,1,2019,13,V,1,2019,13,V,1,2019,12,V,1,2019,12,V,1,2019,13242,V,1,2019,,,,,,,,
18009198,,,,,,,,,,,,,0,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,,,1,2019,,,,,,,,,,,,,,,,,0,NV,2,2019,0,NV,2,2019,,,1,2019,,,,,,,,
18009224,10,V,2,2019,,,,,,,,,,,,,10,V,1,2019,10,V,1,2019,,,1,2019,,,,,,,,,10,V,2,2019,,,,,12,V,1,2019,,,,,,,1,2019,,,,,,,,
18009445,,,,,,,,,0,NRA,1,2019,1.2,NRA,1,2019,,,,,11.5,V,1,2019,,,1,2019,,,,,,,,,14.5,V,1,2019,,,,,10,V,1,2019,,,,,,,1,2019,,,,,,,,
18009447,,,,,,,,,,,,,0,NRA,1,2019,,,,,12.5,V,1,2019,,,1,2019,,,,,,,,,13,V,1,2019,,,,,10,V,1,2019,,,,,,,1,2019,,,,,,,,
18009588,3.9,NRA,1,2019,.95,NRA,1,2019,5.15,NV,2,2019,5.55,NV,2,2019,6125,NV,2,2019,14,V,1,2019,5946,NV,2,2019,,,,,,,,,,,,,,,,,10,V,1,2019,,,,,,,1,2019,,,,,,,,
18009595,,,,,,,,,,,,,10,V,2,2019,8.25,NV,2,2019,10.5,V,1,2019,,,1,2019,8375,NV,2,2019,,,,,18.5,V,1,2019,,,,,15,V,1,2019,,,,,,,1,2019,,,,,,,,
18009755,12.6,V,1,2019,13.65,V,1,2019,12.9,V,1,2019,18,V,1,2019,13.5,V,1,2019,16.5,V,1,2019,14525,V,1,2019,15.8,V,1,2019,14,V,1,2019,14.5,V,1,2019,13,V,1,2019,12,V,1,2019,16,V,1,2019,14217,V,1,2019,,,,,,,,
18009763,10,V,2,2019,7,AC,2,2019,11,V,1,2019,13.2,V,1,2019,10,V,2,2019,16,V,1,2019,11.2,V,2,2019,16.65,V,1,2019,18,V,1,2019,16,V,1,2019,11,V,1,2019,11,V,1,2019,16,V,1,2019,14775,V,1,2019,,,,,,,,
18009783,12.55,V,1,2019,15.15,V,1,2019,12.3,V,1,2019,16.85,V,1,2019,13625,V,1,2019,16.5,V,1,2019,14496,V,1,2019,13575,V,1,2019,18,V,1,2019,10.5,V,1,2019,12,V,1,2019,10,V,1,2019,16,V,1,2019,13346,V,1,2019,,,,,,,,
18009795,10,V,2,2019,12,V,1,2019,12.5,V,1,2019,13.6,V,1,2019,11.75,V,1,2019,16.5,V,1,2019,12725,V,2,2019,13.9,V,1,2019,18,V,1,2019,10,V,1,2019,15,V,1,2019,14,V,1,2019,12,V,1,2019,13817,V,1,2019,,,,,,,,
18009798,7.5,NV,2,2019,,,,,,,,,10,V,2,2019,10,V,2,2019,16,V,1,2019,,,1,2019,,,,,,,,,10.5,V,1,2019,9,NV,2,2019,11,V,1,2019,,,,,,,1,2019,,,,,,,,
18009799,12725,V,1,2019,12.7,V,1,2019,11.65,V,1,2019,10,V,2,2019,10125,V,1,2019,16,V,1,2019,12.2,V,2,2019,16.25,V,1,2019,14,V,1,2019,13,V,1,2019,11,V,1,2019,13,V,1,2019,16,V,1,2019,13875,V,1,2019,,,,,,,,
18009803,,,,,,,,,,,,,,,,,1.5,NRA,1,2019,11.5,V,1,2019,,,1,2019,,,,,,,,,,,,,,,,,10,V,1,2019,,,,,,,1,2019,,,,,,,,
18009939,,,,,,,,,,,,,,,,,,,,,10.5,V,1,2019,,,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019,,,,,,,,
18010413,7.25,AC,2,2019,10,V,2,2019,11.65,V,1,2019,10.05,V,1,2019,11,V,1,2019,11.5,V,1,2019,10242,V,2,2019,13.6,V,1,2019,18,V,1,2019,14.5,V,1,2019,11,V,1,2019,12,V,1,2019,16,V,1,2019,14183,V,1,2019,,,,,,,,
18010510,10,V,2,2019,7,AC,2,2019,10,V,1,2019,9,AC,2,2019,15,V,1,2019,15.5,V,1,2019,11083,V,2,2019,14.5,V,1,2019,14,V,1,2019,13,V,1,2019,10,V,2,2019,13,V,1,2019,16,V,1,2019,13417,V,2,2019,,,,,,,,
18010548,0,NRA,1,2019,,,,,,,,,.4,NRA,1,2019,0,NRA,1,2019,0,NRA,1,2019,,,1,2019,,,,,14,V,1,2019,,,,,,,,,12,V,1,2019,,,,,,,1,2019,,,,,,,,
18010899,,,,,,,,,,,,,,,,,2,NRA,1,2019,13,V,1,2019,,,1,2019,13325,V,1,2019,,,,,13,V,1,2019,9,NV,2,2019,12,V,1,2019,,,,,,,1,2019,,,,,,,,
18011017,16.55,V,1,2019,15.95,V,1,2019,13.75,V,1,2019,11,V,1,2019,12,V,1,2019,13.5,V,1,2019,13792,V,1,2019,14.5,V,1,2019,18,V,1,2019,10.5,V,1,2019,11,V,1,2019,15,V,1,2019,16,V,1,2019,14167,V,1,2019,,,,,,,,
18011505,17.95,V,1,2019,14.95,V,1,2019,20,V,1,2019,17.1,V,1,2019,13.5,V,1,2019,16,V,1,2019,16583,V,1,2019,13.75,V,1,2019,12,V,1,2019,14.5,V,1,2019,11,V,1,2019,14,V,1,2019,16,V,1,2019,13542,V,1,2019,,,,,,,,
18011522,13.75,V,1,2019,17.3,V,1,2019,17.3,V,1,2019,15.2,V,1,2019,10,V,2,2019,16,V,1,2019,14925,V,2,2019,18.1,V,1,2019,15,V,1,2019,13,V,1,2019,15,V,1,2019,15,V,1,2019,16,V,1,2019,15.35,V,1,2019,,,,,,,,
18011528,10,V,2,2019,7.25,NV,2,2019,,,,,10,V,2,2019,10,V,2,2019,16,V,1,2019,,,1,2019,11.8,V,1,2019,15,V,1,2019,13,V,1,2019,10,V,2,2019,10,V,1,2019,16,V,1,2019,12633,V,2,2019,,,,,,,,
18011539,10,V,2,2019,11.9,V,1,2019,12.85,V,1,2019,14.2,V,1,2019,11375,V,1,2019,15.5,V,1,2019,12638,V,2,2019,11.65,V,1,2019,10,V,2,2019,10,V,1,2019,11,V,1,2019,17,V,1,2019,7,AC,2,2019,11108,V,2,2019,,,,,,,,
18011573,10,V,2,2019,10,V,2,2019,10.7,V,1,2019,10,V,2,2019,7.25,AC,2,2019,14,V,1,2019,10325,V,2,2019,13.45,V,1,2019,18,V,1,2019,10,V,1,2019,15,V,1,2019,14,V,1,2019,16,V,1,2019,14408,V,1,2019,,,,,,,,
18011609,10.7,V,1,2019,,,,,,,,,10,V,2,2019,,,,,14.5,V,1,2019,,,1,2019,7.9,NV,2,2019,5,NV,2,2019,8,NV,2,2019,9,NV,2,2019,9,NV,2,2019,12,V,1,2019,8483,NV,2,2019,,,,,,,,
18011655,,,,,,,,,,,,,,,,,,,,,13,V,1,2019,,,1,2019,,,,,,,,,13,V,1,2019,4,NRA,1,2019,10,V,2,2019,,,,,,,1,2019,,,,,,,,
18011673,,,,,,,,,,,,,13.8,V,1,2019,,,,,14.5,V,1,2019,,,1,2019,,,,,,,,,,,,,,,,,10,V,2,2019,,,,,,,1,2019,,,,,,,,
18012387,9,AC,2,2019,16.6,V,1,2019,16.95,V,1,2019,17.5,V,1,2019,14875,V,1,2019,14.5,V,1,2019,14904,V,2,2019,11.9,V,1,2019,18,V,1,2019,11,V,1,2019,11,V,1,2019,16,V,1,2019,16,V,1,2019,13983,V,1,2019,,,,,,,,
18012389,,,,,,,,,,,,,,,,,0,NRA,1,2019,0,NRA,1,2019,,,1,2019,,,,,,,,,,,,,,,,,0,NRA,1,2019,,,,,,,1,2019,,,,,,,,
18012483,13725,V,1,2019,8,AC,2,2019,13.6,V,1,2019,14.35,V,1,2019,12125,V,1,2019,15.5,V,1,2019,12883,V,2,2019,13.3,V,1,2019,18,V,1,2019,11,V,1,2019,11,V,1,2019,15,V,1,2019,12,V,1,2019,13383,V,1,2019,,,,,,,,
18012813,,,,,,,,,,,,,,,,,,,,,11,V,1,2019,,,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2019,,,,,,,,
18013401,,,,,,,,,,,,,,,,,,,,,16.5,V,1,2019,,,1,2019,,,,,,,,,,,,,,,,,10,V,1,2019,,,,,,,1,2019,,,,,,,,
