COD_ETU;Note : TLBC4104;RÃ©sultat : TLBC4104;Session : TLBC4104;AnnÃ©e : TLBC4104;Filière;Année;Module;Semestre
9007198;;;;;BCG;2015;TLBC4104;S4
10009177;0;NRA;1;2014;BCG;2015;TLBC4104;S4
10009488;0;NRA;1;2014;BCG;2015;TLBC4104;S4
10048467;0;NRA;1;2014;BCG;2015;TLBC4104;S4
10048490;0;NRA;1;2014;BCG;2015;TLBC4104;S4
10048657;11.2;V  ;1;2014;BCG;2015;TLBC4104;S4
10048665;10;V  ;2;2014;BCG;2015;TLBC4104;S4
10048675;0;NRA;1;2014;BCG;2015;TLBC4104;S4
10048726;7.2;AC ;2;2014;BCG;2015;TLBC4104;S4
10048740;2.2;NRA;1;2014;BCG;2015;TLBC4104;S4
10048743;0;NRA;1;2014;BCG;2015;TLBC4104;S4
11010373;;;;;BCG;2015;TLBC4104;S4
11011713;;;;;BCG;2015;TLBC4104;S4
11012539;8.4;AC ;2;2014;BCG;2015;TLBC4104;S4
11012566;10;V  ;2;2014;BCG;2015;TLBC4104;S4
11012827;;;;;BCG;2015;TLBC4104;S4
11013259;;;;;BCG;2015;TLBC4104;S4
11013282;0;NRA;1;2014;BCG;2015;TLBC4104;S4
11013286;;;;;BCG;2015;TLBC4104;S4
11013295;0;NRA;1;2014;BCG;2015;TLBC4104;S4
11013299;5.8;NV ;2;2014;BCG;2015;TLBC4104;S4
11013303;5.6;NV ;2;2014;BCG;2015;TLBC4104;S4
12005306;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12005319;7.8;AC ;2;2014;BCG;2015;TLBC4104;S4
12005765;10;V  ;1;2014;BCG;2015;TLBC4104;S4
12005766;10;V  ;1;2014;BCG;2015;TLBC4104;S4
12005831;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12006095;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12006285;12.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12006411;;;;;BCG;2015;TLBC4104;S4
12006494;5.2;NV ;2;2014;BCG;2015;TLBC4104;S4
12006773;12.5;V  ;1;2014;BCG;2015;TLBC4104;S4
12006798;4.8;NRA;1;2014;BCG;2015;TLBC4104;S4
12007338;;;;;BCG;2015;TLBC4104;S4
12007536;14;V  ;1;2014;BCG;2015;TLBC4104;S4
12008132;;;;;BCG;2015;TLBC4104;S4
12010659;16.6;V  ;1;2014;BCG;2015;TLBC4104;S4
12010810;11.5;V  ;1;2014;BCG;2015;TLBC4104;S4
12010824;8.4;NV ;2;2014;BCG;2015;TLBC4104;S4
12010910;4.6;NRA;1;2014;BCG;2015;TLBC4104;S4
12011050;9.8;NV ;2;2014;BCG;2015;TLBC4104;S4
12011061;7.8;AC ;2;2014;BCG;2015;TLBC4104;S4
12011065;14;V  ;1;2014;BCG;2015;TLBC4104;S4
12011067;;;;;BCG;2015;TLBC4104;S4
12011093;;;;;BCG;2015;TLBC4104;S4
12011094;9;AC ;2;2014;BCG;2015;TLBC4104;S4
12011098;2.4;NRA;1;2014;BCG;2015;TLBC4104;S4
12011101;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011103;9.4;AC ;2;2014;BCG;2015;TLBC4104;S4
12011115;;;;;BCG;2015;TLBC4104;S4
12011118;5.6;NV ;2;2014;BCG;2015;TLBC4104;S4
12011128;;;;;BCG;2015;TLBC4104;S4
12011130;;;;;BCG;2015;TLBC4104;S4
12011135;2.6;NRA;1;2014;BCG;2015;TLBC4104;S4
12011138;;;;;BCG;2015;TLBC4104;S4
12011154;11;V  ;1;2014;BCG;2015;TLBC4104;S4
12011155;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12011156;;;;;BCG;2015;TLBC4104;S4
12011158;8.8;AC ;2;2014;BCG;2015;TLBC4104;S4
12011159;10.2;V  ;1;2014;BCG;2015;TLBC4104;S4
12011178;;;;;BCG;2015;TLBC4104;S4
12011179;8.8;NV ;2;2014;BCG;2015;TLBC4104;S4
12011207;;;;;BCG;2015;TLBC4104;S4
12011212;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011217;13.6;V  ;1;2014;BCG;2015;TLBC4104;S4
12011233;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011235;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011253;11.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011307;10.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011327;10.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011360;8;AC ;2;2014;BCG;2015;TLBC4104;S4
12011361;7;NV ;2;2014;BCG;2015;TLBC4104;S4
12011369;7.2;AC ;2;2014;BCG;2015;TLBC4104;S4
12011372;8;AC ;2;2014;BCG;2015;TLBC4104;S4
12011373;10.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011378;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011382;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011426;9.4;AC ;2;2014;BCG;2015;TLBC4104;S4
12011530;6.2;NV ;2;2014;BCG;2015;TLBC4104;S4
12011539;9.6;NV ;2;2014;BCG;2015;TLBC4104;S4
12011549;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011556;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12011557;10;V  ;1;2014;BCG;2015;TLBC4104;S4
12011562;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12011564;;;;;BCG;2015;TLBC4104;S4
12011566;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011575;;;;;BCG;2015;TLBC4104;S4
12011579;11.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011580;1.4;NRA;1;2014;BCG;2015;TLBC4104;S4
12011583;5.6;NV ;2;2014;BCG;2015;TLBC4104;S4
12011595;;;;;BCG;2015;TLBC4104;S4
12011598;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011600;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011606;13.2;V  ;1;2014;BCG;2015;TLBC4104;S4
12011608;12;V  ;1;2014;BCG;2015;TLBC4104;S4
12011611;8;AC ;2;2014;BCG;2015;TLBC4104;S4
12011618;5.8;NV ;2;2014;BCG;2015;TLBC4104;S4
12011626;10.8;V  ;1;2014;BCG;2015;TLBC4104;S4
12011628;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12011635;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12011644;;;;;BCG;2015;TLBC4104;S4
12011652;8;AC ;2;2014;BCG;2015;TLBC4104;S4
12011656;9.2;AC ;2;2014;BCG;2015;TLBC4104;S4
12011662;;;;;BCG;2015;TLBC4104;S4
12011664;8.8;NV ;2;2014;BCG;2015;TLBC4104;S4
12011666;4.8;NRA;1;2014;BCG;2015;TLBC4104;S4
12011667;;;;;BCG;2015;TLBC4104;S4
12011668;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011692;;;;;BCG;2015;TLBC4104;S4
12011694;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011705;9.2;NV ;2;2014;BCG;2015;TLBC4104;S4
12011716;2.6;NRA;1;2014;BCG;2015;TLBC4104;S4
12011726;;;;;BCG;2015;TLBC4104;S4
12011743;3.2;NRA;1;2014;BCG;2015;TLBC4104;S4
12011768;13.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011780;5;NV ;2;2014;BCG;2015;TLBC4104;S4
12011785;7.4;NV ;2;2014;BCG;2015;TLBC4104;S4
12011786;5.8;NV ;2;2014;BCG;2015;TLBC4104;S4
12011789;;;;;BCG;2015;TLBC4104;S4
12011806;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011809;;;;;BCG;2015;TLBC4104;S4
12011836;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011848;10.2;V  ;1;2014;BCG;2015;TLBC4104;S4
12011853;3.8;NRA;1;2014;BCG;2015;TLBC4104;S4
12011865;10.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011867;;;;;BCG;2015;TLBC4104;S4
12011872;2.2;NRA;1;2014;BCG;2015;TLBC4104;S4
12011874;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011887;13.6;V  ;1;2014;BCG;2015;TLBC4104;S4
12011898;;;;;BCG;2015;TLBC4104;S4
12011899;;;;;BCG;2015;TLBC4104;S4
12011919;10.8;V  ;1;2014;BCG;2015;TLBC4104;S4
12011921;14.4;V  ;1;2014;BCG;2015;TLBC4104;S4
12011925;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12011930;11;V  ;1;2014;BCG;2015;TLBC4104;S4
12011940;;;;;BCG;2015;TLBC4104;S4
12011955;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12011960;3.8;NRA;1;2014;BCG;2015;TLBC4104;S4
12012319;7.6;AC ;2;2014;BCG;2015;TLBC4104;S4
12012355;0;NRA;1;2014;BCG;2015;TLBC4104;S4
12012359;7;AC ;2;2014;BCG;2015;TLBC4104;S4
12012361;;;;;BCG;2015;TLBC4104;S4
12012403;3.6;NRA;1;2014;BCG;2015;TLBC4104;S4
12012427;10.8;V  ;1;2014;BCG;2015;TLBC4104;S4
12012429;10.6;V  ;1;2014;BCG;2015;TLBC4104;S4
12012431;11.2;V  ;1;2014;BCG;2015;TLBC4104;S4
12012441;8.9;AC ;2;2014;BCG;2015;TLBC4104;S4
12012442;10;V  ;1;2014;BCG;2015;TLBC4104;S4
12012443;6.8;NV ;2;2014;BCG;2015;TLBC4104;S4
12012449;4.6;NRA;1;2014;BCG;2015;TLBC4104;S4
12012450;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12012455;4.6;NRA;1;2014;BCG;2015;TLBC4104;S4
12012558;;;;;BCG;2015;TLBC4104;S4
12012559;0.8;NRA;1;2014;BCG;2015;TLBC4104;S4
12012567;10;V  ;1;2014;BCG;2015;TLBC4104;S4
12012570;8.6;AC ;2;2014;BCG;2015;TLBC4104;S4
12012676;1.1;NRA;1;2014;BCG;2015;TLBC4104;S4
12012772;7.2;NV ;2;2014;BCG;2015;TLBC4104;S4
12012775;8.2;NV ;2;2014;BCG;2015;TLBC4104;S4
12012777;7.6;NV ;2;2014;BCG;2015;TLBC4104;S4
12012899;;;;;BCG;2015;TLBC4104;S4
12012900;10;V  ;2;2014;BCG;2015;TLBC4104;S4
12012943;13.3;V  ;1;2014;BCG;2015;TLBC4104;S4
13010007;12.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13010008;13.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13010009;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13010010;15.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13010012;11.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13010013;10.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13010014;;;;;BCG;2015;TLBC4104;S4
13010015;11.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13010021;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13010024;;;;;BCG;2015;TLBC4104;S4
13010026;14.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13010027;;;;;BCG;2015;TLBC4104;S4
13010028;7.6;NV ;2;2014;BCG;2015;TLBC4104;S4
13010098;7;AC ;2;2014;BCG;2015;TLBC4104;S4
13010115;15;V  ;1;2014;BCG;2015;TLBC4104;S4
13010291;14.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13010634;;;;;BCG;2015;TLBC4104;S4
13010797;;;;;BCG;2015;TLBC4104;S4
13010843;15.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13010911;14;V  ;1;2014;BCG;2015;TLBC4104;S4
13011006;16.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13011009;9;AC ;2;2014;BCG;2015;TLBC4104;S4
13011013;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13011066;11.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13011117;0.8;NRA;1;2014;BCG;2015;TLBC4104;S4
13011171;13;V  ;1;2014;BCG;2015;TLBC4104;S4
13011182;4.2;NRA;1;2014;BCG;2015;TLBC4104;S4
13011190;2.6;NRA;1;2014;BCG;2015;TLBC4104;S4
13011225;4.4;NRA;1;2014;BCG;2015;TLBC4104;S4
13011231;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13011244;13.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13011263;0;NRA;1;2014;BCG;2015;TLBC4104;S4
13011265;;;;;BCG;2015;TLBC4104;S4
13011269;;;;;BCG;2015;TLBC4104;S4
13011271;11;V  ;1;2014;BCG;2015;TLBC4104;S4
13011318;10;V  ;1;2014;BCG;2015;TLBC4104;S4
13011345;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13011423;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13011424;4;NRA;1;2014;BCG;2015;TLBC4104;S4
13011436;;;;;BCG;2015;TLBC4104;S4
13011439;;;;;BCG;2015;TLBC4104;S4
13011441;11;V  ;1;2014;BCG;2015;TLBC4104;S4
13011447;10.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13011464;14;V  ;1;2014;BCG;2015;TLBC4104;S4
13011472;;;;;BCG;2015;TLBC4104;S4
13011474;;;;;BCG;2015;TLBC4104;S4
13011476;14.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13011494;;;;;BCG;2015;TLBC4104;S4
13011534;6.8;NV ;2;2014;BCG;2015;TLBC4104;S4
13011576;8.8;AC ;2;2014;BCG;2015;TLBC4104;S4
13011614;12;V  ;1;2014;BCG;2015;TLBC4104;S4
13012011;10.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13012015;10.1;V  ;1;2014;BCG;2015;TLBC4104;S4
13012022;12;V  ;1;2014;BCG;2015;TLBC4104;S4
13012036;15;V  ;1;2014;BCG;2015;TLBC4104;S4
13012055;7.2;NV ;2;2014;BCG;2015;TLBC4104;S4
13012118;;;;;BCG;2015;TLBC4104;S4
13012142;12.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13012156;5.8;NV ;2;2014;BCG;2015;TLBC4104;S4
13012176;;;;;BCG;2015;TLBC4104;S4
13012223;;;;;BCG;2015;TLBC4104;S4
13012238;10.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13012266;;;;;BCG;2015;TLBC4104;S4
13012277;;;;;BCG;2015;TLBC4104;S4
13012297;;;;;BCG;2015;TLBC4104;S4
13012299;0;NRA;1;2014;BCG;2015;TLBC4104;S4
13012304;14.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13012310;8;NV ;2;2014;BCG;2015;TLBC4104;S4
13012324;4.2;NRA;1;2014;BCG;2015;TLBC4104;S4
13012339;;;;;BCG;2015;TLBC4104;S4
13012344;;;;;BCG;2015;TLBC4104;S4
13012358;;;;;BCG;2015;TLBC4104;S4
13012363;;;;;BCG;2015;TLBC4104;S4
13012370;;;;;BCG;2015;TLBC4104;S4
13012387;;;;;BCG;2015;TLBC4104;S4
13012396;;;;;BCG;2015;TLBC4104;S4
13012397;;;;;BCG;2015;TLBC4104;S4
13012424;7;AC ;2;2014;BCG;2015;TLBC4104;S4
13012465;7.8;AC ;2;2014;BCG;2015;TLBC4104;S4
13012469;;;;;BCG;2015;TLBC4104;S4
13012475;;;;;BCG;2015;TLBC4104;S4
13012505;;;;;BCG;2015;TLBC4104;S4
13012523;;;;;BCG;2015;TLBC4104;S4
13012527;1;NRA;1;2014;BCG;2015;TLBC4104;S4
13012541;13;V  ;1;2014;BCG;2015;TLBC4104;S4
13012547;;;;;BCG;2015;TLBC4104;S4
13012558;;;;;BCG;2015;TLBC4104;S4
13012564;6.2;NV ;2;2014;BCG;2015;TLBC4104;S4
13012580;10.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13012646;;;;;BCG;2015;TLBC4104;S4
13012670;15.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13012689;12;V  ;1;2014;BCG;2015;TLBC4104;S4
13012707;;;;;BCG;2015;TLBC4104;S4
13012726;;;;;BCG;2015;TLBC4104;S4
13012731;;;;;BCG;2015;TLBC4104;S4
13012743;;;;;BCG;2015;TLBC4104;S4
13012771;10;V  ;1;2014;BCG;2015;TLBC4104;S4
13012783;;;;;BCG;2015;TLBC4104;S4
13012801;8.8;NV ;2;2014;BCG;2015;TLBC4104;S4
13012802;11.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13012803;0;NRA;1;2014;BCG;2015;TLBC4104;S4
13012807;;;;;BCG;2015;TLBC4104;S4
13012808;;;;;BCG;2015;TLBC4104;S4
13012823;;;;;BCG;2015;TLBC4104;S4
13012869;12.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13012905;;;;;BCG;2015;TLBC4104;S4
13012911;10;V  ;1;2014;BCG;2015;TLBC4104;S4
13012939;;;;;BCG;2015;TLBC4104;S4
13012967;;;;;BCG;2015;TLBC4104;S4
13012975;4.2;NRA;1;2014;BCG;2015;TLBC4104;S4
13013038;9.2;NV ;2;2014;BCG;2015;TLBC4104;S4
13013054;;;;;BCG;2015;TLBC4104;S4
13013056;;;;;BCG;2015;TLBC4104;S4
13013061;;;;;BCG;2015;TLBC4104;S4
13013094;;;;;BCG;2015;TLBC4104;S4
13013098;;;;;BCG;2015;TLBC4104;S4
13013107;;;;;BCG;2015;TLBC4104;S4
13013115;15.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13013124;;;;;BCG;2015;TLBC4104;S4
13013130;;;;;BCG;2015;TLBC4104;S4
13013132;13.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13013139;;;;;BCG;2015;TLBC4104;S4
13013142;13.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13013151;10.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13013153;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13013158;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13013159;;;;;BCG;2015;TLBC4104;S4
13013160;;;;;BCG;2015;TLBC4104;S4
13013174;;;;;BCG;2015;TLBC4104;S4
13013175;12.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13013177;;;;;BCG;2015;TLBC4104;S4
13013180;;;;;BCG;2015;TLBC4104;S4
13013185;;;;;BCG;2015;TLBC4104;S4
13013197;;;;;BCG;2015;TLBC4104;S4
13013198;14.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13013213;15.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13013235;3;NRA;1;2014;BCG;2015;TLBC4104;S4
13013266;13.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13013398;;;;;BCG;2015;TLBC4104;S4
13013443;;;;;BCG;2015;TLBC4104;S4
13013474;10.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13013531;;;;;BCG;2015;TLBC4104;S4
13013652;;;;;BCG;2015;TLBC4104;S4
13013660;;;;;BCG;2015;TLBC4104;S4
13013661;;;;;BCG;2015;TLBC4104;S4
13013684;;;;;BCG;2015;TLBC4104;S4
13013695;;;;;BCG;2015;TLBC4104;S4
13013696;9.2;AC ;2;2014;BCG;2015;TLBC4104;S4
13013707;;;;;BCG;2015;TLBC4104;S4
13013757;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13013843;;;;;BCG;2015;TLBC4104;S4
13013853;12.9;V  ;1;2014;BCG;2015;TLBC4104;S4
13013920;12;V  ;1;2014;BCG;2015;TLBC4104;S4
13013921;8;NV ;2;2014;BCG;2015;TLBC4104;S4
13013926;14.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13013968;;;;;BCG;2015;TLBC4104;S4
13013972;;;;;BCG;2015;TLBC4104;S4
13013976;;;;;BCG;2015;TLBC4104;S4
13013999;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13014004;7;AC ;2;2014;BCG;2015;TLBC4104;S4
13014008;12.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13014046;12.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13014047;10;V  ;1;2014;BCG;2015;TLBC4104;S4
13014089;;;;;BCG;2015;TLBC4104;S4
13014092;8.6;AC ;2;2014;BCG;2015;TLBC4104;S4
13014113;0;NRA;1;2014;BCG;2015;TLBC4104;S4
13014121;;;;;BCG;2015;TLBC4104;S4
13014136;;;;;BCG;2015;TLBC4104;S4
13014135;3.6;NRA;1;2014;BCG;2015;TLBC4104;S4
13014138;15.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13014173;;;;;BCG;2015;TLBC4104;S4
13014212;14.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13014235;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13014293;;;;;BCG;2015;TLBC4104;S4
13014308;2.4;NRA;1;2014;BCG;2015;TLBC4104;S4
13014316;9;AC ;2;2014;BCG;2015;TLBC4104;S4
13014317;11.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13014362;5.6;NV ;2;2014;BCG;2015;TLBC4104;S4
13014363;;;;;BCG;2015;TLBC4104;S4
13014365;;;;;BCG;2015;TLBC4104;S4
13014366;5.8;NV ;2;2014;BCG;2015;TLBC4104;S4
13014369;8;AC ;2;2014;BCG;2015;TLBC4104;S4
13014380;;;;;BCG;2015;TLBC4104;S4
13014463;;;;;BCG;2015;TLBC4104;S4
13014467;10.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13014468;12.3;V  ;1;2014;BCG;2015;TLBC4104;S4
13014469;13.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13014471;11.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13014472;14.2;V  ;1;2014;BCG;2015;TLBC4104;S4
13014473;0;NRA;1;2014;BCG;2015;TLBC4104;S4
13014476;13.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13014584;11;V  ;1;2014;BCG;2015;TLBC4104;S4
13014678;;;;;BCG;2015;TLBC4104;S4
13014681;6.2;NV ;2;2014;BCG;2015;TLBC4104;S4
13014682;11.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13014701;;;;;BCG;2015;TLBC4104;S4
13014755;;;;;BCG;2015;TLBC4104;S4
13014757;;;;;BCG;2015;TLBC4104;S4
13014758;11.8;V  ;1;2014;BCG;2015;TLBC4104;S4
13014979;13.6;V  ;1;2014;BCG;2015;TLBC4104;S4
13014980;;;;;BCG;2015;TLBC4104;S4
13014996;8.6;AC ;2;2014;BCG;2015;TLBC4104;S4
13015005;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13015006;14;V  ;1;2014;BCG;2015;TLBC4104;S4
13015322;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13015767;;;;;BCG;2015;TLBC4104;S4
13016482;;;;;BCG;2015;TLBC4104;S4
13016526;10;V  ;2;2014;BCG;2015;TLBC4104;S4
13016884;;;;;BCG;2015;TLBC4104;S4
13017042;7;AC ;2;2014;BCG;2015;TLBC4104;S4
13017044;10.4;V  ;1;2014;BCG;2015;TLBC4104;S4
13017045;9.2;AC ;2;2014;BCG;2015;TLBC4104;S4
13017046;8.6;AC ;2;2014;BCG;2015;TLBC4104;S4
13018251;;;;;BCG;2015;TLBC4104;S4
14004660;7;AC ;2;2014;BCG;2015;TLBC4104;S4
14005642;3;NRA;1;2014;BCG;2015;TLBC4104;S4
14005858;12;V  ;1;2014;BCG;2015;TLBC4104;S4
14008401;10;V  ;1;2014;BCG;2015;TLBC4104;S4
;;;;;BCG;2015;TLBC4104;S4
;;;;;BCG;2015;TLBC4104;S4
9007198;;;;;BCG;2015;TLBC4304;S4
10009177;0;NRA;1;2014;BCG;2015;TLBC4304;S4
10009488;0;NRA;1;2014;BCG;2015;TLBC4304;S4
10048467;;;;;BCG;2015;TLBC4304;S4
10048490;0;NRA;1;2014;BCG;2015;TLBC4304;S4
10048657;10;V  ;2;2014;BCG;2015;TLBC4304;S4
10048665;10;V  ;2;2014;BCG;2015;TLBC4304;S4
10048675;0;NRA;1;2014;BCG;2015;TLBC4304;S4
10048726;7.5;AC ;2;2014;BCG;2015;TLBC4304;S4
10048740;0;NRA;1;2014;BCG;2015;TLBC4304;S4
10048743;0;NRA;1;2014;BCG;2015;TLBC4304;S4
11010373;;;;;BCG;2015;TLBC4304;S4
11011713;;;;;BCG;2015;TLBC4304;S4
11012539;10;V  ;2;2014;BCG;2015;TLBC4304;S4
11012566;9;NV ;2;2014;BCG;2015;TLBC4304;S4
11012827;;;;;BCG;2015;TLBC4304;S4
11013259;0;NRA;1;2014;BCG;2015;TLBC4304;S4
11013282;0;NRA;1;2014;BCG;2015;TLBC4304;S4
11013286;;;;;BCG;2015;TLBC4304;S4
11013295;0;NRA;1;2014;BCG;2015;TLBC4304;S4
11013299;4,587;NRA;1;2014;BCG;2015;TLBC4304;S4
11013303;7;NV ;2;2014;BCG;2015;TLBC4304;S4
12005306;10,062;V  ;1;2014;BCG;2015;TLBC4304;S4
12005319;10,093;V  ;1;2014;BCG;2015;TLBC4304;S4
12005765;13,266;V  ;1;2014;BCG;2015;TLBC4304;S4
12005766;11,484;V  ;1;2014;BCG;2015;TLBC4304;S4
12005831;0;NRA;1;2014;BCG;2015;TLBC4304;S4
12006095;0;NRA;1;2014;BCG;2015;TLBC4304;S4
12006285;10,135;V  ;1;2014;BCG;2015;TLBC4304;S4
12006411;;;;;BCG;2015;TLBC4304;S4
12006494;;;;;BCG;2015;TLBC4304;S4
12006773;10,485;V  ;1;2014;BCG;2015;TLBC4304;S4
12006798;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12007338;;;;;BCG;2015;TLBC4304;S4
12007536;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12008132;;;;;BCG;2015;TLBC4304;S4
12010659;16,045;V  ;1;2014;BCG;2015;TLBC4304;S4
12010810;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12010824;3,855;NRA;1;2014;BCG;2015;TLBC4304;S4
12010910;5,036;NV ;2;2014;BCG;2015;TLBC4304;S4
12011050;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011061;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011065;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011067;;;;;BCG;2015;TLBC4304;S4
12011093;;;;;BCG;2015;TLBC4304;S4
12011094;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011098;;;;;BCG;2015;TLBC4304;S4
12011101;0;NRA;1;2014;BCG;2015;TLBC4304;S4
12011103;11,785;V  ;1;2014;BCG;2015;TLBC4304;S4
12011115;2,157;NRA;1;2014;BCG;2015;TLBC4304;S4
12011118;4,572;NRA;1;2014;BCG;2015;TLBC4304;S4
12011128;;;;;BCG;2015;TLBC4304;S4
12011130;;;;;BCG;2015;TLBC4304;S4
12011135;0.6;NRA;1;2014;BCG;2015;TLBC4304;S4
12011138;;;;;BCG;2015;TLBC4304;S4
12011154;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011155;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011156;;;;;BCG;2015;TLBC4304;S4
12011158;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011159;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011178;;;;;BCG;2015;TLBC4304;S4
12011179;7.2;NV ;2;2014;BCG;2015;TLBC4304;S4
12011207;;;;;BCG;2015;TLBC4304;S4
12011212;;;;;BCG;2015;TLBC4304;S4
12011217;10,247;V  ;1;2014;BCG;2015;TLBC4304;S4
12011233;0;NRA;1;2014;BCG;2015;TLBC4304;S4
12011235;;;;;BCG;2015;TLBC4304;S4
12011253;10;V  ;1;2014;BCG;2015;TLBC4304;S4
12011307;9.5;AC ;2;2014;BCG;2015;TLBC4304;S4
12011327;10;V  ;2;2014;BCG;2015;TLBC4304;S4
12011360;8.5;AC ;2;2014;BCG;2015;TLBC4304;S4
12011361;4,802;NRA;1;2014;BCG;2015;TLBC4304;S4
12011369;8.5;AC ;2;2014;BCG;2015;TLBC4304;S4
12011372;10,317;V  ;1;2014;BCG;2015;TLBC4304;S4
