"COD_ETU","Note : TLGE3104","Résultat : TLGE3104","Session : TLGE3104","Année : TLGE3104","Note : TLGE3204","Résultat : TLGE3204","Session : TLGE3204","Année : TLGE3204","Note : TLGE3304","Résultat : TLGE3304","Session : TLGE3304","Année : TLGE3304","Note : TLGE3404","Résultat : TLGE3404","Session : TLGE3404","Année : TLGE3404","Note : TLGE3504","Résultat : TLGE3504","Session : TLGE3504","Année : TLGE3504","Note : TLGE3604","Résultat : TLGE3604","Session : TLGE3604","Année : TLGE3604","Note : TLGE3004","Résultat : TLGE3004","Session : TLGE3004","Année : TLGE3004","Note : TLGE4104","Résultat : TLGE4104","Session : TLGE4104","Année : TLGE4104","Note : TLGE4204","Résultat : TLGE4204","Session : TLGE4204","Année : TLGE4204","Note : TLGE4304","Résultat : TLGE4304","Session : TLGE4304","Année : TLGE4304","Note : TLGE4404","Résultat : TLGE4404","Session : TLGE4404","Année : TLGE4404","Note : TLGE4504","Résultat : TLGE4504","Session : TLGE4504","Année : TLGE4504","Note : TLGE4604","Résultat : TLGE4604","Session : TLGE4604","Année : TLGE4604","Note : TLGE4004","Résultat : TLGE4004","Session : TLGE4004","Année : TLGE4004","Note : TLMP140C","Résultat : TLMP140C","Session : TLMP140C","Année : TLMP140C","Note : TLMP240C","Résultat : TLMP240C","Session : TLMP240C","Année : TLMP240C"
"18008975","3","NV","2","2020","10.37","V","1","2020","12.5","V","1","2020","12.4","V","1","2020","10","V","2","2020","11","V","1","2019","9,878","NV","2","2020","7.75","NV","2","2020","5","NV","2","2020","14","V","1","2019","10","V","2","2020","10","V","2","2019",".5","NV","2","2020","7,875","NV","2","2020","","","","","","","",""
"18008984","10","V","2","2020","8","AC","2","2020","10","V","1","2020","11.15","V","1","2020","10","V","2","2020","13","V","1","2019","10,358","V","2","2020","10","V","2","2020","7","NV","2","2020","10","V","1","2019","10.5","V","1","2020","10","V","2","2019",".5","NV","2","2020","8","NV","2","2020","","","","","","","",""
"18008991","10","V","2","2019","15.72","V","1","2020","7.5","AC","2","2020","16.6","V","1","2020","10","V","2","2019","16.5","V","1","2019","12.72","V","2","2020","13.9","V","1","2020","10.65","V","1","2020","10.5","V","1","2019","11","V","1","2019","10","V","1","2019","10","V","1","2020","11,008","V","1","2020","","","","","","","",""
"18009024","11.5","V","1","2020","8","AC","2","2020","10","V","2","2020","15.1","V","1","2020","10","V","2","2020","8.5","AC","2","2020","10,517","V","2","2020","7.55","NV","2","2020","5.2","NV","2","2020","10","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","8,792","NV","2","2020","","","","","","","",""
"18009198","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","",""
"18009224","10","V","2","2019","14.02","V","1","2020","10","V","2","2020","13.5","V","1","2020","10","V","1","2019","10","V","1","2019","11,253","V","2","2020","13,175","V","1","2020","10","V","2","2020","10","V","2","2019","10","V","1","2020","12","V","1","2019","7","AC","2","2020","10,363","V","2","2020","","","","","","","",""
"18009444","","","","","","","","","","","","","","","","","","","","","10","V","1","2020","","","1","2020","6.8","NV","2","2020","6.6","NV","2","2020","5","NV","2","2020","10","V","1","2020","1","NV","2","2020","3.5","NV","2","2020","5,483","NV","2","2020","","","","","","","",""
"18009445","13","V","1","2020","0","NRA","1","2020","7","NV","2","2020","10.1","V","1","2020","10","V","2","2020","11.5","V","1","2019","8.6","NV","2","2020","9","AC","2","2020","10","V","2","2020","14.5","V","1","2019","11.5","V","1","2020","10","V","1","2019","7","AC","2","2020","10,333","V","2","2020","","","","","","","",""
"18009447","7","AC","2","2020","7","AC","2","2020","13","V","1","2020","12.8","V","1","2020","10","V","1","2020","12.5","V","1","2019","10,383","V","2","2020","10,675","V","1","2020","10","V","2","2020","13","V","1","2019","10","V","1","2020","10","V","1","2019","9","AC","2","2020","10,446","V","2","2020","","","","","","","",""
"18009588","8.5","AC","2","2020","10","V","2","2020","7","AC","2","2020","17","V","1","2020","10","V","1","2020","14","V","1","2019","11,083","V","2","2020","3","NV","2","2020","10","V","2","2020","10","V","2","2020","5","NV","2","2020","10","V","1","2019","10","V","1","2020","8","NV","2","2020","","","","","","","",""
"18009595","","","","","7","NV","2","2020","15","V","1","2020","10","V","2","2019","10","V","1","2020","10.5","V","1","2019","","","1","2020","7","AC","2","2020","10","V","2","2020","18.5","V","1","2019","17","V","1","2020","15","V","1","2019","7","AC","2","2020","12,417","V","2","2020","","","","","","","",""
"18009798","13","V","1","2020","8","AC","2","2020","10","V","2","2020","10","V","2","2019","10","V","2","2019","16","V","1","2019","11,167","V","2","2020","11,625","V","1","2020","7","AC","2","2020","10.5","V","1","2019","17","V","1","2020","11","V","1","2019","8","AC","2","2020","10,854","V","2","2020","","","","","","","",""
"18009803","0","NRA","1","2020","","","","","","","","","","","","","0","NRA","1","2020","11.5","V","1","2019","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","10","V","1","2019","0","NRA","1","2020","1,667","NV","2","2020","","","","","","","",""
"18009939","3","NV","2","2020","","","","","","","","","","","","","","","","","10.5","V","1","2019","","","1","2020","9.2","NV","2","2020","8.5","NV","2","2020","0","NRA","1","2020","17.5","V","1","2020","7.75","NV","2","2020","0","NRA","1","2020","7,158","NV","2","2020","","","","","","","",""
"18010548","10","V","1","2020","","","","","","","","","15.1","V","1","2020","10","V","2","2020","17","V","1","2020","","","1","2020","8","AC","2","2020","14","V","1","2019","13","V","1","2020","15.5","V","1","2020","12","V","1","2019","9","AC","2","2020","11,917","V","2","2020","","","","","","","",""
"18010899","7","AC","2","2020","8","AC","2","2020","11","V","1","2020","12","V","1","2020","10","V","2","2020","13","V","1","2019","10,167","V","2","2020","13,325","V","1","2019","7","AC","2","2020","13","V","1","2019","17.5","V","1","2020","12","V","1","2019","7","AC","2","2020","11,638","V","2","2020","","","","","","","",""
"18011528","10","V","2","2019","12.95","V","1","2020","12.5","V","1","2020","10","V","2","2019","10","V","2","2019","16","V","1","2019","11,908","V","1","2020","11.8","V","1","2019","15","V","1","2019","13","V","1","2019","10","V","2","2019","10","V","1","2019","16","V","1","2019","12,633","V","2","2019","","","","","","","",""
"18011609","10.7","V","1","2019","15.44","V","1","2020","11.5","V","1","2020","10","V","2","2019","10","V","1","2020","14.5","V","1","2019","12,023","V","1","2020","10","V","2","2020","11.1","V","1","2020","13","V","1","2020","17","V","1","2020","15","V","1","2020","12","V","1","2019","13,017","V","2","2020","","","","","","","",""
"18011655","10","V","2","2020","11.32","V","1","2020","10","V","2","2020","15.8","V","1","2020","10","V","2","2020","13","V","1","2019","11,687","V","2","2020","10","V","2","2020","10","V","2","2020","13","V","1","2019","10","V","2","2020","10","V","2","2019","8.5","AC","2","2020","10.25","V","2","2020","","","","","","","",""
"18011673","","","","","7","NV","2","2020","10","V","2","2020","13.8","V","1","2019","","","","","14.5","V","1","2019","","","1","2020","5,325","NV","2","2020","2.7","NV","2","2020","7","NV","2","2020","17.5","V","1","2020","10","V","2","2019","0","NRA","1","2020","7,088","NV","2","2020","","","","","","","",""
"18012389","13","V","1","2020","17.51","V","1","2020","10","V","1","2020","18.5","V","1","2020","14","V","1","2020","13","V","1","2020","14,335","V","1","2020","","","","","16.35","V","1","2020","10","V","2","2020","17.5","V","1","2020","15","V","1","2020","","","","","","","1","2020","","","","","","","",""
"18012813","7.5","NV","2","2020","","","","","","","","","","","","","","","","","11","V","1","2019","","","1","2020","5.7","NV","2","2020","0","NRA","1","2020","6","NV","2","2020","17","V","1","2020","1.25","NV","2","2020",".5","NV","2","2020","5,075","NV","2","2020","","","","","","","",""
"18013401","10","V","1","2020","5","NV","2","2020","10","V","2","2020","","","","","","","","","16.5","V","1","2019","","","1","2020","11,125","V","1","2020","4","NV","2","2020","11","V","1","2020","12","V","1","2020","10","V","1","2019","0","NRA","1","2020","8,021","NV","2","2020","","","","","","","",""
"19000548","11.5","V","1","2020","13.26","V","1","2020","11.5","V","1","2020","19.3","V","1","2020","13","V","1","2020","12","V","1","2020","13,427","V","1","2020","13.2","V","1","2020","7","AC","2","2020","12","V","1","2020","17","V","1","2020","13.25","V","1","2020","7","AC","2","2020","11,575","V","2","2020","","","","","","","",""
"19000558","7","AC","2","2020","8.86","AC","2","2020","7","AC","2","2020","16.15","V","1","2020","14.5","V","1","2020","14","V","1","2020","11,252","V","2","2020","15,775","V","1","2020","10","V","1","2020","10","V","1","2020","10","V","2","2020","14","V","1","2020","10","V","2","2020","11,629","V","2","2020","","","","","","","",""
"19000563","","","","","","","","","","","","","","","","","10","V","2","2020","14.5","V","1","2020","","","1","2020","8","NV","2","2020","8","NV","2","2020","7","NV","2","2020","5","NV","2","2020","7","NV","2","2020","5","NV","2","2020","6,667","NV","2","2020","","","","","","","",""
"19000592","13","V","1","2020","10","V","2","2020","10.5","V","1","2020","15.85","V","1","2020","11","V","1","2020","11","V","1","2020","11,892","V","2","2020","14.6","V","1","2020","8","AC","2","2020","15","V","1","2020","16.75","V","1","2020","14.5","V","1","2020","8.5","AC","2","2020","12,892","V","2","2020","","","","","","","",""
"19000597","","","","","","","","","0","NRA","1","2020","16.6","V","1","2020","12","V","1","2020","10","V","1","2020","","","1","2020","10,025","V","1","2020","10","V","1","2020","7","NV","2","2020","5","NV","2","2020","3.5","NV","2","2020","6.5","NV","2","2020","7,004","NV","2","2020","","","","","","","",""
"19000604","10","V","2","2020","7","AC","2","2020","10","V","2","2020","17.85","V","1","2020","10","V","2","2020","10","V","1","2020","10,808","V","2","2020","10","V","2","2020","2.1","NV","2","2020","7","NV","2","2020","16.75","V","1","2020","3","NV","2","2020",".5","NV","2","2020","6,558","NV","2","2020","","","","","","","",""
"19000610","17","V","1","2020","13.35","V","1","2020","20","V","1","2020","17.8","V","1","2020","13.5","V","1","2020","13","V","1","2020","15,775","V","1","2020","14.8","V","1","2020","10.15","V","1","2020","12","V","1","2020","17.5","V","1","2020","16","V","1","2020","10","V","2","2020","13,408","V","2","2020","","","","","","","",""
"19000645","","","","","","","","","","","","","","","","","","","","","8","NV","2","2020","","","1","2020","0","NRA","1","2020","3","NV","2","2020","6","NV","2","2020","5","NV","2","2020","3","NV","2","2020","0","NRA","1","2020","2,833","NV","2","2020","","","","","","","",""
"19000649","","","","","","","","","3","NV","2","2020","17.2","V","1","2020","13","V","1","2020","7","NV","2","2020","","","1","2020","10,075","V","1","2020","10","V","2","2020","14","V","1","2020","17","V","1","2020","10","V","2","2020","10","V","2","2020","11,846","V","2","2020","","","","","","","",""
"19000653","","","","","","","","","","","","","16.1","V","1","2020","10","V","2","2020","10","V","2","2020","","","1","2020","10","V","2","2020","7","AC","2","2020","15","V","1","2020","12.75","V","1","2020","14.25","V","1","2020","7","AC","2","2020","11","V","2","2020","","","","","","","",""
"19000656","","","","","","","","","","","","","","","","","10","V","2","2020","10","V","2","2020","","","1","2020","10,075","V","1","2020","10.01","V","1","2020","14","V","1","2020","10","V","1","2020","10.75","V","1","2020","7","AC","2","2020","10,306","V","2","2020","","","","","","","",""
"19000684","13","V","1","2020","9.79","AC","2","2020","15.5","V","1","2020","16.85","V","1","2020","18","V","1","2020","12.5","V","1","2020","14,273","V","2","2020","12.75","V","1","2020","10","V","2","2020","12","V","1","2020","17","V","1","2020","15.5","V","1","2020","10","V","1","2020","12,875","V","2","2020","","","","","","","",""
"19000695","","","","","","","","","","","","","13.85","V","1","2020","","","","","9","NV","2","2020","","","1","2020","7.8","AC","2","2020","10.01","V","1","2020","14","V","1","2020","14","V","1","2020","8.5","AC","2","2020","7","AC","2","2020","10,218","V","2","2020","","","","","","","",""
"19000720","","","","","","","","","","","","","11","V","1","2020","","","","","","","","","","","1","2020","10,025","V","1","2020","0","NRA","1","2020","10","V","2","2020","17","V","1","2020","4","NV","2","2020","0","NRA","1","2020","6,838","NV","2","2020","","","","","","","",""
"19000722","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19000723","","","","","","","","","","","","","","","","","","","","","10","V","1","2020","","","1","2020","7.9","NV","2","2020","4.1","NV","2","2020","0","NRA","1","2020","17","V","1","2020","3","NV","2","2020","2","NV","2","2020","5,667","NV","2","2020","","","","","","","",""
"19000733","10","V","1","2020","8.5","AC","2","2020","12.5","V","1","2020","18.45","V","1","2020","11","V","1","2020","12","V","1","2020","12,075","V","2","2020","10","V","1","2020","5.2","NV","2","2020","10","V","2","2020","17","V","1","2020","10","V","2","2020","1.5","NV","2","2020","8.95","NV","2","2020","","","","","","","",""
"19000744","","","","","","","","","","","","","","","","","8.5","NV","2","2020","7","NV","2","2020","","","1","2020","7","AC","2","2020","7","AC","2","2020","14","V","1","2020","17.5","V","1","2020","8.25","AC","2","2020","8","AC","2","2020","10,292","V","2","2020","","","","","","","",""
"19000749","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","",""
"19000763","","","","","","","","","10","V","2","2020","","","","","10","V","2","2020","14.5","V","1","2020","","","1","2020","15,125","V","1","2020","3","NV","2","2020","15","V","1","2020","14.5","V","1","2020","0","NRA","1","2020","0","NRA","1","2020","7,938","NV","2","2020","","","","","","","",""
"19000765","","","","","","","","","","","","","","","","","","","","","10","V","2","2020","","","1","2020","8.5","AC","2","2020","10","V","2","2020","11","V","1","2020","15.5","V","1","2020","7","AC","2","2020","8","AC","2","2020","10","V","2","2020","","","","","","","",""
"19000772","20","V","1","2020","12.23","V","1","2020","12","V","1","2020","15.05","V","1","2020","13","V","1","2020","13","V","1","2020","14,213","V","1","2020","12,175","V","1","2020","10.85","V","1","2020","11","V","1","2020","12","V","1","2020","14.5","V","1","2020","8","AC","2","2020","11,421","V","2","2020","","","","","","","",""
"19000782","10","V","2","2020","8.7","AC","2","2020","10.5","V","1","2020","13","V","1","2020","13","V","1","2020","13.5","V","1","2020","11.45","V","2","2020","10","V","1","2020","8","AC","2","2020","14","V","1","2020","10","V","1","2020","13.75","V","1","2020","10","V","1","2020","10,958","V","2","2020","","","","","","","",""
"19000785","","","","","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","",""
"19000798","13","V","1","2020","7","NV","2","2020","4","NV","2","2020","12.6","V","1","2020","11","V","1","2020","10","V","2","2020","9.6","NV","2","2020","6.3","NV","2","2020","1.05","NV","2","2020","7","NV","2","2020","10.5","V","1","2020","4.75","NV","2","2020","0","NRA","1","2020","4,933","NV","2","2020","","","","","","","",""
"19001469","20","V","1","2020","18.74","V","1","2020","15.5","V","1","2020","19.2","V","1","2020","17.5","V","1","2020","19.5","V","1","2020","18,407","V","1","2020","18.2","V","1","2020","18.5","V","1","2020","17","V","1","2020","17.5","V","1","2020","17","V","1","2020","17.5","V","1","2020","17,617","V","1","2020","","","","","","","",""
"19001485","8","AC","2","2020","16.95","V","1","2020","10","V","1","2020","12.4","V","1","2020","10","V","2","2020","15","V","1","2020","12,058","V","2","2020","8.5","AC","2","2020","10.05","V","1","2020","11","V","1","2020","16","V","1","2020","14.5","V","1","2020","9","AC","2","2020","11,508","V","2","2020","","","","","","","",""
"19001496","13","V","1","2020","8","AC","2","2020","10","V","2","2020","16.1","V","1","2020","10","V","2","2020","14","V","1","2020","11.85","V","2","2020","10.7","V","1","2020","14.8","V","1","2020","11","V","1","2020","16","V","1","2020","14.25","V","1","2020","10","V","2","2020","12,792","V","2","2020","","","","","","","",""
"19001504","11.5","V","1","2020","13.02","V","1","2020","11.5","V","1","2020","16.4","V","1","2020","12","V","1","2020","16","V","1","2020","13,403","V","1","2020","11.95","V","1","2020","14.25","V","1","2020","17","V","1","2020","17","V","1","2020","9.5","AC","2","2020","9","AC","2","2020","13,117","V","2","2020","","","","","","","",""
"19001555","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19001567","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19001568","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","",""
"19001963","10","V","2","2020","10","V","2","2020","7","AC","2","2020","14.85","V","1","2020","10.5","V","1","2020","12","V","1","2020","10,725","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","17","V","1","2020","10.5","V","1","2020","10","V","2","2020","11.25","V","2","2020","","","","","","","",""
"19002099","6.5","NV","2","2020","5","NV","2","2020","4","NV","2","2020","12.6","V","1","2020","10","V","2","2020","10","V","2","2020","8,017","NV","2","2020","10","V","2","2020","7","AC","2","2020","12","V","1","2020","16.75","V","1","2020","8","AC","2","2020","7","AC","2","2020","10,125","V","2","2020","","","","","","","",""
"19002146","","","","","","","","","5","NV","2","2020","","","","","10","V","2","2020","11","V","1","2020","","","1","2020","7.8","NV","2","2020","10.15","V","1","2020","10","V","2","2020","10","V","2","2020","1.5","NV","2","2020","2.5","NV","2","2020","6,992","NV","2","2020","","","","","","","",""
"19002272","","","","","","","","","7","NV","2","2020","13.4","V","1","2020","10","V","2","2020","11","V","1","2020","","","1","2020","2.1","NV","2","2020",".35","NV","2","2020","5","NV","2","2020","5","NV","2","2020","2.2","NV","2","2020","2.5","NV","2","2020","2,858","NV","2","2020","","","","","","","",""
"19002284","","","","","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19002315","","","","","","","","","15","V","1","2020","","","","","","","","","14","V","1","2020","","","1","2020","9","AC","2","2020","7.5","AC","2","2020","14","V","1","2020","12","V","1","2020","10","V","1","2020","7.5","AC","2","2020","10","V","2","2020","","","","","","","",""
"19002318","","","","","","","","","13.5","V","1","2020","16.1","V","1","2020","12.5","V","1","2020","10","V","2","2020","","","1","2020","5.45","NV","2","2020","10","V","2","2020","6","NV","2","2020","17","V","1","2020","4.25","NV","2","2020","5.5","NV","2","2020","8,033","NV","2","2020","","","","","","","",""
"19002376","","","","","","","","","","","","","","","","","10.5","V","1","2020","13","V","1","2020","","","1","2020","3.85","NV","2","2020","","","","","11","V","1","2020","12","V","1","2020","4","NV","2","2020","","","","","","","1","2020","","","","","","","",""
"19002381","14","V","1","2020","11.34","V","1","2020","12.5","V","1","2020","16.6","V","1","2020","8","AC","2","2020","14.5","V","1","2020","12,823","V","2","2020","11,675","V","1","2020","10","V","2","2020","10","V","1","2020","17.5","V","1","2020","9.25","AC","2","2020","10","V","2","2020","11,404","V","2","2020","","","","","","","",""
"19002383","14","V","1","2020","10","V","2","2020","11","V","1","2020","16.1","V","1","2020","10.5","V","1","2020","10","V","2","2020","11,933","V","2","2020","10,075","V","1","2020","6.35","NV","2","2020","12","V","1","2020","17.5","V","1","2020","10.75","V","1","2020",".25","NV","2","2020","9,488","NV","2","2020","","","","","","","",""
"19002390","10","V","1","2020","10","V","2","2020","12","V","1","2020","12","V","1","2020","11.5","V","1","2020","13.5","V","1","2020","11.5","V","2","2020","17.4","V","1","2020","10","V","2","2020","11","V","1","2020","12","V","1","2020","12.75","V","1","2020","7","AC","2","2020","11,692","V","2","2020","","","","","","","",""
"19002394","10","V","2","2020","12.51","V","1","2020","10","V","2","2020","15.1","V","1","2020","10","V","2","2020","12","V","1","2020","11,602","V","2","2020","10.15","V","1","2020","10","V","2","2020","11","V","1","2020","10","V","1","2020","10.75","V","1","2020","10","V","2","2020","10,317","V","2","2020","","","","","","","",""
"19002397","10","V","2","2020","8.51","AC","2","2020","10","V","2","2020","14.1","V","1","2020","10","V","2","2020","13","V","1","2020","10,935","V","2","2020","11.5","V","1","2020","11.25","V","1","2020","10","V","1","2020","10","V","2","2020","10.25","V","1","2020","7","AC","2","2020","10","V","2","2020","","","","","","","",""
"19002739","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2020","10","V","2","2020","0","NRA","1","2020","11","V","1","2020","11","V","1","2020","8.25","NV","2","2020",".5","NV","2","2020","6,792","NV","2","2020","","","","","","","",""
"19002900","4","NV","2","2020","5","NV","2","2020","10","V","1","2020","13.6","V","1","2020","9","NV","2","2020","11","V","1","2020","8,767","NV","2","2020","10","V","2","2020","10","V","2","2020","11","V","1","2020","6","NV","2","2020","11.75","V","1","2020","5.5","NV","2","2020","9,042","NV","2","2020","","","","","","","",""
"19003025","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","","","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","","","",""
"19003284","13","V","1","2020","10","V","2","2020","14","V","1","2020","17.15","V","1","2020","14","V","1","2020","12","V","1","2020","13,358","V","2","2020","11,125","V","1","2020","10","V","2","2020","14","V","1","2020","10","V","1","2020","15.5","V","1","2020","10","V","2","2020","11,771","V","2","2020","","","","","","","",""
"19003293","","","","","","","","","11.5","V","1","2020","","","","","10","V","2","2020","15.5","V","1","2020","","","1","2020","10","V","2","2020","10","V","2","2020","11","V","1","2020","16.75","V","1","2020","13","V","1","2020","7","AC","2","2020","11,292","V","2","2020","","","","","","","",""
"19003327","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19003497","13","V","1","2020","13.02","V","1","2020","13.5","V","1","2020","19.25","V","1","2020","16.5","V","1","2020","10","V","2","2020","14,212","V","2","2020","10.3","V","1","2020","10","V","2","2020","15","V","1","2020","13.5","V","1","2020","13.25","V","1","2020","10","V","1","2020","12,008","V","2","2020","","","","","","","",""
"19003591","","","","","","","","","10","V","2","2020","","","","","7","NV","2","2020","8","NV","2","2020","","","1","2020","11.3","V","1","2020","16.7","V","1","2020","12","V","1","2020","11","V","1","2020","14.5","V","1","2020","7","AC","2","2020","12,083","V","2","2020","","","","","","","",""
"19003620","","","","","","","","","","","","","","","","","","","","","10","V","1","2020","","","1","2020","6,225","NV","2","2020","6.6","NV","2","2020","10","V","1","2020","16.5","V","1","2020","1.5","NV","2","2020",".5","NV","2","2020","6,888","NV","2","2020","","","","","","","",""
"19003908","11","V","1","2020","7","AC","2","2020","10","V","2","2020","14.4","V","1","2020","10","V","2","2020","15.5","V","1","2020","11,317","V","2","2020","10,125","V","1","2020","10","V","2","2020","12","V","1","2020","17.5","V","1","2020","7.25","AC","2","2020","7","AC","2","2020","10,646","V","2","2020","","","","","","","",""
"19003912","","","","","","","","","10","V","2","2020","","","","","","","","","12","V","1","2020","","","1","2020","14,775","V","1","2020","0","NRA","1","2020","11","V","1","2020","16.75","V","1","2020","11.5","V","1","2020","0","NRA","1","2020","9,004","NV","2","2020","","","","","","","",""
"19003925","","","","","","","","","10","V","2","2020","","","","","10","V","2","2020","10","V","2","2020","","","1","2020","8,025","NV","2","2020","5.5","NV","2","2020","","","","","5","NV","2","2020","7.5","NV","2","2020","","","","","","","1","2020","","","","","","","",""
"19004009","11.5","V","1","2020","10","V","2","2020","10","V","2","2020","15.4","V","1","2020","10","V","2","2020","10","V","2","2020","11.15","V","2","2020","11.4","V","1","2020","7.8","AC","2","2020","14","V","1","2020","12","V","1","2020","11.5","V","1","2020","7","AC","2","2020","10,617","V","2","2020","","","","","","","",""
"19004039","","","","","","","","","","","","","15.6","V","1","2020","","","","","10","V","1","2020","","","1","2020","10","V","1","2020","10","V","2","2020","10","V","1","2020","17.5","V","1","2020","10.25","V","1","2020","7","AC","2","2020","10,792","V","2","2020","","","","","","","",""
"19004079","0","NRA","1","2020","1.19","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".198","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19004081","13","V","1","2020","8.14","AC","2","2020","14","V","1","2020","12.6","V","1","2020","10","V","2","2020","18","V","1","2020","12,623","V","2","2020","10","V","2","2020","10","V","2","2020","11","V","1","2020","12.75","V","1","2020","14.75","V","1","2020","7","AC","2","2020","10,917","V","2","2020","","","","","","","",""
"19004090","","","","","","","","","","","","","12.3","V","1","2020","10","V","2","2020","8","NV","2","2020","","","1","2020","7.75","NV","2","2020","2.1","NV","2","2020","12","V","1","2020","7.5","NV","2","2020","9","NV","2","2020",".25","NV","2","2020","6,433","NV","2","2020","","","","","","","",""
"19004095","11.5","V","1","2020","8.49","AC","2","2020","12.5","V","1","2020","16.6","V","1","2020","11","V","1","2020","17","V","1","2020","12,848","V","2","2020","14.05","V","1","2020","10","V","2","2020","10","V","2","2020","13.85","V","1","2020","17","V","1","2020","10","V","2","2020","12,483","V","2","2020","","","","","","","",""
"19004142","","","","","","","","","0","NRA","1","2020","","","","","","","","","12.5","V","1","2020","","","1","2020","0","NRA","1","2020","2.4","NV","2","2020","10","V","1","2020","5","NV","2","2020","4.5","NV","2","2020","2.5","NV","2","2020","4,067","NV","2","2020","","","","","","","",""
"19004173","","","","","","","","","5","NV","2","2020","14.1","V","1","2020","5","NV","2","2020","10","V","1","2020","","","1","2020","7.45","NV","2","2020","8","NV","2","2020","6","NV","2","2020","8","NV","2","2020","9.5","NV","2","2020",".25","NV","2","2020","6,533","NV","2","2020","","","","","","","",""
"19004232","","","","","","","","","","","","","","","","","","","","","10.5","V","1","2020","","","1","2020","8,325","NV","2","2020","5.5","NV","2","2020","14","V","1","2020","17","V","1","2020","4","NV","2","2020","2.5","NV","2","2020","8,554","NV","2","2020","","","","","","","",""
"19004317","13","V","1","2020","10","V","2","2020","7","AC","2","2020","16.1","V","1","2020","13","V","1","2020","12","V","1","2020","11.85","V","2","2020","10","V","2","2020","10","V","2","2020","17.25","V","1","2020","17","V","1","2020","9.5","AC","2","2020","9","AC","2","2020","12,125","V","2","2020","","","","","","","",""
"19004322","","","","","","","","","","","","","12","V","1","2020","6.5","NV","2","2020","12","V","1","2020","","","1","2020","3","NV","2","2020","6","NV","2","2020","17","V","1","2020","17","V","1","2020","8.25","NV","2","2020","0","NRA","1","2020","8,542","NV","2","2020","","","","","","","",""
"19004356","13","V","1","2020","7","AC","2","2020","14.5","V","1","2020","14.6","V","1","2020","14","V","1","2020","15.5","V","1","2020","13.1","V","2","2020","10,075","V","1","2020","3.8","NV","2","2020","10","V","1","2020","5","NV","2","2020","6.5","NV","2","2020","8","NV","2","2020","7,229","NV","2","2020","","","","","","","",""
