"COD_ETU","Note : TLGE3104","Résultat : TLGE3104","Session : TLGE3104","Année : TLGE3104","Note : TLGE3204","Résultat : TLGE3204","Session : TLGE3204","Année : TLGE3204","Note : TLGE3304","Résultat : TLGE3304","Session : TLGE3304","Année : TLGE3304","Note : TLGE3404","Résultat : TLGE3404","Session : TLGE3404","Année : TLGE3404","Note : TLGE3504","Résultat : TLGE3504","Session : TLGE3504","Année : TLGE3504","Note : TLGE3604","Résultat : TLGE3604","Session : TLGE3604","Année : TLGE3604","Note : TLGE3004","Résultat : TLGE3004","Session : TLGE3004","Année : TLGE3004","Note : TLGE4104","Résultat : TLGE4104","Session : TLGE4104","Année : TLGE4104","Note : TLGE4204","Résultat : TLGE4204","Session : TLGE4204","Année : TLGE4204","Note : TLGE4304","Résultat : TLGE4304","Session : TLGE4304","Année : TLGE4304","Note : TLGE4404","Résultat : TLGE4404","Session : TLGE4404","Année : TLGE4404","Note : TLGE4504","Résultat : TLGE4504","Session : TLGE4504","Année : TLGE4504","Note : TLGE4604","Résultat : TLGE4604","Session : TLGE4604","Année : TLGE4604","Note : TLGE4004","Résultat : TLGE4004","Session : TLGE4004","Année : TLGE4004","Note : TLMP140C","Résultat : TLMP140C","Session : TLMP140C","Année : TLMP140C","Note : TLMP240C","Résultat : TLMP240C","Session : TLMP240C","Année : TLMP240C"
"19004358","","","","","","","","","","","","","","","","","","","","","10","V","2","2020","","","1","2020","6.5","NV","2","2020","4.05","NV","2","2020","7","NV","2","2020","11.5","V","1","2020","10","V","1","2020","2","NV","2","2020","6,842","NV","2","2020","","","","","","","",""
"19004376","","","","","","","","","","","","","","","","","","","","","8","NV","2","2020","","","1","2020","7.25","NV","2","2020","3.1","NV","2","2020","10","V","1","2020","5","NV","2","2020","2.5","NV","2","2020","4","NV","2","2020","5,308","NV","2","2020","","","","","","","",""
"19004396","14","V","1","2020","7","AC","2","2020","10","V","1","2020","12","V","1","2020","10","V","2","2020","13","V","1","2020","11","V","2","2020","10.05","V","1","2020","8","NV","2","2020","11","V","1","2020","8.5","NV","2","2020","6.5","NV","2","2020","5","NV","2","2020","8,175","NV","2","2020","","","","","","","",""
"19004404","11.5","V","1","2020","13.05","V","1","2020","18","V","1","2020","17.25","V","1","2020","10.5","V","1","2020","13","V","1","2020","13,883","V","1","2020","12,675","V","1","2020","15.35","V","1","2020","12","V","1","2020","15.5","V","1","2020","14.5","V","1","2020","8","AC","2","2020","13,004","V","2","2020","","","","","","","",""
"19004408","10.5","V","1","2020","8.5","AC","2","2020","10","V","2","2020","13.6","V","1","2020","11.5","V","1","2020","10","V","1","2020","10,683","V","2","2020","7.8","NV","2","2020","2.5","NV","2","2020","10","V","1","2020","17","V","1","2020","2.5","NV","2","2020","2","NV","2","2020","6,967","NV","2","2020","","","","","","","",""
"19004423","10","V","2","2020","10","V","2","2020","7","AC","2","2020","11.8","V","1","2020","10","V","2","2020","11","V","1","2020","9,967","AC","2","2020","8","AC","2","2020","7","AC","2","2020","10","V","1","2020","16.75","V","1","2020","12.25","V","1","2020","8","AC","2","2020","10,333","V","2","2020","","","","","","","",""
"19004445","10","V","2","2020","8.5","AC","2","2020","7","AC","2","2020","14.6","V","1","2020","10.1","V","1","2020","13","V","1","2020","10,533","V","2","2020","3.9","NV","2","2020","4.8","NV","2","2020","7","NV","2","2020","7.5","NV","2","2020","6.5","NV","2","2020","6","NV","2","2020","5.95","NV","2","2020","","","","","","","",""
"19004447","9.5","AC","2","2020","10","V","1","2020","12","V","1","2020","14.4","V","1","2020","10","V","2","2020","13","V","1","2020","11,483","V","2","2020","11.2","V","1","2020","10","V","2","2020","14","V","1","2020","11","V","1","2020","11","V","1","2020","7","AC","2","2020","10.7","V","2","2020","","","","","","","",""
"19004446","","","","","","","","","0","NRA","1","2020","11.2","V","1","2020","0","NRA","1","2020","3.5","NV","2","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19004448","","","","","","","","","0","NV","2","2020","","","","","10","V","1","2020","8","NV","2","2020","","","1","2020","3.85","NV","2","2020","3.15","NV","2","2020","8","NV","2","2020","17","V","1","2020","3.25","NV","2","2020","1","NV","2","2020","6,042","NV","2","2020","","","","","","","",""
"19004471","","","","","","","","","7","NV","2","2020","","","","","12","V","1","2020","8","NV","2","2020","","","1","2020","10","V","2","2020","7","NV","2","2020","11","V","1","2020","5","NV","2","2020","6.25","NV","2","2020","10","V","1","2020","8,208","NV","2","2020","","","","","","","",""
"19004474","","","","","","","","","10","V","2","2020","","","","","","","","","","","","","","","1","2020","10.65","V","1","2020","","","","","","","","","12","V","1","2020","","","","","","","","","","","1","2020","","","","","","","",""
"19004490","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","","","","","","","",""
"19004501","10","V","2","2020","8","AC","2","2020","10","V","2","2020","15.6","V","1","2020","10.5","V","1","2020","9","AC","2","2020","10,517","V","2","2020","9","AC","2","2020","10","V","2","2020","11","V","1","2020","10","V","1","2020","8.75","AC","2","2020","7","AC","2","2020","9,292","AC","2","2020","","","","","","","",""
"19004505","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2020","0","NRA","1","2020","","","","","","","","","","","","","0","NRA","1","2020","2","NV","2","2020","","","1","2020","","","","","","","",""
"19004509","10","V","1","2020","","","","","5","NV","2","2020","","","","","10","V","2","2020","11.5","V","1","2020","","","1","2020","10,075","V","1","2020","10","V","2","2020","12","V","1","2020","16.75","V","1","2020","10","V","2","2020","7","AC","2","2020","10,971","V","2","2020","","","","","","","",""
"19004510","13","V","1","2020","10","V","2","2020","7","AC","2","2020","11.8","V","1","2020","14.5","V","1","2020","10","V","1","2020","11.05","V","2","2020","10.15","V","1","2020","12.1","V","1","2020","14","V","1","2020","17","V","1","2020","11","V","1","2020","7","AC","2","2020","11,875","V","2","2020","","","","","","","",""
"19004521","11.5","V","1","2020","13.86","V","1","2020","13.5","V","1","2020","15.15","V","1","2020","16","V","1","2020","10","V","1","2020","13,335","V","1","2020","15.6","V","1","2020","10","V","2","2020","11","V","1","2020","17.5","V","1","2020","8.75","AC","2","2020","10","V","1","2020","12,142","V","2","2020","","","","","","","",""
"19004522","13","V","1","2020","10","V","2","2020","12.5","V","1","2020","16.85","V","1","2020","12.5","V","1","2020","12","V","1","2020","12,808","V","2","2020","13,825","V","1","2020","10","V","2","2020","13","V","1","2020","17.5","V","1","2020","12.25","V","1","2020","7","AC","2","2020","12,263","V","2","2020","","","","","","","",""
"19004525","10","V","2","2020","11.65","V","1","2020","12.5","V","1","2020","17.1","V","1","2020","10","V","2","2020","10","V","2","2020","11,875","V","2","2020","6","NV","2","2020","4.5","NV","2","2020","11","V","1","2020","10","V","2","2020","6.75","NV","2","2020","8.5","NV","2","2020","7,792","NV","2","2020","","","","","","","",""
"19004530","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2020","","","","","0","NRA","1","2020","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","","","","","","","",""
"19004535","10","V","2","2020","12.88","V","1","2020","11.5","V","1","2020","15.25","V","1","2020","10","V","2","2020","10","V","1","2020","11,605","V","2","2020","11","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","10.5","V","1","2020","8.5","AC","2","2020","10","V","2","2020","","","","","","","",""
"19004537","20","V","1","2020","12.74","V","1","2020","14","V","1","2020","17.25","V","1","2020","12","V","1","2020","18","V","1","2020","15,665","V","1","2020","13.15","V","1","2020","10","V","2","2020","10","V","1","2020","17","V","1","2020","10","V","1","2020","10","V","2","2020","11,692","V","2","2020","","","","","","","",""
"19004538","0","NRA","1","2020",".84","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020",".14","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19004817","","","","","","","","","11","V","1","2020","","","","","10","V","2","2020","8","NV","2","2020","","","1","2020","7","NV","2","2020","4.45","NV","2","2020","6","NV","2","2020","5","NV","2","2020","3","NV","2","2020","7","NV","2","2020","5,408","NV","2","2020","","","","","","","",""
"19004844","","","","","","","","","15.5","V","1","2020","","","","","10","V","2","2020","11","V","1","2020","","","1","2020","14.6","V","1","2020","10","V","2","2020","10","V","1","2020","16.75","V","1","2020","15.75","V","1","2020","13","V","1","2020","13.35","V","2","2020","","","","","","","",""
"19004864","10","V","2","2020","6","NV","2","2020","","","","","","","","","","","","","10","V","2","2020","","","1","2020","5,075","NV","2","2020","6.6","NV","2","2020","13","V","1","2020","17.5","V","1","2020","8.25","NV","2","2020","2.5","NV","2","2020","8,821","NV","2","2020","","","","","","","",""
"19004880","10","V","2","2020","8","NV","2","2020","5","NV","2","2020","11.6","V","1","2020","12","V","1","2020","10","V","1","2020","9,433","NV","2","2020","10,925","V","1","2020","5.95","NV","2","2020","11","V","1","2020","12","V","1","2020","10","V","2","2020","6","NV","2","2020","9,313","NV","2","2020","","","","","","","",""
"19004888","","","","","","","","","","","","","","","","","10.1","V","1","2020","10","V","2","2020","","","1","2020","4.2","NV","2","2020","0","NRA","1","2020","5","NV","2","2020","7.5","NV","2","2020","5.25","NV","2","2020","0","NRA","1","2020","3,658","NV","2","2020","","","","","","","",""
"19004912","","","","","","","","","","","","","","","","","8.5","NV","2","2020","8","NV","2","2020","","","1","2020","6","NV","2","2020","5.15","NV","2","2020","11","V","1","2020","5","NV","2","2020","4.75","NV","2","2020",".25","NV","2","2020","5,358","NV","2","2020","","","","","","","",""
"19004924","11.5","V","1","2020","","","","","10","V","1","2020","12.2","V","1","2020","7.5","NV","2","2020","10","V","1","2020","","","1","2020","5.1","NV","2","2020","2.4","NV","2","2020","7","NV","2","2020","11","V","1","2020","5","NV","2","2020","9","NV","2","2020","6,583","NV","2","2020","","","","","","","",""
"19004931","","","","","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020","","","","","","","",""
"19004939","","","","","","","","","","","","","","","","","","","","","8","NV","2","2020","","","1","2020","2.1","NV","2","2020","4","NV","2","2020","7","NV","2","2020","10","V","2","2020","6.5","NV","2","2020","6","NV","2","2020","5,933","NV","2","2020","","","","","","","",""
"19004951","11","V","1","2020","8","NV","2","2020","13.5","V","1","2020","","","","","10","V","2","2020","16.5","V","1","2020","","","1","2020","12,075","V","1","2020","15.25","V","1","2020","","","","","7","NV","2","2020","13.5","V","1","2020","10","V","2","2020","","","1","2020","","","","","","","",""
"19004963","","","","","","","","","7","NV","2","2020","","","","","10","V","2","2020","10","V","1","2020","","","1","2020","10","V","2","2020","3.45","NV","2","2020","7","NV","2","2020","5","NV","2","2020","3.5","NV","2","2020","1.5","NV","2","2020","5,075","NV","2","2020","","","","","","","",""
"19004976","15.5","V","1","2020","","","","","0","NRA","1","2020","","","","","","","","","","","","","","","1","2020","8.4","NV","2","2020","3.85","NV","2","2020","13","V","1","2020","5","NV","2","2020","5","NV","2","2020","12","V","1","2020","7,875","NV","2","2020","","","","","","","",""
"19004987","10","V","2","2020","7","AC","2","2020","10","V","1","2020","13.4","V","1","2020","12","V","1","2020","14.5","V","1","2020","11.15","V","2","2020","7.1","NV","2","2020","8.5","NV","2","2020","11","V","1","2020","5","NV","2","2020","11.25","V","1","2020","5","NV","2","2020","7,975","NV","2","2020","","","","","","","",""
"19004994","","","","","","","","","11.5","V","1","2020","12","V","1","2020","10","V","2","2020","8","NV","2","2020","","","1","2020","4","NV","2","2020","1.75","NV","2","2020","11","V","1","2020","10","V","1","2020","9.25","NV","2","2020","2.5","NV","2","2020","6,417","NV","2","2020","","","","","","","",""
"19005002","13","V","1","2020","10.81","V","1","2020","11.5","V","1","2020","14","V","1","2020","10.5","V","1","2020","10","V","1","2020","11,635","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","16","V","1","2020","7.25","AC","2","2020","7","AC","2","2020","10,042","V","2","2020","","","","","","","",""
"19005010","0","NRA","1","2020","2.21","NV","2","2020","0","NRA","1","2020","14.1","V","1","2020","0","NRA","1","2020","0","NRA","1","2020","2,718","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19005063","0","NRA","1","2020","","","","","0","NRA","1","2020","","","","","","","","","","","","","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19005071","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19005079","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020","","","","","","","",""
"19005086","","","","","","","","","","","","","10","V","2","2020","9","NV","2","2020","13","V","1","2020","","","1","2020",".7","NV","2","2020",".35","NV","2","2020","7","NV","2","2020","10","V","2","2020","4","NV","2","2020",".25","NV","2","2020","3,717","NV","2","2020","","","","","","","",""
"19005104","0","NRA","1","2020",".77","NV","2","2020","7","NV","2","2020","14.6","V","1","2020",".1","NV","2","2020","13.5","V","1","2020","5,995","NV","2","2020","7.25","NV","2","2020","0","NRA","1","2020","11","V","1","2020","5","NV","2","2020","3.5","NV","2","2020","3","NV","2","2020","4,958","NV","2","2020","","","","","","","",""
"19005122","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020","","","","","","","",""
"19005139","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19005142","10.5","V","1","2020","","","","","10","V","2","2020","15.6","V","1","2020","7.5","NV","2","2020","10","V","1","2020","","","1","2020","10","V","2","2020","11","V","1","2020","10","V","1","2020","10","V","2","2020","9","AC","2","2020","10","V","2","2020","10","V","2","2020","","","","","","","",""
"19005193","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","","","","","1","2020","","","","","","","",""
"19005205","9","AC","2","2020","10.46","V","1","2020","10","V","2","2020","12.75","V","1","2020","10.5","V","1","2020","10","V","2","2020","10,452","V","2","2020","11.5","V","1","2020","10","V","2","2020","10","V","2","2020","9.5","AC","2","2020","10","V","2","2020","9","AC","2","2020","10","V","2","2020","","","","","","","",""
"19005326","11.5","V","1","2020","11.58","V","1","2020","12.5","V","1","2020","16.1","V","1","2020","10","V","2","2020","15","V","1","2020","12.78","V","2","2020","13,825","V","1","2020","18.05","V","1","2020","10","V","2","2020","7","AC","2","2020","10.25","V","1","2020","13.5","V","1","2020","12,104","V","2","2020","","","","","","","",""
"19005364","","","","","","","","","11.5","V","1","2020","","","","","12","V","1","2020","13","V","1","2020","","","1","2020","10.55","V","1","2020","","","","","","","","","7","NV","2","2020","1.5","NV","2","2020","4","NV","2","2020","","","1","2020","","","","","","","",""
"19005472","","","","","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","",""
"19005477","","","","","","","","","","","","","14.35","V","1","2020","10","V","2","2020","13","V","1","2020","","","1","2020","10,025","V","1","2020","16.7","V","1","2020","13","V","1","2020","10","V","2","2020","12.25","V","1","2020","10","V","2","2020","11,996","V","2","2020","","","","","","","",""
"19005490","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19005501","12.5","V","1","2020","10","V","2","2020","7","AC","2","2020","18.5","V","1","2020","11","V","1","2020","11.5","V","1","2020","11.75","V","2","2020","11,525","V","1","2020","14.05","V","1","2020","10","V","2","2020","17","V","1","2020","15.75","V","1","2020","7.5","AC","2","2020","12,638","V","2","2020","","","","","","","",""
"19005516","10","V","2","2020","10","V","2","2020","7","AC","2","2020","14.6","V","1","2020","11","V","1","2020","13.5","V","1","2020","11,017","V","2","2020","10","V","2","2020","10","V","2","2020","11","V","1","2020","17","V","1","2020","7","AC","2","2020","9.5","AC","2","2020","10.75","V","2","2020","","","","","","","",""
"19005517","0","NRA","1","2020","","","","","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19005550","14","V","1","2020","7","AC","2","2020","7","AC","2","2020","16.4","V","1","2020","10","V","2","2020","13","V","1","2020","11,233","V","2","2020","10","V","2","2020","10","V","2","2020","12","V","1","2020","10","V","2","2020","12","V","1","2020","10","V","1","2020","10,667","V","2","2020","","","","","","","",""
"19005551","10","V","2","2020","10","V","2","2020","14.5","V","1","2020","14.7","V","1","2020","12","V","1","2020","8","AC","2","2020","11,533","V","2","2020","10.85","V","1","2020","10","V","2","2020","13","V","1","2020","17","V","1","2020","7.25","AC","2","2020","7","AC","2","2020","10.85","V","2","2020","","","","","","","",""
"19005840","17","V","1","2020","13.32","V","1","2020","12.5","V","1","2020","16.4","V","1","2020","13","V","1","2020","13.5","V","1","2020","14,287","V","1","2020","12.8","V","1","2020","11","V","1","2020","11","V","1","2020","17","V","1","2020","15","V","1","2020","10","V","2","2020","12.8","V","2","2020","","","","","","","",""
"19006130","11","V","1","2020","8.6","AC","2","2020","15","V","1","2020","15.15","V","1","2020","10","V","2","2020","16","V","1","2020","12,625","V","2","2020","10","V","2","2020","10","V","2","2020","11","V","1","2020","10","V","2","2020","11.25","V","1","2020","7.75","AC","2","2020","10","V","2","2020","","","","","","","",""
"19006513","","","","","","","","","14","V","1","2020","","","","","10","V","2","2020","10","V","1","2020","","","1","2020","10","V","2","2020","10","V","2","2020","14","V","1","2020","16","V","1","2020","4.5","NV","2","2020","2.5","NV","2","2020","9.5","NV","2","2020","","","","","","","",""
"19006739","8.5","AC","2","2020","10","V","2","2020","13.5","V","1","2020","12.6","V","1","2020","11","V","1","2020","10","V","1","2020","10,933","V","2","2020","10","V","1","2020","13.05","V","1","2020","10","V","2","2020","12","V","1","2020","9","AC","2","2020","10","V","1","2020","10,675","V","2","2020","","","","","","","",""
"19007083","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","","","","","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19007368","14","V","1","2020","7","AC","2","2020","10","V","2","2020","12.8","V","1","2020","10","V","2","2020","11","V","1","2020","10.8","V","2","2020","11.9","V","1","2020","10","V","2","2020","11","V","1","2020","10","V","1","2020","10","V","2","2020","7.5","AC","2","2020","10,067","V","2","2020","","","","","","","",""
"19007646","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2020","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020","","","","","","","",""
"19007680","","","","","","","","","","","","","","","","","5","NV","2","2020","11","V","1","2020","","","1","2020","5.75","NV","2","2020","2.5","NV","2","2020","6","NV","2","2020","7.5","NV","2","2020","7.5","NV","2","2020","5","NV","2","2020","5,708","NV","2","2020","","","","","","","",""
"19008029","14","V","1","2020","10","V","2","2020","12.5","V","1","2020","14.1","V","1","2020","10.5","V","1","2020","11","V","1","2020","12,017","V","2","2020","15.25","V","1","2020","10","V","2","2020","12.5","V","1","2020","10","V","1","2020","10","V","2","2020","8","AC","2","2020","10,958","V","2","2020","","","","","","","",""
"19008057","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","","","","","","","",""
"19008238","13","V","1","2020","8.5","AC","2","2020","10","V","1","2020","16.1","V","1","2020","10","V","2","2020","10","V","1","2020","11,267","V","2","2020","9","AC","2","2020","10","V","2","2020","11","V","1","2020","15.5","V","1","2020","8.75","AC","2","2020","7","AC","2","2020","10,208","V","2","2020","","","","","","","",""
"19008247","","","","","","","","","10","V","2","2020","","","","","13","V","1","2020","12","V","1","2020","","","1","2020","11.25","V","1","2020","7","NV","2","2020","10","V","2","2020","10","V","2","2020","11.25","V","1","2020","6","NV","2","2020","9.25","NV","2","2020","","","","","","","",""
"19008250","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","","","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19008303","10","V","2","2020","10.67","V","1","2020","10.5","V","1","2020","15.3","V","1","2020","10.5","V","1","2020","10.5","V","1","2020","11,245","V","2","2020","11,475","V","1","2020","11.55","V","1","2020","10","V","2","2020","16","V","1","2020","15.75","V","1","2020","7","AC","2","2020","11,963","V","2","2020","","","","","","","",""
"19008537","","","","","","","","","","","","","","","","","7.5","NV","2","2020","9","NV","2","2020","","","1","2020","12.7","V","1","2020","10","V","2","2020","10","V","2","2020","11","V","1","2020","10","V","1","2020","10","V","1","2020","10,617","V","2","2020","","","","","","","",""
"19008667","","","","","","","","","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19008843","","","","","","","","","","","","","","","","","3.5","NV","2","2020","7","NV","2","2020","","","1","2020",".875","NV","2","2020","1.75","NV","2","2020","5","NV","2","2020","7.5","NV","2","2020","","","","","2.5","NV","2","2020","","","1","2020","","","","","","","",""
"19008886","","","","","","","","","","","","","","","","","8","NV","2","2020","10","V","2","2020","","","1","2020","8.5","NV","2","2020","10","V","2","2020","12","V","1","2020","14.5","V","1","2020","1.75","NV","2","2020","10","V","2","2020","9,458","NV","2","2020","","","","","","","",""
"19008897","","","","","","","","","4.5","NV","2","2020","","","","","","","","","","","","","","","1","2020","5.1","NV","2","2020","2.5","NV","2","2020","","","","","5","NV","2","2020","2","NV","2","2020","3","NV","2","2020","","","1","2020","","","","","","","",""
"19008902","10","V","2","2020","10","V","2","2020","10","V","2","2020","14.4","V","1","2020","10","V","1","2020","14","V","1","2020","11.4","V","2","2020","11.5","V","1","2020","10","V","2","2020","10","V","1","2020","8.5","AC","2","2020","12","V","1","2020","8","AC","2","2020","10","V","2","2020","","","","","","","",""
"19008907","10","V","2","2020","12.67","V","1","2020","10","V","1","2020","16.6","V","1","2020","11","V","1","2020","12","V","1","2020","12,045","V","2","2020","13.05","V","1","2020","12.15","V","1","2020","11","V","1","2020","13.5","V","1","2020","11","V","1","2020","10","V","1","2020","11,783","V","1","2020","","","","","","","",""
"19008916","13","V","1","2020","12.55","V","1","2020","7","AC","2","2020","17.35","V","1","2020","11.5","V","1","2020","12","V","1","2020","12,233","V","2","2020","10,075","V","1","2020","10","V","2","2020","10","V","1","2020","17","V","1","2020","10","V","1","2020","7","AC","2","2020","10,679","V","2","2020","","","","","","","",""
"19008956","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19008979","10","V","1","2020","11.83","V","1","2020","19","V","1","2020","16.6","V","1","2020","10","V","1","2020","10","V","2","2020","12,905","V","2","2020","10,575","V","1","2020","10.4","V","1","2020","14","V","1","2020","10.5","V","1","2020","15.25","V","1","2020","10","V","2","2020","11,788","V","2","2020","","","","","","","",""
"19008980","14","V","1","2020","10","V","2","2020","12.5","V","1","2020","12.3","V","1","2020","12.5","V","1","2020","13.5","V","1","2020","12,467","V","2","2020","9.5","AC","2","2020","10","V","2","2020","11","V","1","2020","10","V","1","2020","12","V","1","2020","7.5","AC","2","2020","10","V","2","2020","","","","","","","",""
"19008982","","","","","","","","","","","","","","","","","","","","","10","V","2","2020","","","1","2020","3,875","NV","2","2020",".5","NV","2","2020","6","NV","2","2020","10","V","1","2020","4.5","NV","2","2020","0","NRA","1","2020","4,146","NV","2","2020","","","","","","","",""
"19009040","","","","","","","","","","","","","","","","","","","","","10","V","1","2020","","","1","2020","10","V","2","2020","7.4","NV","2","2020","10","V","1","2020","12","V","1","2020","9","NV","2","2020","7","NV","2","2020","9,233","NV","2","2020","","","","","","","",""
"19009041","","","","","","","","","","","","","","","","","4","NV","2","2020","10","V","2","2020","","","1","2020","6.7","NV","2","2020","0","NRA","1","2020","10","V","1","2020","10","V","1","2020","7.25","NV","2","2020",".5","NV","2","2020","5,742","NV","2","2020","","","","","","","",""
"19009045","","","","","","","","","","","","","","","","","","","","","10","V","2","2020","","","1","2020","8.45","NV","2","2020","4.9","NV","2","2020","7","NV","2","2020","14.5","V","1","2020","8.75","NV","2","2020",".25","NV","2","2020","7,308","NV","2","2020","","","","","","","",""
"19009083","11","V","1","2020","7.9","AC","2","2020","10","V","2","2020","11.1","V","1","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","10,025","V","1","2020","9","AC","2","2020","10","V","2","2020","10","V","1","2020","7.75","AC","2","2020","7.5","AC","2","2020","9,046","AC","2","2020","","","","","","","",""
"19009108","","","","","","","","","","","","","","","","","","","","","10","V","2","2020","","","1","2020","10","V","2","2020","10","V","2","2020","","","","","10","V","1","2020","9.25","NV","2","2020","","","","","","","1","2020","","","","","","","",""
"19009109","8.5","NV","2","2020","","","","","14","V","1","2020","","","","","10","V","1","2020","14","V","1","2020","","","1","2020","7,725","NV","2","2020","4.15","NV","2","2020","11","V","1","2020","5.5","NV","2","2020","6.75","NV","2","2020","6.5","NV","2","2020","6,938","NV","2","2020","","","","","","","",""
"19009124","","","","","","","","","","","","","","","","","10","V","2","2020","10","V","2","2020","","","1","2020","10","V","1","2020","6.2","NV","2","2020","12","V","1","2020","7","NV","2","2020","2.25","NV","2","2020","7.5","NV","2","2020","7,492","NV","2","2020","","","","","","","",""
"19009135","","","","","","","","","0","NRA","1","2020","","","","","","","","","","","","","","","1","2020","7.7","NV","2","2020","5.65","NV","2","2020","7","NV","2","2020","12","V","1","2020","6.5","NV","2","2020","5","NV","2","2020","7,308","NV","2","2020","","","","","","","",""
"19009150","14","V","1","2020","14.72","V","1","2020","15","V","1","2020","15.15","V","1","2020","16.5","V","1","2020","13","V","1","2020","14,728","V","1","2020","12.95","V","1","2020","10","V","2","2020","11","V","1","2020","10","V","2","2020","12","V","1","2020","7","AC","2","2020","10,492","V","2","2020","","","","","","","",""
"19009152","10.5","V","1","2020","10","V","2","2020","17.5","V","1","2020","17.5","V","1","2020","15","V","1","2020","16","V","1","2020","14,417","V","2","2020","12.6","V","1","2020","12.1","V","1","2020","10","V","2","2020","17","V","1","2020","14.5","V","1","2020","8","AC","2","2020","12,367","V","2","2020","","","","","","","",""
"19009188","","","","","","","","","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","","","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","","","",""
"19009192","","","","","","","","","","","","","","","","","","","","","10","V","1","2020","","","1","2020","6.3","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1.05","NV","2","2020","","","","","","","",""
"19009194","","","","","","","","","","","","","0","NRA","1","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
