"COD_ETU","Note : TLBC3104","Résultat : TLBC3104","Session : TLBC3104","Année : TLBC3104","Note : TLBC3204","Résultat : TLBC3204","Session : TLBC3204","Année : TLBC3204","Note : TLBC3304","Résultat : TLBC3304","Session : TLBC3304","Année : TLBC3304","Note : TLBC3404","Résultat : TLBC3404","Session : TLBC3404","Année : TLBC3404","Note : TLBC3504","Résultat : TLBC3504","Session : TLBC3504","Année : TLBC3504","Note : TLBC3604","Résultat : TLBC3604","Session : TLBC3604","Année : TLBC3604","Note : TLBC3004","Résultat : TLBC3004","Session : TLBC3004","Année : TLBC3004","Note : TLBC4104","Résultat : TLBC4104","Session : TLBC4104","Année : TLBC4104","Note : TLBC4204","Résultat : TLBC4204","Session : TLBC4204","Année : TLBC4204","Note : TLBC4304","Résultat : TLBC4304","Session : TLBC4304","Année : TLBC4304","Note : TLBC4404","Résultat : TLBC4404","Session : TLBC4404","Année : TLBC4404","Note : TLBC4504","Résultat : TLBC4504","Session : TLBC4504","Année : TLBC4504","Note : TLBC4604","Résultat : TLBC4604","Session : TLBC4604","Année : TLBC4604","Note : TLBC4004","Résultat : TLBC4004","Session : TLBC4004","Année : TLBC4004"
"18011055","11.5","V","1","2020","10","V","2","2020","11.5","V","1","2020","13.25","V","1","2020","7","AC","2","2020","13","V","1","2020","11,042","V","2","2020","14","V","1","2019","12.8","V","1","2019","14.25","V","1","2020","10","V","2","2020","11.75","V","1","2020","14.5","V","1","2019","12,883","V","2","2020"
"18011056","6.25","NV","2","2020","10","V","2","2020","7","NV","2","2020","3.5","NV","2","2020","1","NV","2","2020","3","NV","2","2020","5,125","NV","2","2020","6","NV","2","2020","5,188","NV","2","2020","0","NRA","1","2020","5","NV","2","2020","5","NV","2","2020","0","NRA","1","2020","3,531","NV","2","2020"
"18011067","8.75","NV","2","2020","6","NV","2","2020","10","V","2","2019","7.5","NV","2","2020","","","","","","","","","","","1","2020","10","V","2","2020","10.8","V","1","2019","10","V","2","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","10,133","V","2","2020"
"18011192","8.25","NV","2","2020","6","NV","2","2020","10","V","2","2019","6","NV","2","2020","","","","",".5","NV","2","2020","","","1","2020","10","V","2","2019","8,988","AC","2","2020","10","V","2","2020","10","V","1","2019","10","V","1","2020","14","V","1","2019","10,498","V","2","2020"
"18011383","10","V","1","2019","","","","","10.5","V","1","2020","10","V","1","2020","7","NV","2","2020","10","V","2","2020","","","1","2020","10","V","2","2020","14.2","V","1","2019","7","AC","2","2020","15","V","1","2019","10","V","1","2020","12.5","V","1","2019","11.45","V","2","2020"
"18011385","12.25","V","1","2020","10","V","2","2019","11.87","V","1","2020","10","V","2","2020","13.5","V","1","2020","13","V","1","2020","11.77","V","2","2020","14","V","1","2020","10","V","2","2020","12,575","V","1","2020","10","V","1","2020","10","V","1","2020","10","V","1","2020","11,096","V","2","2020"
"18011523","","","","","","","","","10","V","1","2020","7","NV","2","2020","","","","","","","","","","","1","2020","10","V","1","2020","10.4","V","1","2019","10","V","2","2020","10","V","2","2019","11.25","V","1","2020","10.75","V","1","2020","10.4","V","2","2020"
"18011526","10","V","2","2020","10.5","V","1","2020","10","V","1","2019","9.5","AC","2","2020","9","AC","2","2020","11","V","1","2020","10","V","2","2020","10","V","2","2019","9.5","AC","2","2019","11.1","V","1","2019","13.5","V","1","2019","13","V","1","2019","14","V","1","2019","11.85","V","2","2019"
"18011527","9.5","NV","2","2020","10","V","2","2020","11.55","V","1","2019","9","NV","2","2020","","","","","","","","","","","1","2020","10","V","2","2020","11.2","V","1","2019","10","V","2","2020","11","V","1","2019","6","NV","2","2020","10","V","2","2019","9.7","NV","2","2020"
"18012101","15,875","V","1","2020","13.1","V","1","2020","18","V","1","2020","11.25","V","1","2020","16","V","1","2020","15.5","V","1","2020","14,954","V","1","2020","16","V","1","2020","12,713","V","1","2020","15.5","V","1","2020","15","V","1","2020","14.75","V","1","2020","15.75","V","1","2020","14,952","V","1","2020"
"18012377","10","V","2","2020","10","V","2","2020","10.6","V","1","2019","10","V","2","2020","10","V","2","2020","10","V","2","2020","10.1","V","2","2020","10","V","2","2019","10.2","V","1","2019","9.65","AC","2","2020","10","V","1","2020","10","V","2","2020","14","V","1","2019","10,642","V","2","2020"
"18012399","9","AC","2","2020","10","V","2","2020","10","V","2","2020","8","AC","2","2020","13","V","1","2020","10","V","1","2020","10","V","2","2020","16","V","1","2020","10","V","1","2020","11.05","V","1","2020","17","V","1","2020","12.5","V","1","2020","10","V","2","2020","12,758","V","2","2020"
"18012792","7.5","NV","2","2020","","","","","10","V","2","2020","6.5","NV","2","2020","","","","","0","NRA","1","2020","","","1","2020","","","","","","","","","0","NRA","1","2020","","","","","","","","","0","NRA","1","2020","","","1","2020"
"18013026","10","V","2","2020","10","V","2","2020","10","V","1","2020","10.25","V","1","2020","13.5","V","1","2020","10","V","2","2020","10,625","V","2","2020","11","V","1","2020","10.85","V","1","2020","10,125","V","1","2020","10","V","1","2020","10","V","1","2020","10","V","2","2020","10,329","V","2","2020"
"18013498","10","V","2","2020","10","V","2","2020","10","V","2","2020","9","AC","2","2020","11","V","1","2020","10","V","1","2020","10","V","2","2020","10","V","1","2019","10.6","V","1","2019","15.6","V","1","2019","10","V","1","2019","12","V","1","2019","15","V","1","2019","12.2","V","1","2019"
"18013501","13,175","V","1","2019","18","V","1","2020","10.2","V","1","2019","10.3","V","1","2019","15","V","1","2020","15.1","V","1","2019","13,629","V","1","2020","16","V","1","2019","17.2","V","1","2019","16","V","1","2019","12.33","V","1","2019","16","V","1","2019","13","V","1","2019","15,088","V","1","2019"
"19000495","","","","","","","","","8.5","NV","2","2020","10.75","V","1","2020","","","","","","","","","","","1","2020","10","V","2","2020","8,747","AC","2","2020","10","V","2","2020","10","V","2","2020","13,625","V","1","2020","10","V","2","2020","10,395","V","2","2020"
"19000529","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19000551","14,125","V","1","2020","14","V","1","2020","15.4","V","1","2020","13.75","V","1","2020","19","V","1","2020","14.5","V","1","2020","15,129","V","1","2020","13","V","1","2020","11.25","V","1","2020","13.85","V","1","2020","15","V","1","2020","16","V","1","2020","12","V","1","2020","13,517","V","1","2020"
"19000568","16","V","1","2020","13.4","V","1","2020","15.5","V","1","2020","14.25","V","1","2020","17","V","1","2020","18","V","1","2020","15,692","V","1","2020","14.5","V","1","2020","12,488","V","1","2020","19.5","V","1","2020","13","V","1","2020","18.75","V","1","2020","16.75","V","1","2020","15,831","V","1","2020"
"19000580","10","V","2","2020","10.5","V","1","2020","10","V","2","2020","10.5","V","1","2020","15.5","V","1","2020","10","V","2","2020","11,083","V","2","2020","10","V","2","2020","13.05","V","1","2020","10.25","V","1","2020","10","V","2","2020","10","V","1","2020","10","V","1","2020","10.55","V","2","2020"
"19000584","10","V","2","2020","","","","","10","V","1","2020","7.75","NV","2","2020","11.5","V","1","2020","","","","","","","1","2020","10","V","2","2020","7,463","AC","2","2020","10","V","2","2020","10","V","2","2020","13","V","1","2020","10","V","2","2020","10,077","V","2","2020"
"19000588","12,875","V","1","2020","18","V","1","2020","12.8","V","1","2020","10","V","2","2020","18.5","V","1","2020","18.5","V","1","2020","15,113","V","2","2020","11","V","1","2020","10,675","V","1","2020","11.05","V","1","2020","16","V","1","2020","12.5","V","1","2020","14","V","1","2020","12,538","V","1","2020"
"19000590","13,375","V","1","2020","17","V","1","2020","13.5","V","1","2020","13","V","1","2020","17","V","1","2020","15","V","1","2020","14,813","V","1","2020","10","V","2","2020","11,863","V","1","2020","13.85","V","1","2020","16","V","1","2020","15","V","1","2020","10","V","1","2020","12,786","V","2","2020"
"19000596","10","V","2","2020","10","V","1","2020","10","V","2","2020","8.5","AC","2","2020","14","V","1","2020","13","V","1","2020","10,917","V","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19000602","10","V","2","2020","7.4","AC","2","2020","10","V","2","2020","8.5","AC","2","2020","12","V","1","2020","10","V","2","2020","9.65","AC","2","2020","10","V","1","2020","10,825","V","1","2020","16.5","V","1","2020","10","V","2","2020","13","V","1","2020","17.25","V","1","2020","12,929","V","2","2020"
"19000623","10.75","V","1","2020","10","V","2","2020","10","V","2","2020","11.5","V","1","2020","7","NV","2","2020","7","NV","2","2020","9,375","NV","2","2020","11","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","8,125","NV","2","2020","6","NV","2","2020","9,188","NV","2","2020"
"19000625","10,875","V","1","2020","13","V","1","2020","12","V","1","2020","13.75","V","1","2020","18","V","1","2020","16.5","V","1","2020","14,021","V","1","2020","12","V","1","2020","11,588","V","1","2020","12,925","V","1","2020","11","V","1","2020","16.5","V","1","2020","10","V","2","2020","12,336","V","2","2020"
"19000628","0","NRA","1","2020","0","NRA","1","2020","6","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19000631","10","V","2","2020","8.6","AC","2","2020","15","V","1","2020","10.5","V","1","2020","15","V","1","2020","10","V","1","2020","11,517","V","2","2020","10","V","2","2020","10.02","V","1","2020","8.75","AC","2","2020","10","V","2","2020","16","V","1","2020","13","V","1","2020","11,295","V","2","2020"
"19000635","9","AC","2","2020","12","V","1","2020","10.8","V","1","2020","8.5","AC","2","2020","13","V","1","2020","11.5","V","1","2020","10.8","V","2","2020","10","V","2","2020","10,588","V","1","2020","10","V","2","2020","10","V","1","2020","12","V","1","2020","10","V","2","2020","10,431","V","2","2020"
"19000652","12,125","V","1","2020","16","V","1","2020","14","V","1","2020","14.5","V","1","2020","15","V","1","2020","14","V","1","2020","14,271","V","1","2020","10","V","1","2020","10,488","V","1","2020","13.2","V","1","2020","13","V","1","2020","16.5","V","1","2020","12","V","1","2020","12,531","V","1","2020"
"19000662","15.5","V","1","2020","14","V","1","2020","15.5","V","1","2020","12.5","V","1","2020","18","V","1","2020","18","V","1","2020","15,583","V","1","2020","13","V","1","2020","13.7","V","1","2020","19.75","V","1","2020","14","V","1","2020","11.5","V","1","2020","12.25","V","1","2020","14,033","V","1","2020"
"19000664","10","V","2","2020","12","V","1","2020","10","V","2","2020","10","V","1","2020","12.5","V","1","2020","10","V","1","2020","10.75","V","2","2020","11","V","1","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","12.5","V","1","2020","10","V","1","2020","10,583","V","2","2020"
"19000667","8","AC","2","2020","12","V","1","2020","10","V","1","2020","8.5","AC","2","2020","16","V","1","2020","10","V","2","2020","10.75","V","2","2020","10","V","1","2020","7,075","AC","2","2020","11.25","V","1","2020","10","V","2","2020","11.5","V","1","2020","10.75","V","1","2020","10,096","V","2","2020"
"19000677","12,125","V","1","2020","13","V","1","2020","15","V","1","2020","10","V","2","2020","14","V","1","2020","13.5","V","1","2020","12,938","V","2","2020","12","V","1","2020","12.8","V","1","2020","10","V","1","2020","10","V","1","2020","16.75","V","1","2020","15","V","1","2020","12,758","V","1","2020"
"19000682","9","NV","2","2020","10","V","1","2020","8.4","NV","2","2020","7.5","NV","2","2020","8","NV","2","2020","6","NV","2","2020","8.15","NV","2","2020","10","V","2","2020","7.35","AC","2","2020","8","AC","2","2020","12","V","1","2020","13","V","1","2020","10","V","1","2020","10,058","V","2","2020"
"19000686","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","","","","","","","","","","","","","","","","","","","","","0","NRA","1","2020","","","1","2020"
"19000728","13.25","V","1","2020","12.4","V","1","2020","12","V","1","2020","15","V","1","2020","19","V","1","2020","16","V","1","2020","14,608","V","1","2020","14","V","1","2020","12,175","V","1","2020","19.5","V","1","2020","15","V","1","2020","14.5","V","1","2020","16","V","1","2020","15,196","V","1","2020"
"19000740","8,125","AC","2","2020","9","AC","2","2020","7","AC","2","2020","7","AC","2","2020","13","V","1","2020","10","V","1","2020","9,021","AC","2","2020","10","V","2","2020","10,038","V","1","2020","7,406","AC","2","2020","13","V","1","2020","14","V","1","2020","10","V","1","2020","10,741","V","2","2020"
"19000741","6,875","NV","2","2020","5","NV","2","2020","6.5","NV","2","2020","7.5","NV","2","2020","0","NRA","1","2020","2","NV","2","2020","4,646","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19000751","13.25","V","1","2020","14.7","V","1","2020","11","V","1","2020","15.5","V","1","2020","17","V","1","2020","16","V","1","2020","14,575","V","1","2020","18","V","1","2020","12.4","V","1","2020","17.5","V","1","2020","15","V","1","2020","16.5","V","1","2020","11.75","V","1","2020","15,192","V","1","2020"
"19000761","14,125","V","1","2020","8","AC","2","2020","10","V","2","2020","10","V","2","2020","15","V","1","2020","10","V","1","2020","11,188","V","2","2020","10","V","2","2020","12,625","V","1","2020","12.5","V","1","2020","15","V","1","2020","17.75","V","1","2020","13","V","1","2020","13,479","V","2","2020"
"19000768","10","V","2","2020","11","V","1","2020","11.1","V","1","2020","10","V","1","2020","9","AC","2","2020","10.5","V","1","2020","10,267","V","2","2020","10","V","2","2020","10.2","V","1","2020","8.3","AC","2","2020","12","V","1","2020","13.5","V","1","2020","10","V","2","2020","10,667","V","2","2020"
"19000770","10","V","2","2020","10","V","2","2020","11","V","1","2020","9","AC","2","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","11","V","1","2020","10.01","V","1","2020","10.95","V","1","2020","15","V","1","2020","14.5","V","1","2020","10","V","2","2020","11.91","V","2","2020"
"19000777","10","V","2","2020","11","V","1","2020","10","V","2","2020","10","V","2","2020","14","V","1","2020","13.5","V","1","2020","11,417","V","2","2020","10","V","1","2020","13.25","V","1","2020","10","V","2","2020","15","V","1","2020","15.5","V","1","2020","15","V","1","2020","13,125","V","2","2020"
"19000778","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","10","V","2","2020","10,003","V","1","2020","10.5","V","1","2020","10","V","2","2020","12.5","V","1","2020","12","V","1","2020","10,834","V","2","2020"
"19000780","10","V","1","2020","10","V","2","2020","12","V","1","2020","12","V","1","2020","15.5","V","1","2020","7","AC","2","2020","11,083","V","2","2020","13","V","1","2020","11.5","V","1","2020","10","V","2","2020","12","V","1","2020","14.75","V","1","2020","14","V","1","2020","12,542","V","2","2020"
"19000781","15.75","V","1","2020","13.5","V","1","2020","18","V","1","2020","12.25","V","1","2020","17.5","V","1","2020","18","V","1","2020","15,833","V","1","2020","17","V","1","2020","15,075","V","1","2020","15.5","V","1","2020","18","V","1","2020","19","V","1","2020","14","V","1","2020","16,429","V","1","2020"
"19000786","12,625","V","1","2020","14","V","1","2020","16","V","1","2020","11.5","V","1","2020","17.5","V","1","2020","15.5","V","1","2020","14,521","V","1","2020","12","V","1","2020","12,713","V","1","2020","17","V","1","2020","10","V","1","2020","13","V","1","2020","16","V","1","2020","13,452","V","1","2020"
"19000787","10,875","V","1","2020","10","V","2","2020","12.5","V","1","2020","10.5","V","1","2020","7","AC","2","2020","10","V","1","2020","10,146","V","2","2020","10","V","2","2020","10.04","V","1","2020","9.5","AC","2","2020","10","V","1","2020","10","V","2","2020","11","V","1","2020","10.09","V","2","2020"
"19000788","10","V","2","2020","10","V","2","2020","10","V","2","2020","11.25","V","1","2020","5","NV","2","2020","8","NV","2","2020","9,042","NV","2","2020","10","V","2","2020","10","V","2","2020","","","","","11","V","1","2020","10","V","2","2020","8","NV","2","2020","","","1","2020"
"19001078","5.75","NV","2","2020","","","","","9.1","NV","2","2020","8.5","NV","2","2020","","","","","","","","","","","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19001481","14.5","V","1","2020","14.5","V","1","2020","17","V","1","2020","15.75","V","1","2020","16.5","V","1","2020","18","V","1","2020","16,042","V","1","2020","19","V","1","2020","14,088","V","1","2020","19.5","V","1","2020","15","V","1","2020","17.75","V","1","2020","16.75","V","1","2020","17,015","V","1","2020"
"19001497","13.25","V","1","2020","10","V","1","2020","10","V","2","2020","12","V","1","2020","10.5","V","1","2020","12.5","V","1","2020","11,375","V","2","2020","6","NV","2","2020","5,213","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","1,869","NV","2","2020"
"19001502","10","V","2","2020","12","V","1","2020","15.3","V","1","2020","10","V","1","2020","14","V","1","2020","13","V","1","2020","12,383","V","2","2020","11","V","1","2020","12,825","V","1","2020","12.5","V","1","2020","13","V","1","2020","11","V","1","2020","14","V","1","2020","12,388","V","1","2020"
"19001508","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","19.5","V","1","2020","10","V","2","2020","11,583","V","2","2020","10","V","1","2020","10.06","V","1","2020","12,175","V","1","2020","13","V","1","2020","10.5","V","1","2020","12","V","1","2020","11,289","V","1","2020"
"19001512","13","V","1","2020","10.7","V","1","2020","14.5","V","1","2020","13.75","V","1","2020","19.5","V","1","2020","14.5","V","1","2020","14,325","V","1","2020","13","V","1","2020","13,863","V","1","2020","16","V","1","2020","15","V","1","2020","18,625","V","1","2020","15","V","1","2020","15,248","V","1","2020"
"19001516","7.75","NV","2","2020","10","V","2","2020","10","V","2","2020","9","NV","2","2020","2.5","NV","2","2020","10","V","1","2020","8,208","NV","2","2020","10","V","2","2020","8,025","NV","2","2020","10","V","2","2020","10","V","2","2020","0","NRA","1","2020","6","NV","2","2020","7,338","NV","2","2020"
"19001554","0","NRA","1","2020","4.4","NV","2","2020","7.5","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","1","NV","2","2020","2.15","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19001558","10","V","2","2020","10.1","V","1","2020","10.5","V","1","2020","12.25","V","1","2020","13.5","V","1","2020","14","V","1","2020","11,725","V","2","2020","10","V","2","2020","10,038","V","1","2020","11.75","V","1","2020","15","V","1","2020","14.5","V","1","2020","13.5","V","1","2020","12,465","V","2","2020"
"19001559","7.5","NV","2","2020","10","V","2","2020","8.5","NV","2","2020","6","NV","2","2020","0","NRA","1","2020","4","NV","2","2020","6","NV","2","2020","4","NV","2","2020","3,975","NV","2","2020","0","NRA","1","2020","2","NV","2","2020","10","V","1","2020","3.25","NV","2","2020","3,871","NV","2","2020"
"19001563","9.5","AC","2","2020","12.5","V","1","2020","10.2","V","1","2020","8.5","AC","2","2020","9.3","AC","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","9,388","AC","2","2020","10","V","2","2020","11","V","1","2020","10","V","2","2020","10","V","1","2020","10,065","V","2","2020"
"19001570","10.5","V","1","2020","10.5","V","1","2020","11.6","V","1","2020","10","V","2","2020","11","V","1","2020","10","V","2","2020","10.6","V","2","2020","10","V","1","2020","11,038","V","1","2020","10","V","2","2020","11","V","1","2020","13.5","V","1","2020","10","V","1","2020","10,923","V","2","2020"
"19001571","15.5","V","1","2020","9.2","AC","2","2020","13.5","V","1","2020","12","V","1","2020","15","V","1","2020","11","V","1","2020","12.7","V","2","2020","16","V","1","2020","10","V","2","2020","11.75","V","1","2020","10","V","1","2020","11.5","V","1","2020","10","V","2","2020","11,542","V","2","2020"
"19001573","10","V","2","2020","17","V","1","2020","10","V","2","2020","7","AC","2","2020","15","V","1","2020","10","V","2","2020","11.5","V","2","2020","10","V","1","2020","10","V","2","2020","9.8","AC","2","2020","10","V","2","2020","11","V","1","2020","11","V","1","2020","10.3","V","2","2020"
"19001574","10","V","2","2020","10","V","2","2020","10.5","V","1","2020","6","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","6,083","NV","2","2020","10","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","7.5","NV","2","2020","9,583","NV","2","2020"
"19001717","14,375","V","1","2020","10","V","1","2020","12.1","V","1","2020","10","V","1","2020","13.5","V","1","2020","11.5","V","1","2020","11,913","V","1","2020","10","V","2","2020","12,375","V","1","2020","13.45","V","1","2020","17","V","1","2020","11.5","V","1","2020","10","V","1","2020","12,388","V","2","2020"
"19001947","10","V","2","2020","9.2","AC","2","2020","11.5","V","1","2020","10.75","V","1","2020","7","AC","2","2020","10","V","2","2020","9,742","AC","2","2020","10","V","1","2020","10,175","V","1","2020","10.25","V","1","2020","10","V","1","2020","15","V","1","2020","15","V","1","2020","11,738","V","1","2020"
"19002007","10","V","2","2020","10.2","V","1","2020","11","V","1","2020","10","V","2","2020","16.5","V","1","2020","14","V","1","2020","11.95","V","2","2020","10","V","1","2020","10","V","2","2020","11.25","V","1","2020","10","V","2","2020","10.25","V","1","2020","10","V","2","2020","10.25","V","2","2020"
"19002025","9.5","AC","2","2020","10.1","V","1","2020","10","V","2","2020","12.25","V","1","2020","9","AC","2","2020","10","V","1","2020","10,142","V","2","2020","10","V","1","2020","9","AC","2","2020","10.25","V","1","2020","10","V","2","2020","11.5","V","1","2020","14","V","1","2020","10,792","V","2","2020"
"19002051","10","V","2","2020","14.5","V","1","2020","10","V","2","2020","10","V","1","2020","14.5","V","1","2020","10","V","2","2020","11.5","V","2","2020","10","V","1","2020","12,263","V","1","2020","12.15","V","1","2020","12","V","1","2020","10","V","2","2020","10","V","1","2020","11,069","V","2","2020"
"19002073","9.75","AC","2","2020","10.6","V","1","2020","10","V","2","2020","10.75","V","1","2020","18","V","1","2020","12.5","V","1","2020","11,933","V","2","2020","10","V","2","2020","10","V","2","2020","12.5","V","1","2020","10","V","2","2020","14.25","V","1","2020","10","V","2","2020","11,125","V","2","2020"
"19002086","10","V","2","2020","10.8","V","1","2020","10","V","2","2020","10","V","1","2020","10.5","V","1","2020","15.5","V","1","2020","11,133","V","2","2020","7","AC","2","2020","8,602","AC","2","2020","11.75","V","1","2020","10","V","2","2020","18","V","1","2020","15","V","1","2020","11,725","V","2","2020"
"19002096","","","","","6.8","NV","2","2020","10","V","2","2020","8.5","NV","2","2020","","","","","","","","","","","1","2020","7.75","AC","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020","12.25","V","1","2020","10","V","2","2020"
"19002129","10,625","V","1","2020","10.05","V","1","2020","12.5","V","1","2020","12","V","1","2020","12","V","1","2020","12.5","V","1","2020","11,613","V","1","2020","10","V","1","2020","13,638","V","1","2020","14.25","V","1","2020","10","V","1","2020","14","V","1","2020","12","V","1","2020","12,315","V","1","2020"
"19002137","10,875","V","1","2020","8.1","NV","2","2020","10.5","V","1","2020","11","V","1","2020","6","NV","2","2020","10","V","1","2020","9,413","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19002148","10","V","2","2020","","","","","10","V","2","2020","10","V","2","2020","11","V","1","2020","","","","","","","1","2020","10","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","10","V","2","2020","10","V","2","2020"
"19002235","10","V","2","2020","10","V","2","2020","10","V","1","2020","10","V","2","2020","12","V","1","2020","10","V","2","2020","10,333","V","2","2020","10","V","1","2020","9,325","NV","2","2020","3.75","NV","2","2020","6","NV","2","2020","2.25","NV","2","2020","6.25","NV","2","2020","6,263","NV","2","2020"
"19002300","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2020","5","NV","2","2020","10","V","2","2020","7","NV","2","2020","10","V","2","2020","13","V","1","2020","10","V","2","2020","9,167","NV","2","2020"
"19002309","9.75","AC","2","2020","10","V","2","2020","10","V","2","2020","10","V","1","2020","7","AC","2","2020","10","V","2","2020","9,458","AC","2","2020","10","V","1","2020","10","V","2","2020","10","V","1","2020","10","V","1","2020","11.5","V","1","2020","14.5","V","1","2020","11","V","2","2020"
"19002312","10","V","2","2020","8","AC","2","2020","12","V","1","2020","11","V","1","2020","17","V","1","2020","11","V","1","2020","11.5","V","2","2020","10","V","1","2020","11,125","V","1","2020","10","V","2","2020","10","V","2","2020","13.25","V","1","2020","10","V","2","2020","10,729","V","2","2020"
"19002314","11,875","V","1","2020","10","V","2","2020","14","V","1","2020","10","V","2","2020","14.5","V","1","2020","11","V","1","2020","11,896","V","2","2020","12","V","1","2020","12,375","V","1","2020","14","V","1","2020","15","V","1","2020","17.25","V","1","2020","15","V","1","2020","14,271","V","1","2020"
"19002317","12","V","1","2020","16","V","1","2020","11.2","V","1","2020","10","V","1","2020","10","V","1","2020","11","V","1","2020","11.7","V","1","2020","10","V","1","2020","10","V","2","2020","13.7","V","1","2020","10","V","1","2020","11","V","1","2020","10","V","1","2020","10,783","V","2","2020"
"19002322","13.25","V","1","2020","17","V","1","2020","14.7","V","1","2020","10","V","2","2020","15","V","1","2020","14.5","V","1","2020","14,075","V","2","2020","10","V","2","2020","10.04","V","1","2020","11.5","V","1","2020","15","V","1","2020","16.5","V","1","2020","17","V","1","2020","13.34","V","2","2020"
"19002378","15,375","V","1","2020","13.9","V","1","2020","14","V","1","2020","12","V","1","2020","17","V","1","2020","16","V","1","2020","14,713","V","1","2020","17","V","1","2020","14,713","V","1","2020","13.75","V","1","2020","15","V","1","2020","12","V","1","2020","15.5","V","1","2020","14,661","V","1","2020"
"19002388","11.25","V","1","2020","11","V","1","2020","10","V","2","2020","10","V","2","2020","16","V","1","2020","17","V","1","2020","12,542","V","2","2020","10","V","1","2020","10,038","V","1","2020","10,156","V","1","2020","10","V","1","2020","12.5","V","1","2020","10","V","2","2020","10,449","V","2","2020"
"19002524","10","V","2","2020","12","V","1","2020","11.3","V","1","2020","12.5","V","1","2020","7","AC","2","2020","13","V","1","2020","10,967","V","2","2020","10","V","1","2020","13,138","V","1","2020","12.5","V","1","2020","16","V","1","2020","18","V","1","2020","15","V","1","2020","14,106","V","1","2020"
"19002565","10","V","2","2020","10.5","V","1","2020","13.9","V","1","2020","11.25","V","1","2020","7.5","AC","2","2020","11.5","V","1","2020","10,775","V","2","2020","12","V","1","2020","10,875","V","1","2020","10,813","V","1","2020","13","V","1","2020","15","V","1","2020","10","V","1","2020","11,948","V","1","2020"
"19002592","10.25","V","1","2020","10","V","1","2020","13","V","1","2020","10","V","2","2020","10","V","1","2020","16","V","1","2020","11,542","V","2","2020","10","V","1","2020","12.85","V","1","2020","13.5","V","1","2020","14","V","1","2020","15.5","V","1","2020","15.75","V","1","2020","13.6","V","1","2020"
"19002593","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NRA","1","2020","0","NV","2","2020"
"19002613","11.75","V","1","2020","16","V","1","2020","11.5","V","1","2020","10","V","1","2020","11.5","V","1","2020","10","V","1","2020","11,792","V","1","2020","14","V","1","2020","11.9","V","1","2020","15.7","V","1","2020","15","V","1","2020","16.5","V","1","2020","14","V","1","2020","14,517","V","1","2020"
